PrimaryKey,id,description,value,valueUnitOfMeasure,sourceTimeStamp
BREADBLAST07_Temperature212.89Celsius,BREADBLAST07_Temperature,Temperature,212.89,Celsius,2023-04-30T08:04:50
BREADBLAST07_Temperature212.92Celsius,BREADBLAST07_Temperature,Temperature,212.92,Celsius,2023-04-30T08:05:20
BREADBLAST07_Temperature212.75Celsius,BREADBLAST07_Temperature,Temperature,212.75,Celsius,2023-04-30T08:08:20
BREADBLAST07_Temperature212.74Celsius,BREADBLAST07_Temperature,Temperature,212.74,Celsius,2023-04-30T08:10:40
BREADBLAST07_Temperature212.9Celsius,BREADBLAST07_Temperature,Temperature,212.9,Celsius,2023-04-30T08:11:20
BREADBLAST07_Temperature213.01Celsius,BREADBLAST07_Temperature,Temperature,213.01,Celsius,2023-04-30T08:12:00
BREADBLAST07_Temperature213Celsius,BREADBLAST07_Temperature,Temperature,213,Celsius,2023-04-30T08:13:00
BREADBLAST07_Temperature212.96Celsius,BREADBLAST07_Temperature,Temperature,212.96,Celsius,2023-04-30T08:13:20
BREADBLAST07_Temperature212.67Celsius,BREADBLAST07_Temperature,Temperature,212.67,Celsius,2023-04-30T08:18:00
BREADBLAST07_Temperature212.6Celsius,BREADBLAST07_Temperature,Temperature,212.6,Celsius,2023-04-30T08:20:20
BREADBLAST07_Temperature212.65Celsius,BREADBLAST07_Temperature,Temperature,212.65,Celsius,2023-04-30T08:20:50
BREADBLAST07_Temperature212.68Celsius,BREADBLAST07_Temperature,Temperature,212.68,Celsius,2023-04-30T08:21:50
BREADBLAST07_Temperature212.86Celsius,BREADBLAST07_Temperature,Temperature,212.86,Celsius,2023-04-30T08:25:20
BREADBLAST07_Temperature213.02Celsius,BREADBLAST07_Temperature,Temperature,213.02,Celsius,2023-04-30T08:34:30
BREADBLAST07_Temperature213.05Celsius,BREADBLAST07_Temperature,Temperature,213.05,Celsius,2023-04-30T08:34:40
BREADBLAST07_Temperature213.12Celsius,BREADBLAST07_Temperature,Temperature,213.12,Celsius,2023-04-30T08:51:50
BREADBLAST07_Temperature211.8Celsius,BREADBLAST07_Temperature,Temperature,211.8,Celsius,2023-04-30T09:19:30
BREADBLAST07_Temperature211.74Celsius,BREADBLAST07_Temperature,Temperature,211.74,Celsius,2023-04-30T09:19:50
BREADBLAST07_Temperature211.6Celsius,BREADBLAST07_Temperature,Temperature,211.6,Celsius,2023-04-30T09:21:00
BREADBLAST07_Temperature211.66Celsius,BREADBLAST07_Temperature,Temperature,211.66,Celsius,2023-04-30T09:21:10
BREADBLAST07_Temperature211.56Celsius,BREADBLAST07_Temperature,Temperature,211.56,Celsius,2023-04-30T09:21:20
BREADBLAST07_Temperature211.53Celsius,BREADBLAST07_Temperature,Temperature,211.53,Celsius,2023-04-30T09:21:40
BREADBLAST07_Temperature211.69Celsius,BREADBLAST07_Temperature,Temperature,211.69,Celsius,2023-04-30T09:22:10
BREADBLAST07_Temperature211.61Celsius,BREADBLAST07_Temperature,Temperature,211.61,Celsius,2023-04-30T09:22:20
BREADBLAST07_Temperature211.59Celsius,BREADBLAST07_Temperature,Temperature,211.59,Celsius,2023-04-30T09:22:40
BREADBLAST07_Temperature211.55Celsius,BREADBLAST07_Temperature,Temperature,211.55,Celsius,2023-04-30T09:22:50
BREADBLAST07_Temperature211.68Celsius,BREADBLAST07_Temperature,Temperature,211.68,Celsius,2023-04-30T09:24:20
BREADBLAST07_Temperature211.64Celsius,BREADBLAST07_Temperature,Temperature,211.64,Celsius,2023-04-30T09:25:40
BREADBLAST07_Temperature211.57Celsius,BREADBLAST07_Temperature,Temperature,211.57,Celsius,2023-04-30T09:26:10
BREADBLAST07_Temperature211.49Celsius,BREADBLAST07_Temperature,Temperature,211.49,Celsius,2023-04-30T09:26:20
BREADBLAST07_Temperature211.48Celsius,BREADBLAST07_Temperature,Temperature,211.48,Celsius,2023-04-30T09:26:40
BREADBLAST07_Temperature211.42Celsius,BREADBLAST07_Temperature,Temperature,211.42,Celsius,2023-04-30T09:26:50
BREADBLAST07_Temperature211.47Celsius,BREADBLAST07_Temperature,Temperature,211.47,Celsius,2023-04-30T09:27:00
BREADBLAST07_Temperature211.71Celsius,BREADBLAST07_Temperature,Temperature,211.71,Celsius,2023-04-30T09:28:50
BREADBLAST07_Temperature212.16Celsius,BREADBLAST07_Temperature,Temperature,212.16,Celsius,2023-04-30T09:33:00
BREADBLAST07_Temperature212.25Celsius,BREADBLAST07_Temperature,Temperature,212.25,Celsius,2023-04-30T09:34:20
BREADBLAST07_Temperature211.76Celsius,BREADBLAST07_Temperature,Temperature,211.76,Celsius,2023-04-30T09:52:50
BREADBLAST07_Temperature211.5Celsius,BREADBLAST07_Temperature,Temperature,211.5,Celsius,2023-04-30T09:54:50
BREADBLAST07_Temperature211.62Celsius,BREADBLAST07_Temperature,Temperature,211.62,Celsius,2023-04-30T09:55:20
BREADBLAST07_Temperature211.58Celsius,BREADBLAST07_Temperature,Temperature,211.58,Celsius,2023-04-30T09:56:10
BREADBLAST07_Temperature211.4Celsius,BREADBLAST07_Temperature,Temperature,211.4,Celsius,2023-04-30T09:59:10
BREADBLAST07_Temperature211.37Celsius,BREADBLAST07_Temperature,Temperature,211.37,Celsius,2023-04-30T09:59:40
BREADBLAST07_Temperature211.32Celsius,BREADBLAST07_Temperature,Temperature,211.32,Celsius,2023-04-30T10:00:00
BREADBLAST07_Temperature211.3Celsius,BREADBLAST07_Temperature,Temperature,211.3,Celsius,2023-04-30T10:00:10
BREADBLAST07_Temperature211.31Celsius,BREADBLAST07_Temperature,Temperature,211.31,Celsius,2023-04-30T10:00:50
BREADBLAST07_Temperature211.34Celsius,BREADBLAST07_Temperature,Temperature,211.34,Celsius,2023-04-30T10:01:00
BREADBLAST07_Temperature211.25Celsius,BREADBLAST07_Temperature,Temperature,211.25,Celsius,2023-04-30T10:01:10
BREADBLAST07_Temperature211.24Celsius,BREADBLAST07_Temperature,Temperature,211.24,Celsius,2023-04-30T10:01:20
BREADBLAST07_Temperature211.17Celsius,BREADBLAST07_Temperature,Temperature,211.17,Celsius,2023-04-30T10:01:30
BREADBLAST07_Temperature211.12Celsius,BREADBLAST07_Temperature,Temperature,211.12,Celsius,2023-04-30T10:01:40
BREADBLAST07_Temperature211.09Celsius,BREADBLAST07_Temperature,Temperature,211.09,Celsius,2023-04-30T10:01:50
BREADBLAST07_Temperature211.04Celsius,BREADBLAST07_Temperature,Temperature,211.04,Celsius,2023-04-30T10:02:00
BREADBLAST07_Temperature211.08Celsius,BREADBLAST07_Temperature,Temperature,211.08,Celsius,2023-04-30T10:02:20
BREADBLAST07_Temperature211.11Celsius,BREADBLAST07_Temperature,Temperature,211.11,Celsius,2023-04-30T10:03:40
BREADBLAST07_Temperature211.13Celsius,BREADBLAST07_Temperature,Temperature,211.13,Celsius,2023-04-30T10:03:50
BREADBLAST07_Temperature211.2Celsius,BREADBLAST07_Temperature,Temperature,211.2,Celsius,2023-04-30T10:04:10
BREADBLAST07_Temperature211.22Celsius,BREADBLAST07_Temperature,Temperature,211.22,Celsius,2023-04-30T10:04:30
BREADBLAST07_Temperature211.15Celsius,BREADBLAST07_Temperature,Temperature,211.15,Celsius,2023-04-30T10:04:40
BREADBLAST07_Temperature211.14Celsius,BREADBLAST07_Temperature,Temperature,211.14,Celsius,2023-04-30T10:06:20
BREADBLAST07_Temperature211.07Celsius,BREADBLAST07_Temperature,Temperature,211.07,Celsius,2023-04-30T10:07:00
BREADBLAST07_Temperature211.06Celsius,BREADBLAST07_Temperature,Temperature,211.06,Celsius,2023-04-30T10:07:30
BREADBLAST07_Temperature211.1Celsius,BREADBLAST07_Temperature,Temperature,211.1,Celsius,2023-04-30T10:07:50
BREADBLAST07_Temperature211.16Celsius,BREADBLAST07_Temperature,Temperature,211.16,Celsius,2023-04-30T10:08:20
BREADBLAST07_Temperature211.19Celsius,BREADBLAST07_Temperature,Temperature,211.19,Celsius,2023-04-30T10:08:40
BREADBLAST07_Temperature211.28Celsius,BREADBLAST07_Temperature,Temperature,211.28,Celsius,2023-04-30T10:10:20
BREADBLAST07_Temperature211.35Celsius,BREADBLAST07_Temperature,Temperature,211.35,Celsius,2023-04-30T10:10:40
BREADBLAST07_Temperature211.39Celsius,BREADBLAST07_Temperature,Temperature,211.39,Celsius,2023-04-30T10:11:00
BREADBLAST07_Temperature211.44Celsius,BREADBLAST07_Temperature,Temperature,211.44,Celsius,2023-04-30T10:12:30
BREADBLAST07_Temperature211.52Celsius,BREADBLAST07_Temperature,Temperature,211.52,Celsius,2023-04-30T10:12:40
BREADBLAST07_Temperature211.43Celsius,BREADBLAST07_Temperature,Temperature,211.43,Celsius,2023-04-30T10:14:50
BREADBLAST07_Temperature211.33Celsius,BREADBLAST07_Temperature,Temperature,211.33,Celsius,2023-04-30T10:15:00
BREADBLAST07_Temperature211.41Celsius,BREADBLAST07_Temperature,Temperature,211.41,Celsius,2023-04-30T10:17:10
BREADBLAST07_Temperature211.27Celsius,BREADBLAST07_Temperature,Temperature,211.27,Celsius,2023-04-30T10:18:50
BREADBLAST07_Temperature211.38Celsius,BREADBLAST07_Temperature,Temperature,211.38,Celsius,2023-04-30T10:19:10
BREADBLAST07_Temperature211.45Celsius,BREADBLAST07_Temperature,Temperature,211.45,Celsius,2023-04-30T10:22:20
BREADBLAST07_Temperature211.23Celsius,BREADBLAST07_Temperature,Temperature,211.23,Celsius,2023-04-30T10:23:40
BREADBLAST07_Temperature211.05Celsius,BREADBLAST07_Temperature,Temperature,211.05,Celsius,2023-04-30T10:24:10
BREADBLAST07_Temperature210.99Celsius,BREADBLAST07_Temperature,Temperature,210.99,Celsius,2023-04-30T10:25:30
BREADBLAST07_Temperature211.03Celsius,BREADBLAST07_Temperature,Temperature,211.03,Celsius,2023-04-30T10:26:30
BREADBLAST07_Temperature211.02Celsius,BREADBLAST07_Temperature,Temperature,211.02,Celsius,2023-04-30T10:27:10
BREADBLAST07_Temperature211Celsius,BREADBLAST07_Temperature,Temperature,211,Celsius,2023-04-30T10:28:10
BREADBLAST07_Temperature210.98Celsius,BREADBLAST07_Temperature,Temperature,210.98,Celsius,2023-04-30T10:28:20
BREADBLAST07_Temperature211.01Celsius,BREADBLAST07_Temperature,Temperature,211.01,Celsius,2023-04-30T10:29:30
BREADBLAST07_Temperature211.26Celsius,BREADBLAST07_Temperature,Temperature,211.26,Celsius,2023-04-30T10:30:00
BREADBLAST07_Temperature211.46Celsius,BREADBLAST07_Temperature,Temperature,211.46,Celsius,2023-04-30T10:31:00
BREADBLAST07_Temperature211.51Celsius,BREADBLAST07_Temperature,Temperature,211.51,Celsius,2023-04-30T10:31:10
BREADBLAST07_Temperature210.96Celsius,BREADBLAST07_Temperature,Temperature,210.96,Celsius,2023-04-30T10:36:10
BREADBLAST07_Temperature210.97Celsius,BREADBLAST07_Temperature,Temperature,210.97,Celsius,2023-04-30T10:36:20
BREADBLAST07_Temperature210.88Celsius,BREADBLAST07_Temperature,Temperature,210.88,Celsius,2023-04-30T10:36:30
BREADBLAST07_Temperature210.92Celsius,BREADBLAST07_Temperature,Temperature,210.92,Celsius,2023-04-30T10:36:50
BREADBLAST07_Temperature210.81Celsius,BREADBLAST07_Temperature,Temperature,210.81,Celsius,2023-04-30T10:37:10
BREADBLAST07_Temperature210.83Celsius,BREADBLAST07_Temperature,Temperature,210.83,Celsius,2023-04-30T10:37:20
BREADBLAST07_Temperature210.91Celsius,BREADBLAST07_Temperature,Temperature,210.91,Celsius,2023-04-30T10:37:30
BREADBLAST07_Temperature210.8Celsius,BREADBLAST07_Temperature,Temperature,210.8,Celsius,2023-04-30T10:38:00
BREADBLAST07_Temperature210.93Celsius,BREADBLAST07_Temperature,Temperature,210.93,Celsius,2023-04-30T10:38:20
BREADBLAST07_Temperature210.86Celsius,BREADBLAST07_Temperature,Temperature,210.86,Celsius,2023-04-30T10:38:40
BREADBLAST07_Temperature210.76Celsius,BREADBLAST07_Temperature,Temperature,210.76,Celsius,2023-04-30T10:39:10
BREADBLAST07_Temperature210.67Celsius,BREADBLAST07_Temperature,Temperature,210.67,Celsius,2023-04-30T10:39:30
BREADBLAST07_Temperature210.53Celsius,BREADBLAST07_Temperature,Temperature,210.53,Celsius,2023-04-30T10:40:00
BREADBLAST07_Temperature210.61Celsius,BREADBLAST07_Temperature,Temperature,210.61,Celsius,2023-04-30T10:40:10
BREADBLAST07_Temperature210.64Celsius,BREADBLAST07_Temperature,Temperature,210.64,Celsius,2023-04-30T10:40:30
BREADBLAST07_Temperature210.75Celsius,BREADBLAST07_Temperature,Temperature,210.75,Celsius,2023-04-30T10:40:50
BREADBLAST07_Temperature210.84Celsius,BREADBLAST07_Temperature,Temperature,210.84,Celsius,2023-04-30T10:41:00
BREADBLAST07_Temperature210.77Celsius,BREADBLAST07_Temperature,Temperature,210.77,Celsius,2023-04-30T10:41:20
BREADBLAST07_Temperature210.68Celsius,BREADBLAST07_Temperature,Temperature,210.68,Celsius,2023-04-30T10:41:30
BREADBLAST07_Temperature210.71Celsius,BREADBLAST07_Temperature,Temperature,210.71,Celsius,2023-04-30T10:41:40
BREADBLAST07_Temperature210.79Celsius,BREADBLAST07_Temperature,Temperature,210.79,Celsius,2023-04-30T10:42:00
BREADBLAST07_Temperature210.78Celsius,BREADBLAST07_Temperature,Temperature,210.78,Celsius,2023-04-30T10:42:10
BREADBLAST07_Temperature210.87Celsius,BREADBLAST07_Temperature,Temperature,210.87,Celsius,2023-04-30T10:42:20
BREADBLAST07_Temperature211.36Celsius,BREADBLAST07_Temperature,Temperature,211.36,Celsius,2023-04-30T10:45:00
BREADBLAST07_Temperature211.18Celsius,BREADBLAST07_Temperature,Temperature,211.18,Celsius,2023-04-30T10:50:30
BREADBLAST07_Temperature210.94Celsius,BREADBLAST07_Temperature,Temperature,210.94,Celsius,2023-04-30T10:53:20
BREADBLAST07_Temperature210.85Celsius,BREADBLAST07_Temperature,Temperature,210.85,Celsius,2023-04-30T10:55:40
BREADBLAST07_Temperature210.82Celsius,BREADBLAST07_Temperature,Temperature,210.82,Celsius,2023-04-30T10:58:40
BREADBLAST07_Temperature210.73Celsius,BREADBLAST07_Temperature,Temperature,210.73,Celsius,2023-04-30T10:59:10
BREADBLAST07_Temperature210.69Celsius,BREADBLAST07_Temperature,Temperature,210.69,Celsius,2023-04-30T10:59:30
BREADBLAST07_Temperature210.74Celsius,BREADBLAST07_Temperature,Temperature,210.74,Celsius,2023-04-30T10:59:50
BREADBLAST07_Temperature210.65Celsius,BREADBLAST07_Temperature,Temperature,210.65,Celsius,2023-04-30T11:00:00
BREADBLAST07_Temperature210.58Celsius,BREADBLAST07_Temperature,Temperature,210.58,Celsius,2023-04-30T11:00:30
BREADBLAST07_Temperature210.6Celsius,BREADBLAST07_Temperature,Temperature,210.6,Celsius,2023-04-30T11:01:20
BREADBLAST07_Temperature210.62Celsius,BREADBLAST07_Temperature,Temperature,210.62,Celsius,2023-04-30T11:01:40
BREADBLAST07_Temperature210.55Celsius,BREADBLAST07_Temperature,Temperature,210.55,Celsius,2023-04-30T11:02:00
BREADBLAST07_Temperature210.59Celsius,BREADBLAST07_Temperature,Temperature,210.59,Celsius,2023-04-30T11:02:20
BREADBLAST07_Temperature210.72Celsius,BREADBLAST07_Temperature,Temperature,210.72,Celsius,2023-04-30T11:03:00
BREADBLAST07_Temperature210.66Celsius,BREADBLAST07_Temperature,Temperature,210.66,Celsius,2023-04-30T11:04:10
BREADBLAST07_Temperature210.63Celsius,BREADBLAST07_Temperature,Temperature,210.63,Celsius,2023-04-30T11:06:50
BREADBLAST07_Temperature210.7Celsius,BREADBLAST07_Temperature,Temperature,210.7,Celsius,2023-04-30T11:07:10
BREADBLAST07_Temperature210.89Celsius,BREADBLAST07_Temperature,Temperature,210.89,Celsius,2023-04-30T11:07:50
BREADBLAST07_Temperature210.95Celsius,BREADBLAST07_Temperature,Temperature,210.95,Celsius,2023-04-30T11:08:30
BREADBLAST07_Temperature210.54Celsius,BREADBLAST07_Temperature,Temperature,210.54,Celsius,2023-04-30T11:10:20
BREADBLAST07_Temperature210.45Celsius,BREADBLAST07_Temperature,Temperature,210.45,Celsius,2023-04-30T11:10:40
BREADBLAST07_Temperature210.51Celsius,BREADBLAST07_Temperature,Temperature,210.51,Celsius,2023-04-30T11:10:50
BREADBLAST07_Temperature210.52Celsius,BREADBLAST07_Temperature,Temperature,210.52,Celsius,2023-04-30T11:11:00
BREADBLAST07_Temperature210.44Celsius,BREADBLAST07_Temperature,Temperature,210.44,Celsius,2023-04-30T11:11:10
BREADBLAST07_Temperature210.31Celsius,BREADBLAST07_Temperature,Temperature,210.31,Celsius,2023-04-30T11:11:40
BREADBLAST07_Temperature210.4Celsius,BREADBLAST07_Temperature,Temperature,210.4,Celsius,2023-04-30T11:11:50
BREADBLAST07_Temperature210.48Celsius,BREADBLAST07_Temperature,Temperature,210.48,Celsius,2023-04-30T11:12:00
BREADBLAST07_Temperature210.38Celsius,BREADBLAST07_Temperature,Temperature,210.38,Celsius,2023-04-30T11:12:10
BREADBLAST07_Temperature210.43Celsius,BREADBLAST07_Temperature,Temperature,210.43,Celsius,2023-04-30T11:12:20
BREADBLAST07_Temperature210.34Celsius,BREADBLAST07_Temperature,Temperature,210.34,Celsius,2023-04-30T11:12:30
BREADBLAST07_Temperature210.3Celsius,BREADBLAST07_Temperature,Temperature,210.3,Celsius,2023-04-30T11:12:40
BREADBLAST07_Temperature210.23Celsius,BREADBLAST07_Temperature,Temperature,210.23,Celsius,2023-04-30T11:13:00
BREADBLAST07_Temperature210.24Celsius,BREADBLAST07_Temperature,Temperature,210.24,Celsius,2023-04-30T11:13:10
BREADBLAST07_Temperature210.18Celsius,BREADBLAST07_Temperature,Temperature,210.18,Celsius,2023-04-30T11:13:50
BREADBLAST07_Temperature210.25Celsius,BREADBLAST07_Temperature,Temperature,210.25,Celsius,2023-04-30T11:14:10
BREADBLAST07_Temperature210.17Celsius,BREADBLAST07_Temperature,Temperature,210.17,Celsius,2023-04-30T11:14:20
BREADBLAST07_Temperature210.16Celsius,BREADBLAST07_Temperature,Temperature,210.16,Celsius,2023-04-30T11:14:30
BREADBLAST07_Temperature210.1Celsius,BREADBLAST07_Temperature,Temperature,210.1,Celsius,2023-04-30T11:14:40
BREADBLAST07_Temperature210.09Celsius,BREADBLAST07_Temperature,Temperature,210.09,Celsius,2023-04-30T11:14:50
BREADBLAST07_Temperature210.12Celsius,BREADBLAST07_Temperature,Temperature,210.12,Celsius,2023-04-30T11:15:00
BREADBLAST07_Temperature210.14Celsius,BREADBLAST07_Temperature,Temperature,210.14,Celsius,2023-04-30T11:15:10
BREADBLAST07_Temperature210.07Celsius,BREADBLAST07_Temperature,Temperature,210.07,Celsius,2023-04-30T11:15:50
BREADBLAST07_Temperature210.04Celsius,BREADBLAST07_Temperature,Temperature,210.04,Celsius,2023-04-30T11:16:00
BREADBLAST07_Temperature209.94Celsius,BREADBLAST07_Temperature,Temperature,209.94,Celsius,2023-04-30T11:16:10
BREADBLAST07_Temperature210.02Celsius,BREADBLAST07_Temperature,Temperature,210.02,Celsius,2023-04-30T11:16:20
BREADBLAST07_Temperature210.06Celsius,BREADBLAST07_Temperature,Temperature,210.06,Celsius,2023-04-30T11:16:40
BREADBLAST07_Temperature210.05Celsius,BREADBLAST07_Temperature,Temperature,210.05,Celsius,2023-04-30T11:17:20
BREADBLAST07_Temperature210Celsius,BREADBLAST07_Temperature,Temperature,210,Celsius,2023-04-30T11:17:30
BREADBLAST07_Temperature209.99Celsius,BREADBLAST07_Temperature,Temperature,209.99,Celsius,2023-04-30T11:17:40
BREADBLAST07_Temperature209.98Celsius,BREADBLAST07_Temperature,Temperature,209.98,Celsius,2023-04-30T11:18:10
BREADBLAST07_Temperature209.97Celsius,BREADBLAST07_Temperature,Temperature,209.97,Celsius,2023-04-30T11:18:30
BREADBLAST07_Temperature210.2Celsius,BREADBLAST07_Temperature,Temperature,210.2,Celsius,2023-04-30T11:19:50
BREADBLAST07_Temperature210.15Celsius,BREADBLAST07_Temperature,Temperature,210.15,Celsius,2023-04-30T11:20:20
BREADBLAST07_Temperature210.13Celsius,BREADBLAST07_Temperature,Temperature,210.13,Celsius,2023-04-30T11:21:00
BREADBLAST07_Temperature210.21Celsius,BREADBLAST07_Temperature,Temperature,210.21,Celsius,2023-04-30T11:21:10
BREADBLAST07_Temperature210.03Celsius,BREADBLAST07_Temperature,Temperature,210.03,Celsius,2023-04-30T11:21:50
BREADBLAST07_Temperature209.91Celsius,BREADBLAST07_Temperature,Temperature,209.91,Celsius,2023-04-30T11:22:40
BREADBLAST07_Temperature209.74Celsius,BREADBLAST07_Temperature,Temperature,209.74,Celsius,2023-04-30T11:23:20
BREADBLAST07_Temperature209.75Celsius,BREADBLAST07_Temperature,Temperature,209.75,Celsius,2023-04-30T11:23:30
BREADBLAST07_Temperature209.69Celsius,BREADBLAST07_Temperature,Temperature,209.69,Celsius,2023-04-30T11:23:40
BREADBLAST07_Temperature209.71Celsius,BREADBLAST07_Temperature,Temperature,209.71,Celsius,2023-04-30T11:23:50
BREADBLAST07_Temperature209.83Celsius,BREADBLAST07_Temperature,Temperature,209.83,Celsius,2023-04-30T11:25:00
BREADBLAST07_Temperature209.88Celsius,BREADBLAST07_Temperature,Temperature,209.88,Celsius,2023-04-30T11:25:10
BREADBLAST07_Temperature209.89Celsius,BREADBLAST07_Temperature,Temperature,209.89,Celsius,2023-04-30T11:25:20
BREADBLAST07_Temperature210.08Celsius,BREADBLAST07_Temperature,Temperature,210.08,Celsius,2023-04-30T11:28:20
BREADBLAST07_Temperature209.86Celsius,BREADBLAST07_Temperature,Temperature,209.86,Celsius,2023-04-30T11:29:10
BREADBLAST07_Temperature209.8Celsius,BREADBLAST07_Temperature,Temperature,209.8,Celsius,2023-04-30T11:29:20
BREADBLAST07_Temperature209.82Celsius,BREADBLAST07_Temperature,Temperature,209.82,Celsius,2023-04-30T11:30:00
BREADBLAST07_Temperature209.81Celsius,BREADBLAST07_Temperature,Temperature,209.81,Celsius,2023-04-30T11:30:30
BREADBLAST07_Temperature209.61Celsius,BREADBLAST07_Temperature,Temperature,209.61,Celsius,2023-04-30T11:31:10
BREADBLAST07_Temperature209.52Celsius,BREADBLAST07_Temperature,Temperature,209.52,Celsius,2023-04-30T11:31:20
BREADBLAST07_Temperature209.42Celsius,BREADBLAST07_Temperature,Temperature,209.42,Celsius,2023-04-30T11:31:30
BREADBLAST07_Temperature209.49Celsius,BREADBLAST07_Temperature,Temperature,209.49,Celsius,2023-04-30T11:31:40
BREADBLAST07_Temperature209.34Celsius,BREADBLAST07_Temperature,Temperature,209.34,Celsius,2023-04-30T11:32:10
BREADBLAST07_Temperature209.43Celsius,BREADBLAST07_Temperature,Temperature,209.43,Celsius,2023-04-30T11:32:20
BREADBLAST07_Temperature209.53Celsius,BREADBLAST07_Temperature,Temperature,209.53,Celsius,2023-04-30T11:32:50
BREADBLAST07_Temperature209.7Celsius,BREADBLAST07_Temperature,Temperature,209.7,Celsius,2023-04-30T11:33:30
BREADBLAST07_Temperature209.73Celsius,BREADBLAST07_Temperature,Temperature,209.73,Celsius,2023-04-30T11:34:20
BREADBLAST07_Temperature209.79Celsius,BREADBLAST07_Temperature,Temperature,209.79,Celsius,2023-04-30T11:34:50
BREADBLAST07_Temperature209.78Celsius,BREADBLAST07_Temperature,Temperature,209.78,Celsius,2023-04-30T11:35:10
BREADBLAST07_Temperature209.85Celsius,BREADBLAST07_Temperature,Temperature,209.85,Celsius,2023-04-30T11:36:00
BREADBLAST07_Temperature209.95Celsius,BREADBLAST07_Temperature,Temperature,209.95,Celsius,2023-04-30T11:36:50
BREADBLAST07_Temperature210.11Celsius,BREADBLAST07_Temperature,Temperature,210.11,Celsius,2023-04-30T11:38:10
BREADBLAST07_Temperature210.22Celsius,BREADBLAST07_Temperature,Temperature,210.22,Celsius,2023-04-30T11:38:40
BREADBLAST07_Temperature210.29Celsius,BREADBLAST07_Temperature,Temperature,210.29,Celsius,2023-04-30T11:38:50
BREADBLAST07_Temperature210.27Celsius,BREADBLAST07_Temperature,Temperature,210.27,Celsius,2023-04-30T11:39:10
BREADBLAST07_Temperature210.19Celsius,BREADBLAST07_Temperature,Temperature,210.19,Celsius,2023-04-30T11:39:20
BREADBLAST07_Temperature210.35Celsius,BREADBLAST07_Temperature,Temperature,210.35,Celsius,2023-04-30T11:44:20
BREADBLAST07_Temperature210.42Celsius,BREADBLAST07_Temperature,Temperature,210.42,Celsius,2023-04-30T11:44:30
BREADBLAST07_Temperature210.47Celsius,BREADBLAST07_Temperature,Temperature,210.47,Celsius,2023-04-30T11:44:40
BREADBLAST07_Temperature210.57Celsius,BREADBLAST07_Temperature,Temperature,210.57,Celsius,2023-04-30T11:45:30
BREADBLAST07_Temperature210.5Celsius,BREADBLAST07_Temperature,Temperature,210.5,Celsius,2023-04-30T11:45:50
BREADBLAST07_Temperature210.46Celsius,BREADBLAST07_Temperature,Temperature,210.46,Celsius,2023-04-30T11:46:10
BREADBLAST07_Temperature210.41Celsius,BREADBLAST07_Temperature,Temperature,210.41,Celsius,2023-04-30T11:47:50
BREADBLAST07_Temperature210.28Celsius,BREADBLAST07_Temperature,Temperature,210.28,Celsius,2023-04-30T11:50:20
BREADBLAST07_Temperature210.36Celsius,BREADBLAST07_Temperature,Temperature,210.36,Celsius,2023-04-30T11:50:30
BREADBLAST07_Temperature210.49Celsius,BREADBLAST07_Temperature,Temperature,210.49,Celsius,2023-04-30T11:51:20
BREADBLAST07_Temperature210.33Celsius,BREADBLAST07_Temperature,Temperature,210.33,Celsius,2023-04-30T11:51:40
BREADBLAST07_Temperature210.37Celsius,BREADBLAST07_Temperature,Temperature,210.37,Celsius,2023-04-30T11:51:50
BREADBLAST07_Temperature210.56Celsius,BREADBLAST07_Temperature,Temperature,210.56,Celsius,2023-04-30T11:52:30
BREADBLAST07_Temperature210.39Celsius,BREADBLAST07_Temperature,Temperature,210.39,Celsius,2023-04-30T11:57:50
BREADBLAST07_Temperature210.01Celsius,BREADBLAST07_Temperature,Temperature,210.01,Celsius,2023-04-30T12:01:00
BREADBLAST07_Temperature209.92Celsius,BREADBLAST07_Temperature,Temperature,209.92,Celsius,2023-04-30T12:18:20
BREADBLAST07_Temperature209.96Celsius,BREADBLAST07_Temperature,Temperature,209.96,Celsius,2023-04-30T12:19:10
BREADBLAST07_Temperature210.9Celsius,BREADBLAST07_Temperature,Temperature,210.9,Celsius,2023-04-30T12:32:40
BREADBLAST07_Temperature211.54Celsius,BREADBLAST07_Temperature,Temperature,211.54,Celsius,2023-04-30T12:44:00
BREADBLAST07_Temperature211.29Celsius,BREADBLAST07_Temperature,Temperature,211.29,Celsius,2023-04-30T12:54:40
BREADBLAST07_Temperature211.21Celsius,BREADBLAST07_Temperature,Temperature,211.21,Celsius,2023-04-30T12:56:40
BREADBLAST07_Temperature211.81Celsius,BREADBLAST07_Temperature,Temperature,211.81,Celsius,2023-04-30T13:20:40
BREADBLAST07_Temperature210.32Celsius,BREADBLAST07_Temperature,Temperature,210.32,Celsius,2023-04-30T15:31:00
BREADBLAST07_Temperature209.65Celsius,BREADBLAST07_Temperature,Temperature,209.65,Celsius,2023-04-30T17:06:50
BREADBLAST07_Temperature209.9Celsius,BREADBLAST07_Temperature,Temperature,209.9,Celsius,2023-04-30T17:08:50
BREADBLAST07_Temperature209.93Celsius,BREADBLAST07_Temperature,Temperature,209.93,Celsius,2023-04-30T17:09:30
BREADBLAST07_Temperature210.26Celsius,BREADBLAST07_Temperature,Temperature,210.26,Celsius,2023-04-30T17:12:30
BREADBLAST07_Temperature209.72Celsius,BREADBLAST07_Temperature,Temperature,209.72,Celsius,2023-04-30T17:16:10
