ID,OR,SR,OR-Description,SR-Description,Product,Quantity,quantityUnitOfMeasure,Crew,Shift,PostingDate
2956622,0125667001001,0125667001001_001,BAKING,BAKING,XMPL-BSC00E5,281.9960000000,g,A,Shift 2,2023-04-24 03:41:21.367
2956631,0125667001001,0125667001001_001,BAKING,BAKING,XMPL-BSC00E5,332.9960000000,g,A,Shift 2,2023-04-24 03:41:34.243
2957026,0125667001001,0125667001001,BAKING,BAKING,XMPL-BSC00E5,619.9900000000,g,B,Shift 1,2023-04-24 07:59:05.987
2957035,0125667001001,0125667001001,BAKING,BAKING,XMPL-BSC00E5,643.0080000000,g,B,Shift 1,2023-04-24 07:59:13.877
2957044,0125667001001,0125667001001_001,BAKING,BAKING,XMPL-BSC00E5,619.9900000000,g,B,Shift 1,2023-04-24 08:01:04.880
2957053,0125667001001,0125667001001_001,BAKING,BAKING,XMPL-BSC00E5,-619.9900000000,g,B,Shift 1,2023-04-24 08:01:23.893
2957062,0125667001001,0125667001001_001,BAKING,BAKING,XMPL-BSC00E5,393.0060000000,g,B,Shift 1,2023-04-24 08:01:35.383
2957071,0125667001001,0125667001001_001,BAKING,BAKING,XMPL-BSC00E5,400.0100000000,g,B,Shift 1,2023-04-24 08:01:42.803
2957260,0125548001001,0125548001001,BAKING,BAKING,XMPL-BLD45,693.0080000000,g,B,Shift 1,2023-04-24 11:28:25.403
2957271,0125548001001,0125548001001,BAKING,BAKING,XMPL-BLD45,694.0000000000,g,B,Shift 1,2023-04-24 11:29:43.650
2957282,0125548001001,0125548001001_001,BAKING,BAKING,XMPL-BLD45,330.0000000000,g,B,Shift 1,2023-04-24 11:30:20.233
2957293,0125548001001,0125548001001_001,BAKING,BAKING,XMPL-BLD45,331.0080000000,g,B,Shift 1,2023-04-24 11:30:39.627
2957380,0125667001001,0125667001001,BAKING,BAKING,XMPL-BSC00E5,626.0080000000,g,B,Shift 1,2023-04-24 13:14:44.533
2957389,0125667001001,0125667001001,BAKING,BAKING,XMPL-BSC00E5,638.9960000000,g,B,Shift 1,2023-04-24 13:14:52.927
2957398,0125667001001,0125667001001_001,BAKING,BAKING,XMPL-BSC00E5,395.0120000000,g,B,Shift 1,2023-04-24 13:15:31.543
2957407,0125667001001,0125667001001_001,BAKING,BAKING,XMPL-BSC00E5,388.0080000000,g,B,Shift 1,2023-04-24 13:15:37.387
2957556,0125548001001,0125548001001,BAKING,BAKING,XMPL-BLD45,694.0000000000,g,B,Shift 1,2023-04-24 15:09:23.297
2957567,0125548001001,0125548001001,BAKING,BAKING,XMPL-BLD45,708.9920000000,g,B,Shift 1,2023-04-24 15:09:53.507
2957578,0125548001001,0125548001001_001,BAKING,BAKING,XMPL-BLD45,334.0000000000,g,B,Shift 1,2023-04-24 15:10:20.493
2957589,0125548001001,0125548001001_001,BAKING,BAKING,XMPL-BLD45,335.0080000000,g,B,Shift 1,2023-04-24 15:10:37.870
2957824,0125667001001,0125667001001,BAKING,BAKING,XMPL-BSC00E5,646.0000000000,g,B,Shift 1,2023-04-24 17:26:11.447
2957833,0125667001001,0125667001001,BAKING,BAKING,XMPL-BSC00E5,643.0080000000,g,B,Shift 1,2023-04-24 17:26:16.960
2957842,0125667001001,0125667001001_001,BAKING,BAKING,XMPL-BSC00E5,396.9840000000,g,B,Shift 1,2023-04-24 17:27:17.887
2957851,0125667001001,0125667001001_001,BAKING,BAKING,XMPL-BSC00E5,390.0140000000,g,B,Shift 1,2023-04-24 17:27:28.103
2958154,0125667001001,0125667001001,BAKING,BAKING,XMPL-BSC00E5,640.0160000000,g,A,Shift 2,2023-04-24 20:21:58.150
2958163,0125667001001,0125667001001,BAKING,BAKING,XMPL-BSC00E5,640.0160000000,g,A,Shift 2,2023-04-24 20:22:42.870
2958172,0125667001001,0125667001001_001,BAKING,BAKING,XMPL-BSC00E5,390.0140000000,g,A,Shift 2,2023-04-24 20:23:00.657
2958181,0125667001001,0125667001001_001,BAKING,BAKING,XMPL-BSC00E5,386.9880000000,g,A,Shift 2,2023-04-24 20:23:13.733
2958330,0125564001001,0125564001001,BAKING,BAKING,GBTR-LG35,707.0000000000,g,A,Shift 2,2023-04-24 22:42:55.817
2958340,0125564001001,0125564001001,BAKING,BAKING,GBTR-LG35,713.0000000000,g,A,Shift 2,2023-04-24 22:43:10.647
2958350,0125564001001,0125564001001_001,BAKING,BAKING,GBTR-LG35,358.0000000000,g,A,Shift 2,2023-04-24 22:43:32.590
2958360,0125564001001,0125564001001_001,BAKING,BAKING,GBTR-LG35,368.0000000000,g,A,Shift 2,2023-04-24 22:43:44.720
2958404,0125350001001,0125350001001,BAKING,BAKING,OCTN-MSTR,32.2100110000,g,A,Shift 2,2023-04-24 23:40:57.817
2958405,0125350001001,0125350001001,BAKING,BAKING,SHRK-RPR,28.7155000000,g,A,Shift 2,2023-04-24 23:40:57.817
2958407,0125350001001,0125350001001,BAKING,BAKING,XMPL-FRM100GR,1265.0000000000,g,A,Shift 2,2023-04-24 23:40:57.817
2958417,0125350001001,0125350001001,BAKING,BAKING,OCTN-MSTR,32.8465720000,g,A,Shift 2,2023-04-24 23:41:18.990
2958418,0125350001001,0125350001001,BAKING,BAKING,SHRK-RPR,29.2830000000,g,A,Shift 2,2023-04-24 23:41:18.990
2958420,0125350001001,0125350001001,BAKING,BAKING,XMPL-FRM100GR,1290.0000000000,g,A,Shift 2,2023-04-24 23:41:18.990
2958481,0125667001001,0125667001001,BAKING,BAKING,XMPL-BSC00E5,653.0040000000,g,A,Shift 2,2023-04-25 00:07:53.033
2958491,0125667001001,0125667001001,BAKING,BAKING,XMPL-BSC00E5,653.0040000000,g,A,Shift 2,2023-04-25 00:08:16.510
2958500,0125667001001,0125667001001_001,BAKING,BAKING,XMPL-BSC00E5,403.0020000000,g,A,Shift 2,2023-04-25 00:08:32.530
2958509,0125667001001,0125667001001_001,BAKING,BAKING,XMPL-BSC00E5,398.9900000000,g,A,Shift 2,2023-04-25 00:08:44.500
2958687,0125564001001,0125564001001,BAKING,BAKING,GBTR-LG35,655.0000000000,g,A,Shift 2,2023-04-25 02:55:27.787
2958697,0125564001001,0125564001001,BAKING,BAKING,GBTR-LG35,646.0000000000,g,A,Shift 2,2023-04-25 02:55:48.267
2958707,0125564001001,0125564001001_001,BAKING,BAKING,GBTR-LG35,330.0000000000,g,A,Shift 2,2023-04-25 02:56:08.860
2958717,0125564001001,0125564001001_001,BAKING,BAKING,GBTR-LG35,331.0000000000,g,A,Shift 2,2023-04-25 02:56:23.517
2958739,0125667001001,0125667001001,BAKING,BAKING,XMPL-BSC00E5,626.9940000000,g,A,Shift 2,2023-04-25 03:26:53.753
2958748,0125667001001,0125667001001,BAKING,BAKING,XMPL-BSC00E5,648.9920000000,g,A,Shift 2,2023-04-25 03:27:45.573
2958757,0125667001001,0125667001001_001,BAKING,BAKING,XMPL-BSC00E5,383.9960000000,g,A,Shift 2,2023-04-25 03:28:05.777
2958766,0125667001001,0125667001001_001,BAKING,BAKING,XMPL-BSC00E5,395.0120000000,g,A,Shift 2,2023-04-25 03:28:20.857
2958872,0125349001001,0125349001001,BAKING,BAKING,OCTN-MSTR,20.3699670000,g,A,Shift 2,2023-04-25 04:28:12.423
2958873,0125349001001,0125349001001,BAKING,BAKING,SHRK-RPR,18.1600000000,g,A,Shift 2,2023-04-25 04:28:12.423
2958875,0125349001001,0125349001001,BAKING,BAKING,XMPL-FRM100GR,800.0000000000,g,A,Shift 2,2023-04-25 04:28:12.423
2958885,0125349001001,0125349001001,BAKING,BAKING,OCTN-MSTR,19.7334060000,g,A,Shift 2,2023-04-25 04:28:43.130
2958886,0125349001001,0125349001001,BAKING,BAKING,SHRK-RPR,17.5925000000,g,A,Shift 2,2023-04-25 04:28:43.130
2958888,0125349001001,0125349001001,BAKING,BAKING,XMPL-FRM100GR,775.0000000000,g,A,Shift 2,2023-04-25 04:28:43.130
2958899,0125349001001,0125349001001_001,BAKING,BAKING,OCTN-MSTR,12.4766050000,g,A,Shift 2,2023-04-25 04:29:53.710
2958900,0125349001001,0125349001001_001,BAKING,BAKING,SHRK-RPR,11.1230000000,g,A,Shift 2,2023-04-25 04:29:53.710
2958902,0125349001001,0125349001001_001,BAKING,BAKING,XMPL-FRM100GR,490.0000000000,g,A,Shift 2,2023-04-25 04:29:53.710
2958912,0125349001001,0125349001001_001,BAKING,BAKING,OCTN-MSTR,11.9673560000,g,A,Shift 2,2023-04-25 04:30:18.617
2958913,0125349001001,0125349001001_001,BAKING,BAKING,SHRK-RPR,10.6690000000,g,A,Shift 2,2023-04-25 04:30:18.617
2958915,0125349001001,0125349001001_001,BAKING,BAKING,XMPL-FRM100GR,470.0000000000,g,A,Shift 2,2023-04-25 04:30:18.617
2959363,0125667001001,0125667001001,BAKING,BAKING,XMPL-BSC00E5,629.0000000000,g,B,Shift 1,2023-04-25 08:18:11.907
2959372,0125667001001,0125667001001,BAKING,BAKING,XMPL-BSC00E5,629.0000000000,g,B,Shift 1,2023-04-25 08:18:18.343
2959381,0125667001001,0125667001001_001,BAKING,BAKING,XMPL-BSC00E5,386.9880000000,g,B,Shift 1,2023-04-25 08:19:11.573
2959390,0125667001001,0125667001001_001,BAKING,BAKING,XMPL-BSC00E5,385.0160000000,g,B,Shift 1,2023-04-25 08:19:18.040
2959462,0125564001001,0125564001001,BAKING,BAKING,GBTR-LG35,830.0000000000,g,B,Shift 1,2023-04-25 08:50:19.550
2959472,0125564001001,0125564001001,BAKING,BAKING,GBTR-LG35,826.0000000000,g,B,Shift 1,2023-04-25 08:51:14.787
2959482,0125564001001,0125564001001_001,BAKING,BAKING,GBTR-LG35,421.0000000000,g,B,Shift 1,2023-04-25 08:51:37.000
2959492,0125564001001,0125564001001_001,BAKING,BAKING,GBTR-LG35,426.0000000000,g,B,Shift 1,2023-04-25 08:52:02.917
2959567,0125349001001,0125349001001,BAKING,BAKING,OCTN-MSTR,17.4163220000,g,B,Shift 1,2023-04-25 09:14:15.657
2959568,0125349001001,0125349001001,BAKING,BAKING,SHRK-RPR,15.5268000000,g,B,Shift 1,2023-04-25 09:14:15.657
2959570,0125349001001,0125349001001,BAKING,BAKING,XMPL-FRM100GR,684.0000000000,g,B,Shift 1,2023-04-25 09:14:15.657
2959580,0125349001001,0125349001001,BAKING,BAKING,OCTN-MSTR,17.5181720000,g,B,Shift 1,2023-04-25 09:14:43.013
2959581,0125349001001,0125349001001,BAKING,BAKING,SHRK-RPR,15.6176000000,g,B,Shift 1,2023-04-25 09:14:43.013
2959583,0125349001001,0125349001001,BAKING,BAKING,XMPL-FRM100GR,688.0000000000,g,B,Shift 1,2023-04-25 09:14:43.013
2959593,0125349001001,0125349001001_001,BAKING,BAKING,OCTN-MSTR,10.8979320000,g,B,Shift 1,2023-04-25 09:15:26.803
2959594,0125349001001,0125349001001_001,BAKING,BAKING,SHRK-RPR,9.7156000000,g,B,Shift 1,2023-04-25 09:15:26.803
2959596,0125349001001,0125349001001_001,BAKING,BAKING,XMPL-FRM100GR,428.0000000000,g,B,Shift 1,2023-04-25 09:15:26.803
2959606,0125349001001,0125349001001_001,BAKING,BAKING,OCTN-MSTR,10.8215450000,g,B,Shift 1,2023-04-25 09:15:51.170
2959607,0125349001001,0125349001001_001,BAKING,BAKING,SHRK-RPR,9.6475000000,g,B,Shift 1,2023-04-25 09:15:51.170
2959609,0125349001001,0125349001001_001,BAKING,BAKING,XMPL-FRM100GR,425.0000000000,g,B,Shift 1,2023-04-25 09:15:51.170
2959642,0125667001001,0125667001001,BAKING,BAKING,XMPL-BSC00E5,650.0120000000,g,B,Shift 1,2023-04-25 10:41:05.837
2959651,0125667001001,0125667001001,BAKING,BAKING,XMPL-BSC00E5,663.0000000000,g,B,Shift 1,2023-04-25 10:41:13.133
2959660,0125667001001,0125667001001_001,BAKING,BAKING,XMPL-BSC00E5,398.9900000000,g,B,Shift 1,2023-04-25 10:42:05.037
2959669,0125667001001,0125667001001_001,BAKING,BAKING,XMPL-BSC00E5,405.0080000000,g,B,Shift 1,2023-04-25 10:42:12.960
2959880,0125349001001,0125349001001,BAKING,BAKING,OCTN-MSTR,21.1338410000,g,B,Shift 1,2023-04-25 12:55:11.943
2959881,0125349001001,0125349001001,BAKING,BAKING,SHRK-RPR,18.8410000000,g,B,Shift 1,2023-04-25 12:55:11.943
2959883,0125349001001,0125349001001,BAKING,BAKING,XMPL-FRM100GR,830.0000000000,g,B,Shift 1,2023-04-25 12:55:11.943
2959893,0125349001001,0125349001001,BAKING,BAKING,OCTN-MSTR,20.4972800000,g,B,Shift 1,2023-04-25 12:55:40.840
2959894,0125349001001,0125349001001,BAKING,BAKING,SHRK-RPR,18.2735000000,g,B,Shift 1,2023-04-25 12:55:40.840
2959896,0125349001001,0125349001001,BAKING,BAKING,XMPL-FRM100GR,805.0000000000,g,B,Shift 1,2023-04-25 12:55:40.840
2959906,0125349001001,0125349001001_001,BAKING,BAKING,OCTN-MSTR,13.2404790000,g,B,Shift 1,2023-04-25 12:56:11.227
2959907,0125349001001,0125349001001_001,BAKING,BAKING,SHRK-RPR,11.8040000000,g,B,Shift 1,2023-04-25 12:56:11.227
2959909,0125349001001,0125349001001_001,BAKING,BAKING,XMPL-FRM100GR,520.0000000000,g,B,Shift 1,2023-04-25 12:56:11.227
2959919,0125349001001,0125349001001_001,BAKING,BAKING,OCTN-MSTR,12.6039170000,g,B,Shift 1,2023-04-25 12:56:41.900
2959920,0125349001001,0125349001001_001,BAKING,BAKING,SHRK-RPR,11.2365000000,g,B,Shift 1,2023-04-25 12:56:41.900
2959922,0125349001001,0125349001001_001,BAKING,BAKING,XMPL-FRM100GR,495.0000000000,g,B,Shift 1,2023-04-25 12:56:41.900
2959939,0125564001001,0125564001001,BAKING,BAKING,GBTR-LG35,773.0000000000,g,B,Shift 1,2023-04-25 13:22:21.640
2959949,0125564001001,0125564001001,BAKING,BAKING,GBTR-LG35,769.0000000000,g,B,Shift 1,2023-04-25 13:22:45.283
2959959,0125564001001,0125564001001_001,BAKING,BAKING,GBTR-LG35,396.0000000000,g,B,Shift 1,2023-04-25 13:23:28.100
2959969,0125564001001,0125564001001_001,BAKING,BAKING,GBTR-LG35,405.0000000000,g,B,Shift 1,2023-04-25 13:23:45.287
2959979,0125667001001,0125667001001,BAKING,BAKING,XMPL-BSC00E5,624.9880000000,g,B,Shift 1,2023-04-25 13:49:31.463
2959988,0125667001001,0125667001001,BAKING,BAKING,XMPL-BSC00E5,638.0100000000,g,B,Shift 1,2023-04-25 13:49:43.567
2959997,0125667001001,0125667001001_001,BAKING,BAKING,XMPL-BSC00E5,386.0020000000,g,B,Shift 1,2023-04-25 13:50:05.373
2960006,0125667001001,0125667001001_001,BAKING,BAKING,XMPL-BSC00E5,388.0080000000,g,B,Shift 1,2023-04-25 13:50:15.327
2960217,0125349001001,0125349001001,BAKING,BAKING,OCTN-MSTR,18.1038080000,g,B,Shift 1,2023-04-25 16:20:35.237
2960218,0125349001001,0125349001001,BAKING,BAKING,SHRK-RPR,16.1397000000,g,B,Shift 1,2023-04-25 16:20:35.237
2960220,0125349001001,0125349001001,BAKING,BAKING,XMPL-FRM100GR,711.0000000000,g,B,Shift 1,2023-04-25 16:20:35.237
2960230,0125349001001,0125349001001,BAKING,BAKING,OCTN-MSTR,17.9510340000,g,B,Shift 1,2023-04-25 16:21:04.337
2960231,0125349001001,0125349001001,BAKING,BAKING,SHRK-RPR,16.0035000000,g,B,Shift 1,2023-04-25 16:21:04.337
2960233,0125349001001,0125349001001,BAKING,BAKING,XMPL-FRM100GR,705.0000000000,g,B,Shift 1,2023-04-25 16:21:04.337
2960243,0125349001001,0125349001001_001,BAKING,BAKING,OCTN-MSTR,11.3307940000,g,B,Shift 1,2023-04-25 16:21:24.450
2960244,0125349001001,0125349001001_001,BAKING,BAKING,SHRK-RPR,10.1015000000,g,B,Shift 1,2023-04-25 16:21:24.450
2960246,0125349001001,0125349001001_001,BAKING,BAKING,XMPL-FRM100GR,445.0000000000,g,B,Shift 1,2023-04-25 16:21:24.450
2960256,0125349001001,0125349001001_001,BAKING,BAKING,OCTN-MSTR,17.9510340000,g,B,Shift 1,2023-04-25 16:21:35.120
2960257,0125349001001,0125349001001_001,BAKING,BAKING,SHRK-RPR,16.0035000000,g,B,Shift 1,2023-04-25 16:21:35.120
2960259,0125349001001,0125349001001_001,BAKING,BAKING,XMPL-FRM100GR,705.0000000000,g,B,Shift 1,2023-04-25 16:21:35.120
2960287,0125667001001,0125667001001,BAKING,BAKING,XMPL-BSC00E5,621.0100000000,g,B,Shift 1,2023-04-25 16:41:10.590
2960296,0125667001001,0125667001001,BAKING,BAKING,XMPL-BSC00E5,619.9900000000,g,B,Shift 1,2023-04-25 16:41:16.870
2960305,0125667001001,0125667001001_001,BAKING,BAKING,XMPL-BSC00E5,378.9980000000,g,B,Shift 1,2023-04-25 16:41:35.313
2960314,0125667001001,0125667001001_001,BAKING,BAKING,XMPL-BSC00E5,376.9920000000,g,B,Shift 1,2023-04-25 16:41:40.330
2960563,0125564001001,0125564001001,BAKING,BAKING,GBTR-LG35,774.0000000000,g,A,Shift 2,2023-04-25 20:29:34.080
2960573,0125564001001,0125564001001,BAKING,BAKING,GBTR-LG35,770.0000000000,g,A,Shift 2,2023-04-25 20:29:48.083
2960583,0125564001001,0125564001001_001,BAKING,BAKING,GBTR-LG35,400.0000000000,g,A,Shift 2,2023-04-25 20:30:17.510
2960593,0125564001001,0125564001001_001,BAKING,BAKING,GBTR-LG35,407.0000000000,g,A,Shift 2,2023-04-25 20:30:30.290
2960689,0125667001001,0125667001001,BAKING,BAKING,XMPL-BSC00E5,631.0060000000,g,A,Shift 2,2023-04-25 20:55:06.710
2960707,0125667001001,0125667001001,BAKING,BAKING,XMPL-BSC00E5,628.0140000000,g,A,Shift 2,2023-04-25 20:55:59.483
2960716,0125667001001,0125667001001_001,BAKING,BAKING,XMPL-BSC00E5,385.0160000000,g,A,Shift 2,2023-04-25 20:56:24.000
2960725,0125667001001,0125667001001_001,BAKING,BAKING,XMPL-BSC00E5,381.0040000000,g,A,Shift 2,2023-04-25 20:56:37.877
2960940,0125667001001,0125667001001,BAKING,BAKING,XMPL-BSC00E5,645.0140000000,g,D,Shift 2,2023-04-26 01:03:26.067
2960949,0125667001001,0125667001001,BAKING,BAKING,XMPL-BSC00E5,640.0160000000,g,D,Shift 2,2023-04-26 01:03:58.123
2960958,0125667001001,0125667001001_001,BAKING,BAKING,XMPL-BSC00E5,395.0120000000,g,D,Shift 2,2023-04-26 01:04:21.437
2960967,0125667001001,0125667001001_001,BAKING,BAKING,XMPL-BSC00E5,388.0080000000,g,D,Shift 2,2023-04-26 01:04:40.363
2960988,0125564001001,0125564001001_001,BAKING,BAKING,GBTR-LG35,786.0000000000,g,D,Shift 2,2023-04-26 01:34:58.433
2960998,0125564001001,0125564001001_001,BAKING,BAKING,GBTR-LG35,-786.0000000000,g,D,Shift 2,2023-04-26 01:35:22.713
2961008,0125564001001,0125564001001,BAKING,BAKING,GBTR-LG35,786.0000000000,g,D,Shift 2,2023-04-26 01:35:38.250
2961018,0125564001001,0125564001001,BAKING,BAKING,GBTR-LG35,768.0000000000,g,D,Shift 2,2023-04-26 01:36:01.327
2961028,0125564001001,0125564001001_001,BAKING,BAKING,GBTR-LG35,403.0000000000,g,D,Shift 2,2023-04-26 01:36:16.407
2961038,0125564001001,0125564001001_001,BAKING,BAKING,GBTR-LG35,402.0000000000,g,D,Shift 2,2023-04-26 01:36:24.610
2961214,0125667001001,0125667001001,BAKING,BAKING,XMPL-BSC00E5,645.0140000000,g,D,Shift 2,2023-04-26 04:25:28.350
2961223,0125667001001,0125667001001,BAKING,BAKING,XMPL-BSC00E5,641.0020000000,g,D,Shift 2,2023-04-26 04:25:43.883
2961232,0125667001001,0125667001001_001,BAKING,BAKING,XMPL-BSC00E5,398.0040000000,g,D,Shift 2,2023-04-26 04:26:03.573
2961241,0125667001001,0125667001001_001,BAKING,BAKING,XMPL-BSC00E5,393.0060000000,g,D,Shift 2,2023-04-26 04:26:21.573
2961533,0125667001001,0125667001001,BAKING,BAKING,XMPL-BSC00E5,633.0120000000,g,C,Shift 1,2023-04-26 08:26:09.290
2961542,0125667001001,0125667001001,BAKING,BAKING,XMPL-BSC00E5,626.9940000000,g,C,Shift 1,2023-04-26 08:26:22.850
2961551,0125667001001,0125667001001_001,BAKING,BAKING,XMPL-BSC00E5,386.9880000000,g,C,Shift 1,2023-04-26 08:28:21.393
2961560,0125667001001,0125667001001_001,BAKING,BAKING,XMPL-BSC00E5,386.9880000000,g,C,Shift 1,2023-04-26 08:28:28.550
2961580,0125153001001,0125153001001,BAKING,BAKING,GBTR-LG35,821.9280000000,g,C,Shift 1,2023-04-26 08:39:21.793
2961590,0125153001001,0125153001001,BAKING,BAKING,GBTR-LG35,826.9440000000,g,C,Shift 1,2023-04-26 08:39:59.030
2961600,0125153001001,0125153001001_001,BAKING,BAKING,GBTR-LG35,338.0560000000,g,C,Shift 1,2023-04-26 08:40:56.387
2961610,0125153001001,0125153001001_001,BAKING,BAKING,GBTR-LG35,343.0320000000,g,C,Shift 1,2023-04-26 08:41:31.920
2962136,0125153001001,0125153001001,BAKING,BAKING,GBTR-LG35,831.9520000000,g,C,Shift 1,2023-04-26 12:07:48.483
2962146,0125153001001,0125153001001,BAKING,BAKING,GBTR-LG35,832.9520000000,g,C,Shift 1,2023-04-26 12:08:09.567
2962156,0125153001001,0125153001001_001,BAKING,BAKING,GBTR-LG35,348.0000000000,g,C,Shift 1,2023-04-26 12:08:26.977
2962166,0125153001001,0125153001001_001,BAKING,BAKING,GBTR-LG35,348.9920000000,g,C,Shift 1,2023-04-26 12:08:35.240
2962261,0125667001001,0125667001001,BAKING,BAKING,XMPL-BSC00E5,628.0140000000,g,C,Shift 1,2023-04-26 13:31:48.277
2962270,0125667001001,0125667001001,BAKING,BAKING,XMPL-BSC00E5,629.0000000000,g,C,Shift 1,2023-04-26 13:31:56.527
2962279,0125667001001,0125667001001_001,BAKING,BAKING,XMPL-BSC00E5,386.9880000000,g,C,Shift 1,2023-04-26 13:32:41.913
2962288,0125667001001,0125667001001_001,BAKING,BAKING,XMPL-BSC00E5,383.9960000000,g,C,Shift 1,2023-04-26 13:32:48.117
2962649,0125153001001,0125153001001,BAKING,BAKING,GBTR-LG35,811.9040000000,g,C,Shift 1,2023-04-26 16:50:34.943
2962659,0125667001001,0125667001001,BAKING,BAKING,XMPL-BSC00E5,621.0100000000,g,C,Shift 1,2023-04-26 16:52:08.210
2962668,0125667001001,0125667001001,BAKING,BAKING,XMPL-BSC00E5,629.0000000000,g,C,Shift 1,2023-04-26 16:52:22.960
2962677,0125667001001,0125667001001_001,BAKING,BAKING,XMPL-BSC00E5,383.0100000000,g,C,Shift 1,2023-04-26 16:52:41.467
2962686,0125667001001,0125667001001_001,BAKING,BAKING,XMPL-BSC00E5,386.0020000000,g,C,Shift 1,2023-04-26 16:52:49.390
2962695,0125153001001,0125153001001,BAKING,BAKING,GBTR-LG35,814.9120000000,g,C,Shift 1,2023-04-26 16:56:03.413
2962705,0125153001001,0125153001001_001,BAKING,BAKING,GBTR-LG35,336.0720000000,g,C,Shift 1,2023-04-26 16:56:24.230
2962715,0125153001001,0125153001001_001,BAKING,BAKING,GBTR-LG35,337.0640000000,g,C,Shift 1,2023-04-26 16:56:38.250
2962911,0125719001001,0125719001001,BAKING,BAKING,XMPL-BSC00E5,559.6800000000,g,D,Shift 2,2023-04-26 19:41:25.140
2962920,0125719001001,0125719001001,BAKING,BAKING,XMPL-BSC00E5,579.6640000000,g,D,Shift 2,2023-04-26 19:42:03.770
2962929,0125719001001,0125719001001_001,BAKING,BAKING,XMPL-BSC00E5,409.3280000000,g,D,Shift 2,2023-04-26 19:42:24.527
2962938,0125719001001,0125719001001_001,BAKING,BAKING,XMPL-BSC00E5,434.3520000000,g,D,Shift 2,2023-04-26 19:42:36.903
2963089,0125153001001,0125153001001,BAKING,BAKING,GBTR-LG35,632.4880000000,g,D,Shift 2,2023-04-26 23:29:46.170
2963099,0125153001001,0125153001001,BAKING,BAKING,GBTR-LG35,621.4560000000,g,D,Shift 2,2023-04-26 23:29:58.967
2963109,0125153001001,0125153001001_001,BAKING,BAKING,GBTR-LG35,306.2400000000,g,D,Shift 2,2023-04-26 23:30:27.590
2963119,0125153001001,0125153001001_001,BAKING,BAKING,GBTR-LG35,314.1920000000,g,D,Shift 2,2023-04-26 23:30:47.267
2963195,0125719001001,0125719001001,BAKING,BAKING,XMPL-BSC00E5,509.7120000000,g,D,Shift 2,2023-04-27 00:25:46.733
2963204,0125719001001,0125719001001,BAKING,BAKING,XMPL-BSC00E5,524.7040000000,g,D,Shift 2,2023-04-27 00:26:02.983
2963213,0125719001001,0125719001001_001,BAKING,BAKING,XMPL-BSC00E5,406.3200000000,g,D,Shift 2,2023-04-27 00:26:26.643
2963222,0125719001001,0125719001001_001,BAKING,BAKING,XMPL-BSC00E5,404.3200000000,g,D,Shift 2,2023-04-27 00:26:34.833
2963242,0125371001001,0125371001001,BAKING,BAKING,XMPL-BSC00,390.0000000000,g,D,Shift 2,2023-04-27 01:29:54.947
2963252,0125371001001,0125371001001,BAKING,BAKING,XMPL-BSC00,390.0000000000,g,D,Shift 2,2023-04-27 01:30:06.320
2963262,0125371001001,0125371001001,BAKING,BAKING,XMPL-BSC00,390.0000000000,g,D,Shift 2,2023-04-27 01:30:15.807
2963272,0125371001001,0125371001001,BAKING,BAKING,XMPL-BSC00,390.0000000000,g,D,Shift 2,2023-04-27 01:30:28.980
2963444,0125719001001,0125719001001,BAKING,BAKING,XMPL-BSC00E5,484.7200000000,g,D,Shift 2,2023-04-27 03:22:01.950
2963453,0125719001001,0125719001001,BAKING,BAKING,XMPL-BSC00E5,507.7120000000,g,D,Shift 2,2023-04-27 03:22:16.763
2963462,0125719001001,0125719001001_001,BAKING,BAKING,XMPL-BSC00E5,385.3120000000,g,D,Shift 2,2023-04-27 03:22:42.410
2963471,0125719001001,0125719001001_001,BAKING,BAKING,XMPL-BSC00E5,370.2880000000,g,D,Shift 2,2023-04-27 03:22:59.247
2963491,0125153001001,0125153001001,BAKING,BAKING,GBTR-LG35,561.3200000000,g,D,Shift 2,2023-04-27 03:55:43.990
2963501,0125153001001,0125153001001,BAKING,BAKING,GBTR-LG35,571.3440000000,g,D,Shift 2,2023-04-27 03:55:52.850
2963511,0125153001001,0125153001001_001,BAKING,BAKING,GBTR-LG35,287.3520000000,g,D,Shift 2,2023-04-27 03:56:23.930
2963521,0125153001001,0125153001001_001,BAKING,BAKING,GBTR-LG35,278.4000000000,g,D,Shift 2,2023-04-27 03:56:32.293
2963725,0125371001001,0125371001001,BAKING,BAKING,XMPL-BSC00,394.9980000000,g,C,Shift 1,2023-04-27 07:38:30.660
2963735,0125371001001,0125371001001,BAKING,BAKING,XMPL-BSC00,385.9980000000,g,C,Shift 1,2023-04-27 07:38:42.753
2963745,0125371001001,0125371001001,BAKING,BAKING,XMPL-BSC00,388.0020000000,g,C,Shift 1,2023-04-27 07:38:49.800
2963755,0125371001001,0125371001001,BAKING,BAKING,XMPL-BSC00,387.0000000000,g,C,Shift 1,2023-04-27 07:39:01.557
2963818,0125719001001,0125719001001,BAKING,BAKING,XMPL-BSC00E5,482.7200000000,g,C,Shift 1,2023-04-27 08:06:15.243
2963827,0125719001001,0125719001001,BAKING,BAKING,XMPL-BSC00E5,481.7280000000,g,C,Shift 1,2023-04-27 08:06:42.340
2963837,0125719001001,0125719001001_001,BAKING,BAKING,XMPL-BSC00E5,384.3040000000,g,C,Shift 1,2023-04-27 08:08:17.527
2963846,0125719001001,0125719001001_001,BAKING,BAKING,XMPL-BSC00E5,371.2960000000,g,C,Shift 1,2023-04-27 08:08:28.377
