ID,OR,SR,OR-Description,SR-Description,Description,StartTime,EndTime,Category,Crew,Shift,WorkCenter,DowntimeDuration
163859,0126921001001,0126921001001,BAKING,BAKING,Ingredient Pump/Filters/Supply,2023-07-01 21:01:13.000,2023-07-01 21:09:14.000,Machine Malfunction,C,Shift 1,BREADBLAST04,8
163868,0126840001001,0126840001001,BAKING,BAKING,Oven Ventilation Check,2023-07-01 21:47:44.000,2023-07-01 22:09:38.000,Production Interruption,C,Shift 1,BREADBLAST05,22
163869,0126921001001,0126921001001,BAKING,BAKING,Air Pocket Defect,2023-07-01 21:42:21.000,2023-07-01 22:12:15.000,Production Interruption,C,Shift 1,BREADBLAST04,30
163878,0126840001001,0126840001001,BAKING,BAKING,Oven Ventilation Check,2023-07-01 22:52:30.000,2023-07-01 23:16:15.000,Production Interruption,C,Shift 1,BREADBLAST05,24
163882,0126840001001,0126840001001,BAKING,BAKING,Oven Ventilation Check,2023-07-01 22:30:50.000,2023-07-01 22:52:26.000,Production Interruption,C,Shift 1,BREADBLAST05,22
163894,0126840001001,0126840001001,BAKING,BAKING,Air Pocket Defect,2023-07-01 23:16:20.000,2023-07-02 00:15:06.000,Production Interruption,C,Shift 1,BREADBLAST05,44
163895,0126840001001,0126840001001,BAKING,BAKING,Air Pocket Defect,2023-07-01 23:16:20.000,2023-07-02 00:15:06.000,Production Interruption,D,Shift 2,BREADBLAST05,14
163898,0126840001001,0126840001001,BAKING,BAKING,Air Pocket Defect,2023-07-02 00:15:11.000,2023-07-02 00:37:47.000,Production Interruption,D,Shift 2,BREADBLAST05,22
163900,0126840001001,0126840001001,BAKING,BAKING,Air Pocket Defect,2023-07-02 00:37:52.000,2023-07-02 00:58:40.000,Production Interruption,D,Shift 2,BREADBLAST05,21
163922,0126918001001,0126918001001,BAKING,BAKING,Oven Ventilation Check,2023-07-02 03:45:13.000,2023-07-02 04:03:00.000,Production Interruption,D,Shift 2,BREADBLAST06,18
163865,0126840001001,0126840001001,BAKING,BAKING,Oven Ventilation Check,2023-07-01 21:26:12.000,2023-07-01 21:47:39.000,Production Interruption,C,Shift 1,BREADBLAST05,21
147791,,,,,Shift Start,2023-03-19 16:17:47.000,2023-03-28 19:08:52.000,Ready / Close Operations,C,Shift 1,BREADBLAST04,720
147792,,,,,Shift Start,2023-03-19 16:17:47.000,2023-03-28 19:08:52.000,Ready / Close Operations,D,Shift 2,BREADBLAST04,720
147793,,,,,Shift Start,2023-03-19 16:17:47.000,2023-03-28 19:08:52.000,Ready / Close Operations,C,Shift 1,BREADBLAST04,720
147794,,,,,Shift Start,2023-03-19 16:17:47.000,2023-03-28 19:08:52.000,Ready / Close Operations,D,Shift 2,BREADBLAST04,720
147795,,,,,Shift Start,2023-03-19 16:17:47.000,2023-03-28 19:08:52.000,Ready / Close Operations,B,Shift 1,BREADBLAST04,720
147796,,,,,Shift Start,2023-03-19 16:17:47.000,2023-03-28 19:08:52.000,Ready / Close Operations,A,Shift 2,BREADBLAST04,720
147797,,,,,Shift Start,2023-03-19 16:17:47.000,2023-03-28 19:08:52.000,Ready / Close Operations,B,Shift 1,BREADBLAST04,427
147801,,,,,Shift Start,2023-03-28 19:38:49.000,2023-03-28 19:43:21.000,Ready / Close Operations,B,Shift 1,BREADBLAST04,5
147802,,,,,Air Pocket Defect,2023-03-28 19:45:53.000,2023-03-28 20:05:39.000,Production Interruption,B,Shift 1,BREADBLAST04,20
147807,,,,,Air Pocket Defect,2023-03-28 20:24:05.000,2023-03-28 20:49:30.000,Production Interruption,B,Shift 1,BREADBLAST04,25
147820,,,,,Air Pocket Defect,2023-03-28 22:00:35.000,2023-03-28 22:20:38.000,Production Interruption,B,Shift 1,BREADBLAST04,20
147823,,,,,Air Pocket Defect,2023-03-28 22:39:24.000,2023-03-28 23:00:22.000,Production Interruption,B,Shift 1,BREADBLAST04,21
147824,,,,,Air Pocket Defect,2023-03-28 23:00:27.000,2023-03-28 23:01:56.000,Production Interruption,B,Shift 1,BREADBLAST04,1
147838,,,,,Air Pocket Defect,2023-03-29 00:56:47.000,2023-03-29 01:00:45.000,Production Interruption,A,Shift 2,BREADBLAST04,4
147992,0125268001001,0125268001001,BAKING,BAKING,Air Pocket Defect,2023-03-29 07:44:48.000,2023-03-29 08:01:09.000,Production Interruption,D,Shift 2,BREADBLAST04,17
151242,0125578001001,0125578001001,BAKING,BAKING,Oven Ventilation Check,2023-04-17 15:14:35.000,2023-04-17 15:33:57.000,Production Interruption,C,Shift 1,BREADBLAST05,19
165070,0126919001001,0126919001001,BAKING,BAKING,Oven Ventilation Check,2023-07-11 21:56:45.000,2023-07-11 22:09:05.000,Production Interruption,C,Shift 1,BREADBLAST05,13
165097,,,,,Product/Size/Shape,2023-07-12 03:30:57.000,2023-07-12 03:44:20.000,Recipe Transition,D,Shift 2,BREADBLAST06,14
165105,,,,,Burnt Dough Ends,2023-07-12 05:27:15.000,2023-07-12 05:41:19.000,Production Interruption,D,Shift 2,BREADBLAST05,14
165104,0126919001001,0126919001001,BAKING,BAKING,Air Pocket Defect,2023-07-12 04:44:02.000,2023-07-12 05:27:10.000,Production Interruption,D,Shift 2,BREADBLAST05,43
165123,,,,,Product/Size/Shape,2023-07-12 10:15:31.000,2023-07-12 10:17:48.000,Recipe Transition,A,Shift 2,BREADBLAST06,2
165092,0126919001001,0126919001001,BAKING,BAKING,Oven Ventilation Check,2023-07-12 02:54:11.000,2023-07-12 02:57:11.000,Production Interruption,D,Shift 2,BREADBLAST05,3
165095,,,,,Product/Size/Shape,2023-07-12 03:09:36.000,2023-07-12 03:30:52.000,Recipe Transition,D,Shift 2,BREADBLAST06,21
165140,,,,,Product/Size/Shape,2023-07-12 12:59:47.000,2023-07-12 13:04:35.000,Recipe Transition,B,Shift 1,BREADBLAST06,5
165141,,,,,Product/Size/Shape,2023-07-12 13:13:09.000,2023-07-12 13:17:16.000,Recipe Transition,B,Shift 1,BREADBLAST06,4
165099,,,,,Product/Size/Shape,2023-07-12 03:49:48.000,2023-07-12 04:01:04.000,Recipe Transition,D,Shift 2,BREADBLAST06,12
165100,,,,,Product/Size/Shape,2023-07-12 04:05:48.000,2023-07-12 04:25:40.000,Recipe Transition,D,Shift 2,BREADBLAST06,20
165106,,,,,Burnt Dough Ends,2023-07-12 05:50:01.000,2023-07-12 05:53:19.000,Production Interruption,D,Shift 2,BREADBLAST05,3
165114,,,,,Product/Size/Shape,2023-07-12 07:10:36.000,2023-07-12 07:23:01.000,Recipe Transition,A,Shift 2,BREADBLAST06,13
154005,0125674001001,0125674001001,BAKING,BAKING,Air Pocket Defect,2023-05-06 10:37:58.000,2023-05-06 10:55:00.000,Production Interruption,D,Shift 2,BREADBLAST07,18
154029,0125949001001,0125949001001,BAKING,BAKING,Oven Ventilation Check,2023-05-06 14:27:16.000,2023-05-06 14:43:29.000,Production Interruption,C,Shift 1,BREADBLAST05,16
154047,0125544001001,0125544001001,BAKING,BAKING,Oven Ventilation Check,2023-05-06 16:54:50.000,2023-05-06 17:13:59.000,Production Interruption,C,Shift 1,BREADBLAST04,19
154073,0125544001001,0125544001001,BAKING,BAKING,Oven Ventilation Check,2023-05-06 21:24:47.000,2023-05-06 21:42:30.000,Production Interruption,C,Shift 1,BREADBLAST04,18
154074,0125544001001,0125544001001,BAKING,BAKING,Oven Ventilation Check,2023-05-06 21:42:48.000,2023-05-06 21:55:45.000,Production Interruption,C,Shift 1,BREADBLAST04,13
154079,0125544001001,0125544001001,BAKING,BAKING,Oven Ventilation Check,2023-05-06 22:02:19.000,2023-05-06 22:27:24.000,Production Interruption,C,Shift 1,BREADBLAST04,25
145393,0124853001001,0124853001001,BAKING,BAKING,Oven Ventilation Check,2023-03-12 22:42:55.000,2023-03-12 23:08:25.000,Production Interruption,C,Shift 1,BREADBLAST05,26
151637,0125547001001,0125547001001,BAKING,BAKING,Emergency Stop,2023-04-20 12:00:00.000,2023-04-21 00:00:00.000,Machine Malfunction,A,Shift 2,BREADBLAST07,0
151638,0125547001001,0125547001001,BAKING,BAKING,Emergency Stop,2023-04-20 12:00:00.000,2023-04-21 00:00:00.000,Machine Malfunction,B,Shift 1,BREADBLAST07,720
151639,0125547001001,0125547001001,BAKING,BAKING,Emergency Stop,2023-04-20 12:00:00.000,2023-04-21 00:00:00.000,Machine Malfunction,A,Shift 2,BREADBLAST07,-1
151658,0125579001001,0125579001001,BAKING,BAKING,Oven Ventilation Check,2023-04-20 22:12:28.000,2023-04-20 22:34:58.000,Production Interruption,B,Shift 1,BREADBLAST05,22
151634,,,BAKING,BAKING,Control System Fault,2023-04-20 12:00:00.000,2023-04-21 00:00:00.000,Machine Malfunction,A,Shift 2,BREADBLAST04,0
151635,,,BAKING,BAKING,Control System Fault,2023-04-20 12:00:00.000,2023-04-21 00:00:00.000,Machine Malfunction,B,Shift 1,BREADBLAST04,720
151636,,,BAKING,BAKING,Control System Fault,2023-04-20 12:00:00.000,2023-04-21 00:00:00.000,Machine Malfunction,A,Shift 2,BREADBLAST04,-1
151695,,,,,Product/Size/Shape,2023-04-21 04:11:15.000,2023-04-21 04:21:59.000,Recipe Transition,A,Shift 2,BREADBLAST06,10
145572,0124999001001,0124999001001,BAKING,BAKING,Air Pocket Defect,2023-03-14 18:47:48.000,2023-03-14 19:03:04.000,Production Interruption,B,Shift 1,BREADBLAST05,16
145638,0125000001001,0125000001001,BAKING,BAKING,Oven Ventilation Check,2023-03-15 10:00:26.000,2023-03-15 10:26:13.000,Production Interruption,D,Shift 2,BREADBLAST05,26
145644,0125000001001,0125000001001,BAKING,BAKING,Air Pocket Defect,2023-03-15 10:54:49.000,2023-03-15 11:04:31.000,Production Interruption,D,Shift 2,BREADBLAST05,10
145607,0124940001001,0124940001001,BAKING,BAKING,Air Pocket Defect,2023-03-15 01:10:00.000,2023-03-15 01:20:00.000,Production Interruption,A,Shift 2,BREADBLAST07,10
145649,0124941001001,0124941001001,BAKING,BAKING,Air Pocket Defect,2023-03-15 10:46:00.000,2023-03-15 11:35:00.000,Production Interruption,D,Shift 2,BREADBLAST07,49
145660,0125000001001,0125000001001,BAKING,BAKING,Staff Mistake,2023-03-15 11:36:19.000,2023-03-15 13:11:04.000,Production Interruption,D,Shift 2,BREADBLAST05,24
145661,0125000001001,0125000001001,BAKING,BAKING,Staff Mistake,2023-03-15 11:36:19.000,2023-03-15 13:11:04.000,Production Interruption,C,Shift 1,BREADBLAST05,70
145636,0125000001001,0125000001001,BAKING,BAKING,Oven Ventilation Check,2023-03-15 09:34:57.000,2023-03-15 10:00:21.000,Production Interruption,D,Shift 2,BREADBLAST05,26
145641,0125000001001,0125000001001,BAKING,BAKING,Air Pocket Defect,2023-03-15 10:26:18.000,2023-03-15 10:48:19.000,Production Interruption,D,Shift 2,BREADBLAST05,22
145645,0125000001001,0125000001001,BAKING,BAKING,Air Pocket Defect,2023-03-15 11:05:27.000,2023-03-15 11:09:35.000,Production Interruption,D,Shift 2,BREADBLAST05,4
145648,0125000001001,0125000001001,BAKING,BAKING,Air Pocket Defect,2023-03-15 11:21:52.000,2023-03-15 11:34:47.000,Production Interruption,D,Shift 2,BREADBLAST05,13
145652,0125000001001,0125000001001,BAKING,BAKING,Air Pocket Defect,2023-03-15 10:48:24.000,2023-03-15 10:54:47.000,Production Interruption,D,Shift 2,BREADBLAST05,6
145653,0125000001001,0125000001001,BAKING,BAKING,Air Pocket Defect,2023-03-15 11:14:22.000,2023-03-15 11:21:49.000,Production Interruption,D,Shift 2,BREADBLAST05,7
145695,,,,,Shift Start,2023-03-15 17:02:08.000,2023-03-15 18:04:31.000,Ready / Close Operations,C,Shift 1,BREADBLAST06,62
145700,,,,,Shift Start,2023-03-15 18:39:04.000,2023-03-15 18:54:53.000,Ready / Close Operations,C,Shift 1,BREADBLAST06,15
145701,,,,,Equipment Servicing,2023-03-15 18:55:09.000,2023-03-15 19:19:32.000,Scheduled Service,C,Shift 1,BREADBLAST06,24
145693,0125036001001,0125036001001,BAKING,BAKING,Air Pocket Defect,2023-03-15 12:00:00.000,2023-03-15 14:40:00.000,Production Interruption,D,Shift 2,BREADBLAST05,0
145694,0125036001001,0125036001001,BAKING,BAKING,Air Pocket Defect,2023-03-15 12:00:00.000,2023-03-15 14:40:00.000,Production Interruption,C,Shift 1,BREADBLAST05,159
145696,,,,,Shift Start,2023-03-15 18:04:36.000,2023-03-15 18:18:56.000,Ready / Close Operations,C,Shift 1,BREADBLAST06,14
145697,,,,,Shift Start,2023-03-15 18:19:27.000,2023-03-15 18:26:08.000,Ready / Close Operations,C,Shift 1,BREADBLAST06,7
145703,,,,,Equipment Servicing,2023-03-15 19:19:37.000,2023-03-15 19:26:28.000,Scheduled Service,C,Shift 1,BREADBLAST06,7
145676,,,,,Equipment Servicing,2023-03-09 05:27:07.000,2023-03-15 17:02:03.000,Scheduled Service,A,Shift 2,BREADBLAST06,393
145677,,,,,Equipment Servicing,2023-03-09 05:27:07.000,2023-03-15 17:02:03.000,Scheduled Service,B,Shift 1,BREADBLAST06,720
145678,,,,,Equipment Servicing,2023-03-09 05:27:07.000,2023-03-15 17:02:03.000,Scheduled Service,A,Shift 2,BREADBLAST06,720
145679,,,,,Equipment Servicing,2023-03-09 05:27:07.000,2023-03-15 17:02:03.000,Scheduled Service,C,Shift 1,BREADBLAST06,720
145680,,,,,Equipment Servicing,2023-03-09 05:27:07.000,2023-03-15 17:02:03.000,Scheduled Service,D,Shift 2,BREADBLAST06,720
145681,,,,,Equipment Servicing,2023-03-09 05:27:07.000,2023-03-15 17:02:03.000,Scheduled Service,C,Shift 1,BREADBLAST06,720
145682,,,,,Equipment Servicing,2023-03-09 05:27:07.000,2023-03-15 17:02:03.000,Scheduled Service,D,Shift 2,BREADBLAST06,720
145683,,,,,Equipment Servicing,2023-03-09 05:27:07.000,2023-03-15 17:02:03.000,Scheduled Service,C,Shift 1,BREADBLAST06,720
145684,,,,,Equipment Servicing,2023-03-09 05:27:07.000,2023-03-15 17:02:03.000,Scheduled Service,D,Shift 2,BREADBLAST06,720
145685,,,,,Equipment Servicing,2023-03-09 05:27:07.000,2023-03-15 17:02:03.000,Scheduled Service,B,Shift 1,BREADBLAST06,720
145686,,,,,Equipment Servicing,2023-03-09 05:27:07.000,2023-03-15 17:02:03.000,Scheduled Service,A,Shift 2,BREADBLAST06,720
145687,,,,,Equipment Servicing,2023-03-09 05:27:07.000,2023-03-15 17:02:03.000,Scheduled Service,B,Shift 1,BREADBLAST06,720
145688,,,,,Equipment Servicing,2023-03-09 05:27:07.000,2023-03-15 17:02:03.000,Scheduled Service,A,Shift 2,BREADBLAST06,720
145689,,,,,Equipment Servicing,2023-03-09 05:27:07.000,2023-03-15 17:02:03.000,Scheduled Service,C,Shift 1,BREADBLAST06,301
163265,,,,,Shift Start,2023-06-27 22:02:48.000,2023-06-27 22:21:21.000,Ready / Close Operations,C,Shift 1,BREADBLAST07,19
163286,0126799001001,0126799001001,BAKING,BAKING,Proofer Beam,2023-06-28 00:50:17.000,2023-06-28 01:31:09.000,Machine Malfunction,D,Shift 2,BREADBLAST04,41
163290,,,,,Air Pocket Defect,2023-06-28 02:14:02.000,2023-06-28 02:41:19.000,Production Interruption,D,Shift 2,BREADBLAST07,27
163298,,,,,Product/Size/Shape,2023-06-28 03:57:34.000,2023-06-28 04:12:14.000,Recipe Transition,D,Shift 2,BREADBLAST06,15
163299,,,,,Product/Size/Shape,2023-06-28 04:12:20.000,2023-06-28 04:14:45.000,Recipe Transition,D,Shift 2,BREADBLAST06,2
163254,,,,,Shift Start,2023-06-27 20:16:51.000,2023-06-27 20:19:18.000,Ready / Close Operations,C,Shift 1,BREADBLAST07,3
163305,0126808001001,0126808001001,BAKING,BAKING,Air Pocket Defect,2023-06-28 05:41:11.000,2023-06-28 05:45:17.000,Production Interruption,D,Shift 2,BREADBLAST07,4
163311,0126808001001,0126808001001,BAKING,BAKING,Air Pocket Defect,2023-06-28 06:29:12.000,2023-06-28 06:54:45.000,Production Interruption,A,Shift 2,BREADBLAST07,25
163316,0126808001001,0126808001001,BAKING,BAKING,Air Pocket Defect,2023-06-28 07:35:43.000,2023-06-28 08:12:39.000,Production Interruption,A,Shift 2,BREADBLAST07,37
163301,0126801001001,0126801001001,BAKING,BAKING,Oven Ventilation Check,2023-06-28 04:21:16.000,2023-06-28 04:23:18.000,Production Interruption,D,Shift 2,BREADBLAST05,2
163314,,,,,Product/Size/Shape,2023-06-28 07:51:21.000,2023-06-28 08:03:58.000,Recipe Transition,A,Shift 2,BREADBLAST06,12
163323,0126808001001,0126808001001,BAKING,BAKING,Air Pocket Defect,2023-06-28 09:19:05.000,2023-06-28 09:39:34.000,Production Interruption,A,Shift 2,BREADBLAST07,20
163318,0126801001001,0126801001001,BAKING,BAKING,Oven Ventilation Check,2023-06-28 08:18:44.000,2023-06-28 08:30:08.000,Production Interruption,A,Shift 2,BREADBLAST05,12
163396,,,,,Oven Maintenance,2023-06-28 21:33:52.000,2023-06-28 21:54:37.000,Scheduled Service,B,Shift 1,BREADBLAST04,21
163328,,,,,Product/Size/Shape,2023-06-28 10:37:52.000,2023-06-28 11:05:16.000,Recipe Transition,A,Shift 2,BREADBLAST06,28
160291,0126398001001,0126398001001,BAKING,BAKING,Air Pocket Defect,2023-06-06 16:00:06.000,2023-06-06 16:26:00.000,Production Interruption,B,Shift 1,BREADBLAST05,26
160293,0126398001001,0126398001001,BAKING,BAKING,Equipment Servicing,2023-06-06 16:26:05.000,2023-06-06 16:46:22.000,Scheduled Service,B,Shift 1,BREADBLAST05,20
160299,0126398001001,0126398001001,BAKING,BAKING,Air Pocket Defect,2023-06-06 17:07:24.000,2023-06-06 17:27:47.000,Production Interruption,B,Shift 1,BREADBLAST05,20
160302,0126401001001,0126401001001,BAKING,BAKING,Air Pocket Defect,2023-06-06 17:48:50.000,2023-06-06 18:14:47.000,Production Interruption,B,Shift 1,BREADBLAST04,26
160304,0126398001001,0126398001001,BAKING,BAKING,Air Pocket Defect,2023-06-06 18:03:31.000,2023-06-06 18:28:32.000,Production Interruption,B,Shift 1,BREADBLAST05,25
160309,0126398001001,0126398001001,BAKING,BAKING,Equipment Servicing,2023-06-06 18:30:50.000,2023-06-06 18:53:49.000,Scheduled Service,B,Shift 1,BREADBLAST05,23
160311,0126398001001,0126398001001,BAKING,BAKING,Air Pocket Defect,2023-06-06 18:54:29.000,2023-06-06 19:15:58.000,Production Interruption,B,Shift 1,BREADBLAST05,21
160312,,,,,Product/Size/Shape,2023-06-06 19:08:45.000,2023-06-06 19:15:29.000,Recipe Transition,B,Shift 1,BREADBLAST07,7
160318,,,,,Non-Operational Time,2023-06-06 18:28:37.000,2023-06-06 18:30:49.000,Standby Period,B,Shift 1,BREADBLAST05,2
160343,,,,,Product/Size/Shape,2023-06-06 23:56:18.000,2023-06-07 00:01:31.000,Recipe Transition,B,Shift 1,BREADBLAST07,4
160344,,,,,Product/Size/Shape,2023-06-06 23:56:18.000,2023-06-07 00:01:31.000,Recipe Transition,A,Shift 2,BREADBLAST07,0
160326,0126398001001,0126398001001,BAKING,BAKING,Recipe Completion,2023-06-06 20:53:08.000,2023-06-06 20:57:21.000,Production Interruption,B,Shift 1,BREADBLAST05,4
160336,0126398001001,0126398001001,BAKING,BAKING,Control Panel/ Sensor Calibration,2023-06-06 19:56:45.000,2023-06-06 20:39:46.000,Machine Malfunction,B,Shift 1,BREADBLAST05,43
160337,0126398001001,0126398001001,BAKING,BAKING,Control Panel/ Sensor Calibration,2023-06-06 20:49:29.000,2023-06-06 20:53:06.000,Machine Malfunction,B,Shift 1,BREADBLAST05,4
160355,0126273001001,0126273001001,BAKING,BAKING,Air Pocket Defect,2023-06-07 00:40:43.000,2023-06-07 01:05:53.000,Production Interruption,A,Shift 2,BREADBLAST05,25
160359,0126273001001,0126273001001,BAKING,BAKING,Air Pocket Defect,2023-06-07 01:28:23.000,2023-06-07 01:36:47.000,Production Interruption,A,Shift 2,BREADBLAST05,8
160375,,,,,Product/Size/Shape,2023-06-07 04:46:55.000,2023-06-07 04:51:10.000,Recipe Transition,A,Shift 2,BREADBLAST07,5
160357,0126273001001,0126273001001,BAKING,BAKING,Air Pocket Defect,2023-06-07 01:05:58.000,2023-06-07 01:28:18.000,Production Interruption,A,Shift 2,BREADBLAST05,23
160401,0126273001001,0126273001001,BAKING,BAKING,Air Pocket Defect,2023-06-07 08:42:36.000,2023-06-07 09:07:31.000,Production Interruption,D,Shift 2,BREADBLAST05,25
162913,0126700001001,0126700001001,BAKING,BAKING,Oven Ventilation Check,2023-06-25 12:32:55.000,2023-06-25 12:53:47.000,Production Interruption,B,Shift 1,BREADBLAST06,21
162916,0126798001001,0126798001001,BAKING,BAKING,Oven Ventilation Check,2023-06-25 13:09:07.000,2023-06-25 13:15:53.000,Production Interruption,B,Shift 1,BREADBLAST04,6
162944,0126617001001,0126617001001,BAKING,BAKING,Air Pocket Defect,2023-06-25 18:34:41.000,2023-06-25 18:36:48.000,Production Interruption,B,Shift 1,BREADBLAST05,2
162955,0126617001001,0126617001001,BAKING,BAKING,Staff Mistake,2023-06-25 20:16:31.000,2023-06-25 20:53:48.000,Production Interruption,B,Shift 1,BREADBLAST05,37
162937,,,,,Burnt Dough Ends,2023-06-25 17:39:08.000,2023-06-25 17:43:19.000,Production Interruption,B,Shift 1,BREADBLAST04,4
162936,,,,,Burnt Dough Ends,2023-06-25 17:33:42.000,2023-06-25 17:38:54.000,Production Interruption,B,Shift 1,BREADBLAST04,5
162941,0126617001001,0126617001001,BAKING,BAKING,Air Pocket Defect,2023-06-25 18:26:38.000,2023-06-25 18:32:31.000,Production Interruption,B,Shift 1,BREADBLAST05,6
162957,0126798001001,0126798001001,BAKING,BAKING,Air Pocket Defect,2023-06-25 21:05:55.000,2023-06-25 21:29:16.000,Production Interruption,B,Shift 1,BREADBLAST04,24
162996,0126798001001,0126798001001,BAKING,BAKING,Air Pocket Defect,2023-06-26 00:26:42.000,2023-06-26 00:46:17.000,Production Interruption,A,Shift 2,BREADBLAST04,20
162989,0126798001001,0126798001001,BAKING,BAKING,Air Pocket Defect,2023-06-26 00:01:09.000,2023-06-26 00:26:37.000,Production Interruption,A,Shift 2,BREADBLAST04,25
164053,0126918001001,0126918001001,BAKING,BAKING,Oven Ventilation Check,2023-07-03 04:11:02.000,2023-07-03 04:29:44.000,Production Interruption,D,Shift 2,BREADBLAST06,18
164098,0126846001001,0126846001001,BAKING,BAKING,Oven Ventilation Check,2023-07-03 13:42:28.000,2023-07-03 14:01:40.000,Production Interruption,B,Shift 1,BREADBLAST05,19
164115,0126918001001,0126918001001,BAKING,BAKING,Sieve Change,2023-07-03 17:54:21.000,2023-07-03 18:24:40.000,Production Interruption,B,Shift 1,BREADBLAST06,30
164161,0126955001001,0126955001001,BAKING,BAKING,Equipment Servicing,2023-07-04 03:09:09.000,2023-07-04 03:17:39.000,Scheduled Service,A,Shift 2,BREADBLAST06,8
159600,0126349001001,0126349001001,BAKING,BAKING,Air Pocket Defect,2023-06-01 12:53:29.000,2023-06-01 12:59:56.000,Production Interruption,B,Shift 1,BREADBLAST07,6
159602,0126197001001,0126197001001,BAKING,BAKING,Air Pocket Defect,2023-06-01 12:44:31.000,2023-06-01 13:10:14.000,Production Interruption,B,Shift 1,BREADBLAST05,26
159616,0126201001001,0126201001001,BAKING,BAKING,Air Pocket Defect,2023-06-01 14:34:13.000,2023-06-01 14:36:46.000,Production Interruption,B,Shift 1,BREADBLAST04,2
159631,,,,,Air Pocket Defect,2023-06-01 16:16:30.000,2023-06-01 16:41:40.000,Production Interruption,B,Shift 1,BREADBLAST07,25
159640,0126201001001,0126201001001,BAKING,BAKING,Air Pocket Defect,2023-06-01 18:19:13.000,2023-06-01 18:39:11.000,Production Interruption,B,Shift 1,BREADBLAST04,20
159638,0126201001001,0126201001001,BAKING,BAKING,Air Pocket Defect,2023-06-01 17:38:02.000,2023-06-01 17:55:32.000,Production Interruption,B,Shift 1,BREADBLAST04,17
159649,,,,,Burnt Dough Ends,2023-06-01 19:10:37.000,2023-06-01 19:36:06.000,Production Interruption,B,Shift 1,BREADBLAST04,26
159647,,,,,Air Pocket Defect,2023-06-01 19:01:08.000,2023-06-01 19:19:03.000,Production Interruption,B,Shift 1,BREADBLAST07,18
159654,0126279001001,0126279001001,BAKING,BAKING,Oven Ventilation Check,2023-06-01 19:37:07.000,2023-06-01 19:49:58.000,Production Interruption,B,Shift 1,BREADBLAST06,12
159662,,,,,Burnt Dough Ends,2023-06-01 20:54:05.000,2023-06-01 21:14:31.000,Production Interruption,B,Shift 1,BREADBLAST04,20
159663,,,,,Burnt Dough Ends,2023-06-01 21:14:36.000,2023-06-01 21:19:24.000,Production Interruption,B,Shift 1,BREADBLAST04,5
159657,,,,,Burnt Dough Ends,2023-06-01 20:08:54.000,2023-06-01 20:29:38.000,Production Interruption,B,Shift 1,BREADBLAST04,21
159660,0126201001001,0126201001001,BAKING,BAKING,Air Pocket Defect,2023-06-01 20:29:43.000,2023-06-01 20:48:08.000,Production Interruption,B,Shift 1,BREADBLAST04,19
159677,0126271001001,0126271001001,BAKING,BAKING,Air Pocket Defect,2023-06-01 23:02:53.000,2023-06-01 23:23:15.000,Production Interruption,B,Shift 1,BREADBLAST04,21
158571,0126207001001,0126207001001,BAKING,BAKING,Air Pocket Defect,2023-05-25 12:52:18.000,2023-05-25 13:10:31.000,Production Interruption,C,Shift 1,BREADBLAST07,18
158591,0126192001001,0126192001001,BAKING,BAKING,Ingredient Pump/Filters/Supply,2023-05-25 16:21:46.000,2023-05-25 16:25:09.000,Machine Malfunction,C,Shift 1,BREADBLAST05,4
158548,0126207001001,0126207001001,BAKING,BAKING,Air Pocket Defect,2023-05-25 11:02:42.000,2023-05-25 11:07:29.000,Production Interruption,D,Shift 2,BREADBLAST07,5
158567,0126199001001,0126199001001,BAKING,BAKING,Air Pocket Defect,2023-05-25 12:23:20.000,2023-05-25 12:41:47.000,Production Interruption,C,Shift 1,BREADBLAST06,18
158580,0126192001001,0126192001001,BAKING,BAKING,Ingredient Pump/Filters/Supply,2023-05-25 14:43:32.000,2023-05-25 15:32:06.000,Machine Malfunction,C,Shift 1,BREADBLAST05,49
158587,0126192001001,0126192001001,BAKING,BAKING,Ingredient Pump/Filters/Supply,2023-05-25 15:32:11.000,2023-05-25 16:03:03.000,Machine Malfunction,C,Shift 1,BREADBLAST05,31
158588,0126192001001,0126192001001,BAKING,BAKING,Ingredient Pump/Filters/Supply,2023-05-25 16:03:08.000,2023-05-25 16:03:11.000,Machine Malfunction,C,Shift 1,BREADBLAST05,0
158594,0126192001001,0126192001001,BAKING,BAKING,Ingredient Pump/Filters/Supply,2023-05-25 16:25:19.000,2023-05-25 16:46:31.000,Machine Malfunction,C,Shift 1,BREADBLAST05,21
158596,0126207001001,0126207001001,BAKING,BAKING,Air Pocket Defect,2023-05-25 15:44:40.000,2023-05-25 16:58:30.000,Production Interruption,C,Shift 1,BREADBLAST07,74
158597,0126192001001,0126192001001,BAKING,BAKING,Ingredient Pump/Filters/Supply,2023-05-25 16:46:36.000,2023-05-25 17:01:33.000,Machine Malfunction,C,Shift 1,BREADBLAST05,15
158656,0125953001001,0125953001001,BAKING,BAKING,Air Pocket Defect,2023-05-26 02:35:52.000,2023-05-26 02:45:51.000,Production Interruption,D,Shift 2,BREADBLAST07,10
164157,0126955001001,0126955001001,BAKING,BAKING,Equipment Servicing,2023-07-04 02:04:43.000,2023-07-04 02:10:04.000,Scheduled Service,A,Shift 2,BREADBLAST06,6
164218,0126992001001,0126992001001,BAKING,BAKING,Oven Ventilation Check,2023-07-04 13:23:53.000,2023-07-04 13:45:06.000,Production Interruption,B,Shift 1,BREADBLAST05,22
