ID,OR,SR,OR-Description,SR-Description,Product,WorkCenter,Facility,StorageLocation,Quantity,quantityUnitOfMeasure,Lot,PostingDate,Crew,Shift
460244,0124396001001,0124396001001,BAKING,BAKING,PITXMPL520G46,BREADBLAST04,HYD,STG04,539,g,HYDM3170213,17-02-2023 13:06:31,B,Shift 1
460245,0124396001001,0124396001001_001,BAKING,BAKING,PITXMPL380G46,BREADBLAST04,HYD,STG04,403,g,HYDM3170214,17-02-2023 13:06:41,B,Shift 1
460267,0123672001001,0123672001001,BAKING,BAKING,BAGGBTR960G75,BREADBLAST07,HYD,STG07,786,g,HYDQ3170212,17-02-2023 17:12:23,B,Shift 1
460268,0123672001001,0123672001001,BAKING,BAKING,BAGGBTR960G75,BREADBLAST07,HYD,STG07,822,g,HYDQ3170213,17-02-2023 17:12:53,B,Shift 1
460246,0124396001001,0124396001001_001,BAKING,BAKING,PITXMPL380G46,BREADBLAST04,HYD,STG04,402,g,HYDM3170215,17-02-2023 13:06:50,B,Shift 1
460263,0124656001001,0124656001001,BAKING,BAKING,LOAXMPL800G22,BREADBLAST06,HYD,STG06,1033,g,HYDL3170208,17-02-2023 16:50:39,B,Shift 1
460264,0124656001001,0124656001001,BAKING,BAKING,LOAXMPL800G22,BREADBLAST06,HYD,STG06,1026,g,HYDL3170209,17-02-2023 16:50:54,B,Shift 1
460315,0123672001001,0123672001001,BAKING,BAKING,BAGGBTR960G75,BREADBLAST07,HYD,STG07,1087,g,HYDQ3180201,18-02-2023 01:08:57,A,Shift 2
460327,0124396001001,0124396001001_001,BAKING,BAKING,PITXMPL380G46,BREADBLAST04,HYD,STG04,415,g,HYDM3180202,18-02-2023 03:08:39,A,Shift 2
460328,0124396001001,0124396001001_001,BAKING,BAKING,PITXMPL380G46,BREADBLAST04,HYD,STG04,390,g,HYDM3180203,18-02-2023 03:08:54,A,Shift 2
458589,0124404001001,0124404001001,BAKING,BAKING,PITXMPL680G43,BREADBLAST07,HYD,STG07,779,g,HYDQ3070200,07-02-2023 03:25:35,D,Shift 2
458590,0124404001001,0124404001001,BAKING,BAKING,PITXMPL680G43,BREADBLAST07,HYD,STG07,781,g,HYDQ3070201,07-02-2023 03:25:55,D,Shift 2
458591,0124404001001,0124404001001_001,BAKING,BAKING,PITXMPL280G43,BREADBLAST07,HYD,STG07,342,g,HYDQ3070202,07-02-2023 03:26:10,D,Shift 2
458592,0124404001001,0124404001001_001,BAKING,BAKING,PITXMPL280G43,BREADBLAST07,HYD,STG07,349,g,HYDQ3070203,07-02-2023 03:26:24,D,Shift 2
458595,0124447001001,0124447001001,BAKING,BAKING,PITXMPL660G46,BREADBLAST05,HYD,STG05,737,g,HYDK3070200,07-02-2023 03:42:48,D,Shift 2
458596,0124447001001,0124447001001,BAKING,BAKING,PITXMPL660G46,BREADBLAST05,HYD,STG05,730,g,HYDK3070201,07-02-2023 03:43:24,D,Shift 2
458597,0124447001001,0124447001001,BAKING,BAKING,PITXMPL660G46,BREADBLAST05,HYD,STG05,730,g,HYDK3070202,07-02-2023 03:43:52,D,Shift 2
458598,0124447001001,0124447001001,BAKING,BAKING,PITXMPL660G46,BREADBLAST05,HYD,STG05,770,g,HYDK3070203,07-02-2023 03:44:09,D,Shift 2
458599,0124447001001,0124447001001,BAKING,BAKING,PITXMPL660G46,BREADBLAST05,HYD,STG05,450,g,HYDK3070204,07-02-2023 03:44:29,D,Shift 2
458600,0124447001001,0124447001001,BAKING,BAKING,PITXMPL660G46,BREADBLAST05,HYD,STG05,539,g,HYDK3070205,07-02-2023 03:44:42,D,Shift 2
458684,0124450001001,0124450001001,BAKING,BAKING,PITXMPL600G43,BREADBLAST07,HYD,STG07,645,g,HYDQ3070209,07-02-2023 13:14:31,C,Shift 1
458685,0124450001001,0124450001001_001,BAKING,BAKING,PITXMPL360G43,BREADBLAST07,HYD,STG07,384,g,HYDQ3070210,07-02-2023 13:15:09,C,Shift 1
458601,0124447001001,0124447001001_001,BAKING,BAKING,PITXMPL300G46,BREADBLAST05,HYD,STG05,349,g,HYDK3070206,07-02-2023 03:45:08,D,Shift 2
458602,0124447001001,0124447001001_001,BAKING,BAKING,PITXMPL300G46,BREADBLAST05,HYD,STG05,345,g,HYDK3070207,07-02-2023 03:45:18,D,Shift 2
458603,0124447001001,0124447001001_001,BAKING,BAKING,PITXMPL300G46,BREADBLAST05,HYD,STG05,363,g,HYDK3070208,07-02-2023 03:45:30,D,Shift 2
458604,0124447001001,0124447001001_001,BAKING,BAKING,PITXMPL300G46,BREADBLAST05,HYD,STG05,361,g,HYDK3070209,07-02-2023 03:45:41,D,Shift 2
458605,0124447001001,0124447001001_001,BAKING,BAKING,PITXMPL300G46,BREADBLAST05,HYD,STG05,255,g,HYDK3070210,07-02-2023 03:45:51,D,Shift 2
458606,0124447001001,0124447001001_001,BAKING,BAKING,PITXMPL300G46,BREADBLAST05,HYD,STG05,253,g,HYDK3070211,07-02-2023 03:46:05,D,Shift 2
458609,0124390001001,0124390001001,BAKING,BAKING,BAGGBTR800G75,BREADBLAST04,HYD,STG04,790,g,HYDM3070200,07-02-2023 04:40:00,D,Shift 2
458610,0124390001001,0124390001001,BAKING,BAKING,BAGGBTR800G75,BREADBLAST04,HYD,STG04,810,g,HYDM3070201,07-02-2023 04:40:11,D,Shift 2
458644,0124447001001,0124447001001_001,BAKING,BAKING,PITXMPL300G46,BREADBLAST05,HYD,STG05,342,g,HYDK3070214,07-02-2023 09:23:52,C,Shift 1
458645,0124447001001,0124447001001_001,BAKING,BAKING,PITXMPL300G46,BREADBLAST05,HYD,STG05,348,g,HYDK3070215,07-02-2023 09:24:05,C,Shift 1
475624,0125793001001,0125793001001,BAKING,BAKING,PITXMPL600GRG29,BREADBLAST06,HYD,STG06,670,g,HYDL3040501,04-05-2023 02:11:53,A,Shift 2
475625,0125793001001,0125793001001_001,BAKING,BAKING,PITXMPL360GRG29,BREADBLAST06,HYD,STG06,400,g,HYDL3040502,04-05-2023 02:12:17,A,Shift 2
475626,0125793001001,0125793001001_001,BAKING,BAKING,PITXMPL360GRG29,BREADBLAST06,HYD,STG06,400,g,HYDL3040503,04-05-2023 02:12:35,A,Shift 2
475627,0125793001001,0125793001001,BAKING,BAKING,PITXMPL600GRG29,BREADBLAST06,HYD,STG06,750,g,HYDL3040504,04-05-2023 02:13:05,A,Shift 2
475628,0125793001001,0125793001001,BAKING,BAKING,PITXMPL600GRG29,BREADBLAST06,HYD,STG06,770,g,HYDL3040505,04-05-2023 02:13:26,A,Shift 2
475629,0125793001001,0125793001001_001,BAKING,BAKING,PITXMPL360GRG29,BREADBLAST06,HYD,STG06,470,g,HYDL3040506,04-05-2023 02:13:51,A,Shift 2
475630,0125793001001,0125793001001_001,BAKING,BAKING,PITXMPL360GRG29,BREADBLAST06,HYD,STG06,480,g,HYDL3040507,04-05-2023 02:14:12,A,Shift 2
475708,0125793001001,0125793001001_001,BAKING,BAKING,PITXMPL360GRG29,BREADBLAST06,HYD,STG06,496,g,HYDL3040515,04-05-2023 11:25:41,B,Shift 1
475710,0125669001001,0125669001001,BAKING,BAKING,PITXMPL660G46,BREADBLAST07,HYD,STG07,622,g,HYDQ3040509,04-05-2023 12:02:31,B,Shift 1
475711,0125669001001,0125669001001,BAKING,BAKING,PITXMPL660G46,BREADBLAST07,HYD,STG07,627,g,HYDQ3040510,04-05-2023 12:03:03,B,Shift 1
475712,0125669001001,0125669001001_001,BAKING,BAKING,PITXMPL300G46,BREADBLAST07,HYD,STG07,296,g,HYDQ3040511,04-05-2023 12:03:32,B,Shift 1
475713,0125669001001,0125669001001_001,BAKING,BAKING,PITXMPL300G46,BREADBLAST07,HYD,STG07,307,g,HYDQ3040512,04-05-2023 12:03:51,B,Shift 1
475714,0125669001001,0125669001001,BAKING,BAKING,PITXMPL660G46,BREADBLAST07,HYD,STG07,288,g,HYDQ3040513,04-05-2023 12:04:26,B,Shift 1
475715,0125669001001,0125669001001,BAKING,BAKING,PITXMPL660G46,BREADBLAST07,HYD,STG07,365,g,HYDQ3040514,04-05-2023 12:04:54,B,Shift 1
475716,0125669001001,0125669001001_001,BAKING,BAKING,PITXMPL300G46,BREADBLAST07,HYD,STG07,136,g,HYDQ3040515,04-05-2023 12:05:12,B,Shift 1
475717,0125669001001,0125669001001_001,BAKING,BAKING,PITXMPL300G46,BREADBLAST07,HYD,STG07,178,g,HYDQ3040516,04-05-2023 12:05:35,B,Shift 1
475748,0125786001001,0125786001001,BAKING,BAKING,PITXMPL900G46,BREADBLAST04,HYD,STG04,860,g,HYDM3040508,04-05-2023 16:00:30,B,Shift 1
475749,0125786001001,0125786001001,BAKING,BAKING,PITXMPL900G46,BREADBLAST04,HYD,STG04,860,g,HYDM3040509,04-05-2023 16:00:37,B,Shift 1
475740,0125351001001,0125351001001,BAKING,BAKING,PITXMPL480GRG29,BREADBLAST06,HYD,STG06,582,g,HYDL3040516,04-05-2023 15:52:25,B,Shift 1
475741,0125351001001,0125351001001,BAKING,BAKING,PITXMPL480GRG29,BREADBLAST06,HYD,STG06,581,g,HYDL3040517,04-05-2023 15:52:55,B,Shift 1
475742,0125351001001,0125351001001,BAKING,BAKING,PITXMPL480GRG29,BREADBLAST06,HYD,STG06,609,g,HYDL3040518,04-05-2023 15:53:09,B,Shift 1
475743,0125351001001,0125351001001,BAKING,BAKING,PITXMPL480GRG29,BREADBLAST06,HYD,STG06,612,g,HYDL3040519,04-05-2023 15:53:23,B,Shift 1
475744,0125671001001,0125671001001,BAKING,BAKING,PITXMPL960G46,BREADBLAST05,HYD,STG05,1111,g,HYDK3040506,04-05-2023 15:53:38,B,Shift 1
475745,0125671001001,0125671001001,BAKING,BAKING,PITXMPL960G46,BREADBLAST05,HYD,STG05,1111,g,HYDK3040507,04-05-2023 15:53:50,B,Shift 1
475754,0125351001001,0125351001001,BAKING,BAKING,PITXMPL480GRG29,BREADBLAST06,HYD,STG06,609,g,HYDL3040520,04-05-2023 17:07:01,B,Shift 1
475761,0125669001001,0125669001001,BAKING,BAKING,PITXMPL660G46,BREADBLAST07,HYD,STG07,467,g,HYDQ3040517,04-05-2023 17:09:17,B,Shift 1
475762,0125669001001,0125669001001,BAKING,BAKING,PITXMPL660G46,BREADBLAST07,HYD,STG07,454,g,HYDQ3040518,04-05-2023 17:09:49,B,Shift 1
475763,0125669001001,0125669001001_001,BAKING,BAKING,PITXMPL300G46,BREADBLAST07,HYD,STG07,217,g,HYDQ3040519,04-05-2023 17:10:19,B,Shift 1
475764,0125669001001,0125669001001_001,BAKING,BAKING,PITXMPL300G46,BREADBLAST07,HYD,STG07,221,g,HYDQ3040520,04-05-2023 17:11:49,B,Shift 1
461697,0124671001001,0124671001001,BAKING,BAKING,PITXMPL560G29,BREADBLAST06,HYD,STG06,590,g,HYDL3200212,20-02-2023 15:54:35,C,Shift 1
461698,0124671001001,0124671001001,BAKING,BAKING,PITXMPL560G29,BREADBLAST06,HYD,STG06,585,g,HYDL3200213,20-02-2023 15:54:44,C,Shift 1
461699,0124671001001,0124671001001_001,BAKING,BAKING,PITXMPL400G29,BREADBLAST06,HYD,STG06,431,g,HYDL3200214,20-02-2023 15:55:35,C,Shift 1
461700,0124671001001,0124671001001_001,BAKING,BAKING,PITXMPL400G29,BREADBLAST06,HYD,STG06,425,g,HYDL3200215,20-02-2023 15:55:43,C,Shift 1
461704,0124603001001,0124603001001,BAKING,BAKING,PITXMPL900G46,BREADBLAST04,HYD,STG04,927,g,HYDM3200208,20-02-2023 16:14:25,C,Shift 1
461705,0124603001001,0124603001001,BAKING,BAKING,PITXMPL900G46,BREADBLAST04,HYD,STG04,911,g,HYDM3200209,20-02-2023 16:14:35,C,Shift 1
461743,0124603001001,0124603001001,BAKING,BAKING,PITXMPL900G46,BREADBLAST04,HYD,STG04,930,g,HYDM3200211,20-02-2023 21:10:55,D,Shift 2
461706,0124707001001,0124707001001,BAKING,BAKING,PITXMPL960G43,BREADBLAST07,HYD,STG07,816,g,HYDQ3200205,20-02-2023 16:24:40,C,Shift 1
461707,0124707001001,0124707001001,BAKING,BAKING,PITXMPL960G43,BREADBLAST07,HYD,STG07,822,g,HYDQ3200206,20-02-2023 16:25:12,C,Shift 1
459302,0124555001001,0124555001001_001,BAKING,BAKING,PITXMPL320G29,BREADBLAST06,HYD,STG06,341,g,HYDL3110213,11-02-2023 14:05:33,C,Shift 1
459305,0124450001001,0124450001001,BAKING,BAKING,PITXMPL600G43,BREADBLAST07,HYD,STG07,664,g,HYDQ3110208,11-02-2023 14:29:21,C,Shift 1
459306,0124450001001,0124450001001,BAKING,BAKING,PITXMPL600G43,BREADBLAST07,HYD,STG07,667,g,HYDQ3110209,11-02-2023 14:29:47,C,Shift 1
459290,0124450001001,0124450001001_001,BAKING,BAKING,PITXMPL360G43,BREADBLAST07,HYD,STG07,410,g,HYDQ3110206,11-02-2023 12:46:41,C,Shift 1
459291,0124450001001,0124450001001_001,BAKING,BAKING,PITXMPL360G43,BREADBLAST07,HYD,STG07,412,g,HYDQ3110207,11-02-2023 12:46:59,C,Shift 1
459299,0124555001001,0124555001001,BAKING,BAKING,PITXMPL640G29,BREADBLAST06,HYD,STG06,667,g,HYDL3110210,11-02-2023 14:04:36,C,Shift 1
459300,0124555001001,0124555001001,BAKING,BAKING,PITXMPL640G29,BREADBLAST06,HYD,STG06,680,g,HYDL3110211,11-02-2023 14:04:45,C,Shift 1
459301,0124555001001,0124555001001_001,BAKING,BAKING,PITXMPL320G29,BREADBLAST06,HYD,STG06,361,g,HYDL3110212,11-02-2023 14:05:24,C,Shift 1
459307,0124450001001,0124450001001_001,BAKING,BAKING,PITXMPL360G43,BREADBLAST07,HYD,STG07,405,g,HYDQ3110210,11-02-2023 14:30:20,C,Shift 1
459308,0124450001001,0124450001001_001,BAKING,BAKING,PITXMPL360G43,BREADBLAST07,HYD,STG07,404,g,HYDQ3110211,11-02-2023 14:30:46,C,Shift 1
459309,0124397001001,0124397001001,BAKING,BAKING,PITXMPL900G46,BREADBLAST04,HYD,STG04,990,g,HYDM3110208,11-02-2023 14:46:20,C,Shift 1
459310,0124397001001,0124397001001,BAKING,BAKING,PITXMPL900G46,BREADBLAST04,HYD,STG04,990,g,HYDM3110209,11-02-2023 14:46:29,C,Shift 1
459345,0124555001001,0124555001001,BAKING,BAKING,PITXMPL640G29,BREADBLAST06,HYD,STG06,590,g,HYDL3110214,11-02-2023 20:16:05,D,Shift 2
459346,0124555001001,0124555001001,BAKING,BAKING,PITXMPL640G29,BREADBLAST06,HYD,STG06,600,g,HYDL3110215,11-02-2023 20:16:15,D,Shift 2
459348,0124555001001,0124555001001_001,BAKING,BAKING,PITXMPL320G29,BREADBLAST06,HYD,STG06,314,g,HYDL3110216,11-02-2023 20:17:27,D,Shift 2
459349,0124555001001,0124555001001_001,BAKING,BAKING,PITXMPL320G29,BREADBLAST06,HYD,STG06,305,g,HYDL3110217,11-02-2023 20:17:34,D,Shift 2
459337,0124450001001,0124450001001,BAKING,BAKING,PITXMPL600G43,BREADBLAST07,HYD,STG07,636,g,HYDQ3110212,11-02-2023 19:38:37,D,Shift 2
459338,0124450001001,0124450001001,BAKING,BAKING,PITXMPL600G43,BREADBLAST07,HYD,STG07,629,g,HYDQ3110213,11-02-2023 19:38:59,D,Shift 2
459339,0124450001001,0124450001001_001,BAKING,BAKING,PITXMPL360G43,BREADBLAST07,HYD,STG07,386,g,HYDQ3110214,11-02-2023 19:39:20,D,Shift 2
459358,0124397001001,0124397001001,BAKING,BAKING,PITXMPL900G46,BREADBLAST04,HYD,STG04,730,g,HYDM3110210,11-02-2023 21:27:00,D,Shift 2
459359,0124397001001,0124397001001,BAKING,BAKING,PITXMPL900G46,BREADBLAST04,HYD,STG04,730,g,HYDM3110211,11-02-2023 21:27:12,D,Shift 2
459366,0124500001001,0124500001001,BAKING,BAKING,BAGGBTR900G75,BREADBLAST04,HYD,STG04,1000,g,HYDM3110212,11-02-2023 23:25:22,D,Shift 2
459367,0124500001001,0124500001001,BAKING,BAKING,BAGGBTR900G75,BREADBLAST04,HYD,STG04,1000,g,HYDM3110213,11-02-2023 23:25:28,D,Shift 2
459372,0124555001001,0124555001001,BAKING,BAKING,PITXMPL640G29,BREADBLAST06,HYD,STG06,660,g,HYDL3120200,12-02-2023 00:01:27,D,Shift 2
459351,0124555001001,0124555001001,BAKING,BAKING,PITXMPL640G29,BREADBLAST06,HYD,STG06,670,g,HYDL3110218,11-02-2023 20:40:27,D,Shift 2
459352,0124555001001,0124555001001,BAKING,BAKING,PITXMPL640G29,BREADBLAST06,HYD,STG06,690,g,HYDL3110219,11-02-2023 20:40:36,D,Shift 2
459353,0124555001001,0124555001001_001,BAKING,BAKING,PITXMPL320G29,BREADBLAST06,HYD,STG06,353,g,HYDL3110220,11-02-2023 20:40:53,D,Shift 2
459354,0124555001001,0124555001001_001,BAKING,BAKING,PITXMPL320G29,BREADBLAST06,HYD,STG06,345,g,HYDL3110221,11-02-2023 20:41:00,D,Shift 2
459404,0124555001001,0124555001001,BAKING,BAKING,PITXMPL640G29,BREADBLAST06,HYD,STG06,700,g,HYDL3120204,12-02-2023 04:21:25,D,Shift 2
459405,0124555001001,0124555001001,BAKING,BAKING,PITXMPL640G29,BREADBLAST06,HYD,STG06,705,g,HYDL3120205,12-02-2023 04:21:36,D,Shift 2
459406,0124555001001,0124555001001_001,BAKING,BAKING,PITXMPL320G29,BREADBLAST06,HYD,STG06,370,g,HYDL3120206,12-02-2023 04:21:50,D,Shift 2
459407,0124555001001,0124555001001_001,BAKING,BAKING,PITXMPL320G29,BREADBLAST06,HYD,STG06,355,g,HYDL3120207,12-02-2023 04:21:55,D,Shift 2
459409,0124450001001,0124450001001,BAKING,BAKING,PITXMPL600G43,BREADBLAST07,HYD,STG07,500,g,HYDQ3120204,12-02-2023 04:34:54,D,Shift 2
459410,0124450001001,0124450001001,BAKING,BAKING,PITXMPL600G43,BREADBLAST07,HYD,STG07,500,g,HYDQ3120205,12-02-2023 04:35:22,D,Shift 2
459411,0124450001001,0124450001001_001,BAKING,BAKING,PITXMPL360G43,BREADBLAST07,HYD,STG07,300,g,HYDQ3120206,12-02-2023 04:35:55,D,Shift 2
459412,0124450001001,0124450001001_001,BAKING,BAKING,PITXMPL360G43,BREADBLAST07,HYD,STG07,300,g,HYDQ3120207,12-02-2023 04:36:06,D,Shift 2
457908,0124390001001,0124390001001,BAKING,BAKING,BAGGBTR800G75,BREADBLAST04,HYD,STG04,883,g,HYDM3030204,03-02-2023 16:50:35,B,Shift 1
457909,0124390001001,0124390001001,BAKING,BAKING,BAGGBTR800G75,BREADBLAST04,HYD,STG04,913,g,HYDM3030205,03-02-2023 16:50:43,B,Shift 1
457948,0124322001001,0124322001001,BAKING,BAKING,PITXMPL800G43,BREADBLAST04,HYD,STG04,827,g,HYDM3030207,03-02-2023 22:05:10,A,Shift 2
457949,0124322001001,0124322001001,BAKING,BAKING,PITXMPL800G43,BREADBLAST04,HYD,STG04,822,g,HYDM3030208,03-02-2023 22:05:21,A,Shift 2
457970,0124322001001,0124322001001,BAKING,BAKING,PITXMPL800G43,BREADBLAST04,HYD,STG04,830,g,HYDM3040200,04-02-2023 01:55:03,A,Shift 2
457971,0124322001001,0124322001001,BAKING,BAKING,PITXMPL800G43,BREADBLAST04,HYD,STG04,835,g,HYDM3040201,04-02-2023 01:55:25,A,Shift 2
457912,0124389001001,0124389001001,BAKING,BAKING,PITXMPL960G43,BREADBLAST07,HYD,STG07,830,g,HYDQ3030204,03-02-2023 16:55:55,B,Shift 1
457913,0124389001001,0124389001001,BAKING,BAKING,PITXMPL960G43,BREADBLAST07,HYD,STG07,821,g,HYDQ3030205,03-02-2023 16:56:32,B,Shift 1
457914,0124391001001,0124391001001,BAKING,BAKING,PITXMPL960G46,BREADBLAST05,HYD,STG05,1033,g,HYDK3030212,03-02-2023 17:10:52,B,Shift 1
457915,0124391001001,0124391001001,BAKING,BAKING,PITXMPL960G46,BREADBLAST05,HYD,STG05,1047,g,HYDK3030213,03-02-2023 17:11:05,B,Shift 1
457934,0124391001001,0124391001001,BAKING,BAKING,PITXMPL960G46,BREADBLAST05,HYD,STG05,1083,g,HYDK3030214,03-02-2023 20:03:10,A,Shift 2
457935,0124391001001,0124391001001,BAKING,BAKING,PITXMPL960G46,BREADBLAST05,HYD,STG05,1085,g,HYDK3030215,03-02-2023 20:04:03,A,Shift 2
459047,0124495001001,0124495001001,BAKING,BAKING,BAGGBTR600G69,BREADBLAST07,HYD,STG07,400,g,HYDQ3090214,09-02-2023 15:14:22,B,Shift 1
459048,0124495001001,0124495001001,BAKING,BAKING,BAGGBTR600G69,BREADBLAST07,HYD,STG07,650,g,HYDQ3090215,09-02-2023 15:14:45,B,Shift 1
459049,0124495001001,0124495001001_001,BAKING,BAKING,BAGGBTR360G69,BREADBLAST07,HYD,STG07,400,g,HYDQ3090216,09-02-2023 15:15:07,B,Shift 1
459051,0124495001001,0124495001001_001,BAKING,BAKING,BAGGBTR360G69,BREADBLAST07,HYD,STG07,412,g,HYDQ3090217,09-02-2023 15:15:31,B,Shift 1
459038,0124497001001,0124497001001,BAKING,BAKING,PITXMPL520G43,BREADBLAST05,HYD,STG05,549,g,HYDK3090205,09-02-2023 14:37:46,B,Shift 1
459039,0124497001001,0124497001001,BAKING,BAKING,PITXMPL520G43,BREADBLAST05,HYD,STG05,553,g,HYDK3090206,09-02-2023 14:37:53,B,Shift 1
459040,0124497001001,0124497001001,BAKING,BAKING,PITXMPL520G43,BREADBLAST05,HYD,STG05,384,g,HYDK3090207,09-02-2023 14:38:04,B,Shift 1
459041,0124497001001,0124497001001,BAKING,BAKING,PITXMPL520G43,BREADBLAST05,HYD,STG05,394,g,HYDK3090208,09-02-2023 14:38:13,B,Shift 1
459042,0124497001001,0124497001001_001,BAKING,BAKING,PITXMPL440G43,BREADBLAST05,HYD,STG05,469,g,HYDK3090209,09-02-2023 14:38:32,B,Shift 1
459043,0124497001001,0124497001001_001,BAKING,BAKING,PITXMPL440G43,BREADBLAST05,HYD,STG05,467,g,HYDK3090210,09-02-2023 14:38:40,B,Shift 1
459044,0124497001001,0124497001001_001,BAKING,BAKING,PITXMPL440G43,BREADBLAST05,HYD,STG05,331,g,HYDK3090211,09-02-2023 14:38:47,B,Shift 1
459045,0124497001001,0124497001001_001,BAKING,BAKING,PITXMPL440G43,BREADBLAST05,HYD,STG05,334,g,HYDK3090212,09-02-2023 14:38:57,B,Shift 1
459081,0124495001001,0124495001001,BAKING,BAKING,BAGGBTR600G69,BREADBLAST07,HYD,STG07,655,g,HYDQ3090218,09-02-2023 19:41:05,A,Shift 2
459082,0124495001001,0124495001001,BAKING,BAKING,BAGGBTR600G69,BREADBLAST07,HYD,STG07,650,g,HYDQ3090219,09-02-2023 19:41:24,A,Shift 2
459083,0124495001001,0124495001001_001,BAKING,BAKING,BAGGBTR360G69,BREADBLAST07,HYD,STG07,405,g,HYDQ3090220,09-02-2023 19:41:40,A,Shift 2
459084,0124495001001,0124495001001_001,BAKING,BAKING,BAGGBTR360G69,BREADBLAST07,HYD,STG07,408,g,HYDQ3090221,09-02-2023 19:41:52,A,Shift 2
459086,0124534001001,0124534001001,BAKING,BAKING,PITXMPL900G43,BREADBLAST04,HYD,STG04,971,g,HYDM3090201,09-02-2023 19:58:07,A,Shift 2
459088,0124534001001,0124534001001,BAKING,BAKING,PITXMPL900G43,BREADBLAST04,HYD,STG04,965,g,HYDM3090202,09-02-2023 19:58:26,A,Shift 2
473490,0125672001001,0125672001001_001,BAKING,BAKING,PITXMPL400G43,BREADBLAST07,HYD,STG07,444,g,HYDQ3210405,21-04-2023 22:42:17,D,Shift 2
473534,0125350001001,0125350001001,BAKING,BAKING,PITXMPL960GRG29,BREADBLAST06,HYD,STG06,1265,g,HYDL3220402,22-04-2023 04:37:46,D,Shift 2
473519,0125672001001,0125672001001,BAKING,BAKING,PITXMPL560G43,BREADBLAST07,HYD,STG07,561,g,HYDQ3220400,22-04-2023 03:03:04,D,Shift 2
473520,0125672001001,0125672001001,BAKING,BAKING,PITXMPL560G43,BREADBLAST07,HYD,STG07,573,g,HYDQ3220401,22-04-2023 03:03:22,D,Shift 2
473521,0125672001001,0125672001001_001,BAKING,BAKING,PITXMPL400G43,BREADBLAST07,HYD,STG07,411,g,HYDQ3220402,22-04-2023 03:03:34,D,Shift 2
473498,0125579001001,0125579001001,BAKING,BAKING,PITXMPL960G43,BREADBLAST05,HYD,STG05,1442,g,HYDK3220400,22-04-2023 00:44:14,D,Shift 2
473499,0125579001001,0125579001001,BAKING,BAKING,PITXMPL960G43,BREADBLAST05,HYD,STG05,1419,g,HYDK3220401,22-04-2023 00:45:22,D,Shift 2
473509,0125350001001,0125350001001,BAKING,BAKING,PITXMPL960GRG29,BREADBLAST06,HYD,STG06,915,g,HYDL3220400,22-04-2023 02:04:20,D,Shift 2
473510,0125350001001,0125350001001,BAKING,BAKING,PITXMPL960GRG29,BREADBLAST06,HYD,STG06,980,g,HYDL3220401,22-04-2023 02:04:45,D,Shift 2
473522,0125672001001,0125672001001_001,BAKING,BAKING,PITXMPL400G43,BREADBLAST07,HYD,STG07,415,g,HYDQ3220403,22-04-2023 03:03:49,D,Shift 2
473526,0125579001001,0125579001001,BAKING,BAKING,PITXMPL960G43,BREADBLAST05,HYD,STG05,1353,g,HYDK3220402,22-04-2023 03:45:09,D,Shift 2
473527,0125579001001,0125579001001,BAKING,BAKING,PITXMPL960G43,BREADBLAST05,HYD,STG05,1363,g,HYDK3220403,22-04-2023 03:45:26,D,Shift 2
473535,0125350001001,0125350001001,BAKING,BAKING,PITXMPL960GRG29,BREADBLAST06,HYD,STG06,1270,g,HYDL3220403,22-04-2023 04:37:56,D,Shift 2
473617,0125672001001,0125672001001,BAKING,BAKING,PITXMPL560G43,BREADBLAST07,HYD,STG07,606,g,HYDQ3220408,22-04-2023 14:44:44,C,Shift 1
473618,0125672001001,0125672001001,BAKING,BAKING,PITXMPL560G43,BREADBLAST07,HYD,STG07,603,g,HYDQ3220409,22-04-2023 14:45:06,C,Shift 1
473619,0125672001001,0125672001001_001,BAKING,BAKING,PITXMPL400G43,BREADBLAST07,HYD,STG07,436,g,HYDQ3220410,22-04-2023 14:45:30,C,Shift 1
473564,0125672001001,0125672001001,BAKING,BAKING,PITXMPL560G43,BREADBLAST07,HYD,STG07,615,g,HYDQ3220404,22-04-2023 09:05:30,C,Shift 1
473571,0125350001001,0125350001001,BAKING,BAKING,PITXMPL960GRG29,BREADBLAST06,HYD,STG06,1280,g,HYDL3220405,22-04-2023 09:37:14,C,Shift 1
473572,0125350001001,0125350001001,BAKING,BAKING,PITXMPL960GRG29,BREADBLAST06,HYD,STG06,1230,g,HYDL3220406,22-04-2023 09:37:54,C,Shift 1
473577,0125579001001,0125579001001,BAKING,BAKING,PITXMPL960G43,BREADBLAST05,HYD,STG05,1386,g,HYDK3220404,22-04-2023 10:26:53,C,Shift 1
473578,0125579001001,0125579001001,BAKING,BAKING,PITXMPL960G43,BREADBLAST05,HYD,STG05,1387,g,HYDK3220405,22-04-2023 10:27:08,C,Shift 1
486946,0126542001001,0126542001001,BAKING,BAKING,PITXMPL480G43,BREADBLAST05,HYD,STG05,528,g,HYDK3210603,21-06-2023 07:43:51,C,Shift 1
487022,0126400001001,0126400001001,BAKING,BAKING,PITXMPL900G43,BREADBLAST04,HYD,STG04,950,g,HYDM3210606,21-06-2023 15:40:19,C,Shift 1
487023,0126400001001,0126400001001,BAKING,BAKING,PITXMPL900G43,BREADBLAST04,HYD,STG04,953,g,HYDM3210607,21-06-2023 15:40:31,C,Shift 1
