Date,Year,MonthNumberOfYear,WeekNumberOfYear,DayNumberOfMonth,WeekdayNumber,WeekdayShortName,WeekdayLongName,QuarterNumberOfYear,MonthShortName,MonthLongName,YYYY-MM,YYYY-QQ
3/9/2014,2014,3,11,9,1,Sun,Sunday,1,Mar,March,2014-03,2014-01
3/10/2014,2014,3,11,10,2,Mon,Monday,1,Mar,March,2014-03,2014-01
3/11/2014,2014,3,11,11,3,Tue,Tuesday,1,Mar,March,2014-03,2014-01
3/12/2014,2014,3,11,12,4,Wed,Wednesday,1,Mar,March,2014-03,2014-01
3/13/2014,2014,3,11,13,5,Thu,Thursday,1,Mar,March,2014-03,2014-01
3/14/2014,2014,3,11,14,6,Fri,Friday,1,Mar,March,2014-03,2014-01
3/15/2014,2014,3,11,15,7,Sat,Saturday,1,Mar,March,2014-03,2014-01
3/16/2014,2014,3,12,16,1,Sun,Sunday,1,Mar,March,2014-03,2014-01
3/17/2014,2014,3,12,17,2,Mon,Monday,1,Mar,March,2014-03,2014-01
3/18/2014,2014,3,12,18,3,Tue,Tuesday,1,Mar,March,2014-03,2014-01
3/19/2014,2014,3,12,19,4,Wed,Wednesday,1,Mar,March,2014-03,2014-01
3/20/2014,2014,3,12,20,5,Thu,Thursday,1,Mar,March,2014-03,2014-01
3/21/2014,2014,3,12,21,6,Fri,Friday,1,Mar,March,2014-03,2014-01
3/22/2014,2014,3,12,22,7,Sat,Saturday,1,Mar,March,2014-03,2014-01
3/23/2014,2014,3,13,23,1,Sun,Sunday,1,Mar,March,2014-03,2014-01
3/24/2014,2014,3,13,24,2,Mon,Monday,1,Mar,March,2014-03,2014-01
3/25/2014,2014,3,13,25,3,Tue,Tuesday,1,Mar,March,2014-03,2014-01
3/26/2014,2014,3,13,26,4,Wed,Wednesday,1,Mar,March,2014-03,2014-01
3/27/2014,2014,3,13,27,5,Thu,Thursday,1,Mar,March,2014-03,2014-01
3/28/2014,2014,3,13,28,6,Fri,Friday,1,Mar,March,2014-03,2014-01
3/29/2014,2014,3,13,29,7,Sat,Saturday,1,Mar,March,2014-03,2014-01
3/30/2014,2014,3,14,30,1,Sun,Sunday,1,Mar,March,2014-03,2014-01
3/31/2014,2014,3,14,31,2,Mon,Monday,1,Mar,March,2014-03,2014-01
4/1/2014,2014,4,14,1,3,Tue,Tuesday,2,Apr,April,2014-04,2014-02
4/2/2014,2014,4,14,2,4,Wed,Wednesday,2,Apr,April,2014-04,2014-02
4/3/2014,2014,4,14,3,5,Thu,Thursday,2,Apr,April,2014-04,2014-02
4/4/2014,2014,4,14,4,6,Fri,Friday,2,Apr,April,2014-04,2014-02
4/5/2014,2014,4,14,5,7,Sat,Saturday,2,Apr,April,2014-04,2014-02
4/6/2014,2014,4,15,6,1,Sun,Sunday,2,Apr,April,2014-04,2014-02
4/7/2014,2014,4,15,7,2,Mon,Monday,2,Apr,April,2014-04,2014-02
4/8/2014,2014,4,15,8,3,Tue,Tuesday,2,Apr,April,2014-04,2014-02
4/9/2014,2014,4,15,9,4,Wed,Wednesday,2,Apr,April,2014-04,2014-02
4/10/2014,2014,4,15,10,5,Thu,Thursday,2,Apr,April,2014-04,2014-02
4/11/2014,2014,4,15,11,6,Fri,Friday,2,Apr,April,2014-04,2014-02
4/12/2014,2014,4,15,12,7,Sat,Saturday,2,Apr,April,2014-04,2014-02
4/13/2014,2014,4,16,13,1,Sun,Sunday,2,Apr,April,2014-04,2014-02
4/14/2014,2014,4,16,14,2,Mon,Monday,2,Apr,April,2014-04,2014-02
4/15/2014,2014,4,16,15,3,Tue,Tuesday,2,Apr,April,2014-04,2014-02
4/16/2014,2014,4,16,16,4,Wed,Wednesday,2,Apr,April,2014-04,2014-02
4/17/2014,2014,4,16,17,5,Thu,Thursday,2,Apr,April,2014-04,2014-02
4/18/2014,2014,4,16,18,6,Fri,Friday,2,Apr,April,2014-04,2014-02
4/19/2014,2014,4,16,19,7,Sat,Saturday,2,Apr,April,2014-04,2014-02
4/20/2014,2014,4,17,20,1,Sun,Sunday,2,Apr,April,2014-04,2014-02
4/21/2014,2014,4,17,21,2,Mon,Monday,2,Apr,April,2014-04,2014-02
4/22/2014,2014,4,17,22,3,Tue,Tuesday,2,Apr,April,2014-04,2014-02
4/23/2014,2014,4,17,23,4,Wed,Wednesday,2,Apr,April,2014-04,2014-02
4/24/2014,2014,4,17,24,5,Thu,Thursday,2,Apr,April,2014-04,2014-02
4/25/2014,2014,4,17,25,6,Fri,Friday,2,Apr,April,2014-04,2014-02
4/26/2014,2014,4,17,26,7,Sat,Saturday,2,Apr,April,2014-04,2014-02
4/27/2014,2014,4,18,27,1,Sun,Sunday,2,Apr,April,2014-04,2014-02
4/28/2014,2014,4,18,28,2,Mon,Monday,2,Apr,April,2014-04,2014-02
4/29/2014,2014,4,18,29,3,Tue,Tuesday,2,Apr,April,2014-04,2014-02
4/30/2014,2014,4,18,30,4,Wed,Wednesday,2,Apr,April,2014-04,2014-02
5/1/2014,2014,5,18,1,5,Thu,Thursday,2,May,May,2014-05,2014-02
5/2/2014,2014,5,18,2,6,Fri,Friday,2,May,May,2014-05,2014-02
5/3/2014,2014,5,18,3,7,Sat,Saturday,2,May,May,2014-05,2014-02
5/4/2014,2014,5,19,4,1,Sun,Sunday,2,May,May,2014-05,2014-02
5/5/2014,2014,5,19,5,2,Mon,Monday,2,May,May,2014-05,2014-02
5/6/2014,2014,5,19,6,3,Tue,Tuesday,2,May,May,2014-05,2014-02
5/7/2014,2014,5,19,7,4,Wed,Wednesday,2,May,May,2014-05,2014-02
5/8/2014,2014,5,19,8,5,Thu,Thursday,2,May,May,2014-05,2014-02
5/9/2014,2014,5,19,9,6,Fri,Friday,2,May,May,2014-05,2014-02
5/10/2014,2014,5,19,10,7,Sat,Saturday,2,May,May,2014-05,2014-02
5/11/2014,2014,5,20,11,1,Sun,Sunday,2,May,May,2014-05,2014-02
5/12/2014,2014,5,20,12,2,Mon,Monday,2,May,May,2014-05,2014-02
5/13/2014,2014,5,20,13,3,Tue,Tuesday,2,May,May,2014-05,2014-02
5/14/2014,2014,5,20,14,4,Wed,Wednesday,2,May,May,2014-05,2014-02
5/15/2014,2014,5,20,15,5,Thu,Thursday,2,May,May,2014-05,2014-02
5/16/2014,2014,5,20,16,6,Fri,Friday,2,May,May,2014-05,2014-02
5/17/2014,2014,5,20,17,7,Sat,Saturday,2,May,May,2014-05,2014-02
5/18/2014,2014,5,21,18,1,Sun,Sunday,2,May,May,2014-05,2014-02
5/19/2014,2014,5,21,19,2,Mon,Monday,2,May,May,2014-05,2014-02
5/20/2014,2014,5,21,20,3,Tue,Tuesday,2,May,May,2014-05,2014-02
5/21/2014,2014,5,21,21,4,Wed,Wednesday,2,May,May,2014-05,2014-02
5/22/2014,2014,5,21,22,5,Thu,Thursday,2,May,May,2014-05,2014-02
5/23/2014,2014,5,21,23,6,Fri,Friday,2,May,May,2014-05,2014-02
5/24/2014,2014,5,21,24,7,Sat,Saturday,2,May,May,2014-05,2014-02
5/25/2014,2014,5,22,25,1,Sun,Sunday,2,May,May,2014-05,2014-02
5/26/2014,2014,5,22,26,2,Mon,Monday,2,May,May,2014-05,2014-02
5/27/2014,2014,5,22,27,3,Tue,Tuesday,2,May,May,2014-05,2014-02
5/28/2014,2014,5,22,28,4,Wed,Wednesday,2,May,May,2014-05,2014-02
5/29/2014,2014,5,22,29,5,Thu,Thursday,2,May,May,2014-05,2014-02
5/30/2014,2014,5,22,30,6,Fri,Friday,2,May,May,2014-05,2014-02
5/31/2014,2014,5,22,31,7,Sat,Saturday,2,May,May,2014-05,2014-02
6/1/2014,2014,6,23,1,1,Sun,Sunday,2,Jun,June,2014-06,2014-02
6/2/2014,2014,6,23,2,2,Mon,Monday,2,Jun,June,2014-06,2014-02
6/3/2014,2014,6,23,3,3,Tue,Tuesday,2,Jun,June,2014-06,2014-02
6/4/2014,2014,6,23,4,4,Wed,Wednesday,2,Jun,June,2014-06,2014-02
6/5/2014,2014,6,23,5,5,Thu,Thursday,2,Jun,June,2014-06,2014-02
6/6/2014,2014,6,23,6,6,Fri,Friday,2,Jun,June,2014-06,2014-02
6/7/2014,2014,6,23,7,7,Sat,Saturday,2,Jun,June,2014-06,2014-02
6/8/2014,2014,6,24,8,1,Sun,Sunday,2,Jun,June,2014-06,2014-02
6/9/2014,2014,6,24,9,2,Mon,Monday,2,Jun,June,2014-06,2014-02
6/10/2014,2014,6,24,10,3,Tue,Tuesday,2,Jun,June,2014-06,2014-02
6/11/2014,2014,6,24,11,4,Wed,Wednesday,2,Jun,June,2014-06,2014-02
6/12/2014,2014,6,24,12,5,Thu,Thursday,2,Jun,June,2014-06,2014-02
6/13/2014,2014,6,24,13,6,Fri,Friday,2,Jun,June,2014-06,2014-02
6/14/2014,2014,6,24,14,7,Sat,Saturday,2,Jun,June,2014-06,2014-02
6/15/2014,2014,6,25,15,1,Sun,Sunday,2,Jun,June,2014-06,2014-02
6/16/2014,2014,6,25,16,2,Mon,Monday,2,Jun,June,2014-06,2014-02
6/17/2014,2014,6,25,17,3,Tue,Tuesday,2,Jun,June,2014-06,2014-02
6/18/2014,2014,6,25,18,4,Wed,Wednesday,2,Jun,June,2014-06,2014-02
6/19/2014,2014,6,25,19,5,Thu,Thursday,2,Jun,June,2014-06,2014-02
6/20/2014,2014,6,25,20,6,Fri,Friday,2,Jun,June,2014-06,2014-02
6/21/2014,2014,6,25,21,7,Sat,Saturday,2,Jun,June,2014-06,2014-02
6/22/2014,2014,6,26,22,1,Sun,Sunday,2,Jun,June,2014-06,2014-02
6/23/2014,2014,6,26,23,2,Mon,Monday,2,Jun,June,2014-06,2014-02
6/24/2014,2014,6,26,24,3,Tue,Tuesday,2,Jun,June,2014-06,2014-02
6/25/2014,2014,6,26,25,4,Wed,Wednesday,2,Jun,June,2014-06,2014-02
6/26/2014,2014,6,26,26,5,Thu,Thursday,2,Jun,June,2014-06,2014-02
6/27/2014,2014,6,26,27,6,Fri,Friday,2,Jun,June,2014-06,2014-02
6/28/2014,2014,6,26,28,7,Sat,Saturday,2,Jun,June,2014-06,2014-02
6/29/2014,2014,6,27,29,1,Sun,Sunday,2,Jun,June,2014-06,2014-02
6/30/2014,2014,6,27,30,2,Mon,Monday,2,Jun,June,2014-06,2014-02
7/1/2014,2014,7,27,1,3,Tue,Tuesday,3,Jul,July,2014-07,2014-03
7/2/2014,2014,7,27,2,4,Wed,Wednesday,3,Jul,July,2014-07,2014-03
7/3/2014,2014,7,27,3,5,Thu,Thursday,3,Jul,July,2014-07,2014-03
7/4/2014,2014,7,27,4,6,Fri,Friday,3,Jul,July,2014-07,2014-03
7/5/2014,2014,7,27,5,7,Sat,Saturday,3,Jul,July,2014-07,2014-03
7/6/2014,2014,7,28,6,1,Sun,Sunday,3,Jul,July,2014-07,2014-03
7/7/2014,2014,7,28,7,2,Mon,Monday,3,Jul,July,2014-07,2014-03
7/8/2014,2014,7,28,8,3,Tue,Tuesday,3,Jul,July,2014-07,2014-03
7/9/2014,2014,7,28,9,4,Wed,Wednesday,3,Jul,July,2014-07,2014-03
7/10/2014,2014,7,28,10,5,Thu,Thursday,3,Jul,July,2014-07,2014-03
7/11/2014,2014,7,28,11,6,Fri,Friday,3,Jul,July,2014-07,2014-03
7/12/2014,2014,7,28,12,7,Sat,Saturday,3,Jul,July,2014-07,2014-03
7/13/2014,2014,7,29,13,1,Sun,Sunday,3,Jul,July,2014-07,2014-03
7/14/2014,2014,7,29,14,2,Mon,Monday,3,Jul,July,2014-07,2014-03
7/15/2014,2014,7,29,15,3,Tue,Tuesday,3,Jul,July,2014-07,2014-03
7/16/2014,2014,7,29,16,4,Wed,Wednesday,3,Jul,July,2014-07,2014-03
7/17/2014,2014,7,29,17,5,Thu,Thursday,3,Jul,July,2014-07,2014-03
7/18/2014,2014,7,29,18,6,Fri,Friday,3,Jul,July,2014-07,2014-03
7/19/2014,2014,7,29,19,7,Sat,Saturday,3,Jul,July,2014-07,2014-03
7/20/2014,2014,7,30,20,1,Sun,Sunday,3,Jul,July,2014-07,2014-03
7/21/2014,2014,7,30,21,2,Mon,Monday,3,Jul,July,2014-07,2014-03
7/22/2014,2014,7,30,22,3,Tue,Tuesday,3,Jul,July,2014-07,2014-03
7/23/2014,2014,7,30,23,4,Wed,Wednesday,3,Jul,July,2014-07,2014-03
7/24/2014,2014,7,30,24,5,Thu,Thursday,3,Jul,July,2014-07,2014-03
7/25/2014,2014,7,30,25,6,Fri,Friday,3,Jul,July,2014-07,2014-03
7/26/2014,2014,7,30,26,7,Sat,Saturday,3,Jul,July,2014-07,2014-03
7/27/2014,2014,7,31,27,1,Sun,Sunday,3,Jul,July,2014-07,2014-03
7/28/2014,2014,7,31,28,2,Mon,Monday,3,Jul,July,2014-07,2014-03
7/29/2014,2014,7,31,29,3,Tue,Tuesday,3,Jul,July,2014-07,2014-03
7/30/2014,2014,7,31,30,4,Wed,Wednesday,3,Jul,July,2014-07,2014-03
7/31/2014,2014,7,31,31,5,Thu,Thursday,3,Jul,July,2014-07,2014-03
8/1/2014,2014,8,31,1,6,Fri,Friday,3,Aug,August,2014-08,2014-03
8/2/2014,2014,8,31,2,7,Sat,Saturday,3,Aug,August,2014-08,2014-03
8/3/2014,2014,8,32,3,1,Sun,Sunday,3,Aug,August,2014-08,2014-03
8/4/2014,2014,8,32,4,2,Mon,Monday,3,Aug,August,2014-08,2014-03
8/5/2014,2014,8,32,5,3,Tue,Tuesday,3,Aug,August,2014-08,2014-03
8/6/2014,2014,8,32,6,4,Wed,Wednesday,3,Aug,August,2014-08,2014-03
8/7/2014,2014,8,32,7,5,Thu,Thursday,3,Aug,August,2014-08,2014-03
8/8/2014,2014,8,32,8,6,Fri,Friday,3,Aug,August,2014-08,2014-03
8/9/2014,2014,8,32,9,7,Sat,Saturday,3,Aug,August,2014-08,2014-03
8/10/2014,2014,8,33,10,1,Sun,Sunday,3,Aug,August,2014-08,2014-03
8/11/2014,2014,8,33,11,2,Mon,Monday,3,Aug,August,2014-08,2014-03
8/12/2014,2014,8,33,12,3,Tue,Tuesday,3,Aug,August,2014-08,2014-03
8/13/2014,2014,8,33,13,4,Wed,Wednesday,3,Aug,August,2014-08,2014-03
8/14/2014,2014,8,33,14,5,Thu,Thursday,3,Aug,August,2014-08,2014-03
8/15/2014,2014,8,33,15,6,Fri,Friday,3,Aug,August,2014-08,2014-03
8/16/2014,2014,8,33,16,7,Sat,Saturday,3,Aug,August,2014-08,2014-03
8/17/2014,2014,8,34,17,1,Sun,Sunday,3,Aug,August,2014-08,2014-03
8/18/2014,2014,8,34,18,2,Mon,Monday,3,Aug,August,2014-08,2014-03
8/19/2014,2014,8,34,19,3,Tue,Tuesday,3,Aug,August,2014-08,2014-03
8/20/2014,2014,8,34,20,4,Wed,Wednesday,3,Aug,August,2014-08,2014-03
8/21/2014,2014,8,34,21,5,Thu,Thursday,3,Aug,August,2014-08,2014-03
8/22/2014,2014,8,34,22,6,Fri,Friday,3,Aug,August,2014-08,2014-03
8/23/2014,2014,8,34,23,7,Sat,Saturday,3,Aug,August,2014-08,2014-03
8/24/2014,2014,8,35,24,1,Sun,Sunday,3,Aug,August,2014-08,2014-03
8/25/2014,2014,8,35,25,2,Mon,Monday,3,Aug,August,2014-08,2014-03
8/26/2014,2014,8,35,26,3,Tue,Tuesday,3,Aug,August,2014-08,2014-03
8/27/2014,2014,8,35,27,4,Wed,Wednesday,3,Aug,August,2014-08,2014-03
8/28/2014,2014,8,35,28,5,Thu,Thursday,3,Aug,August,2014-08,2014-03
8/29/2014,2014,8,35,29,6,Fri,Friday,3,Aug,August,2014-08,2014-03
8/30/2014,2014,8,35,30,7,Sat,Saturday,3,Aug,August,2014-08,2014-03
8/31/2014,2014,8,36,31,1,Sun,Sunday,3,Aug,August,2014-08,2014-03
9/1/2014,2014,9,36,1,2,Mon,Monday,3,Sep,September,2014-09,2014-03
9/2/2014,2014,9,36,2,3,Tue,Tuesday,3,Sep,September,2014-09,2014-03
9/3/2014,2014,9,36,3,4,Wed,Wednesday,3,Sep,September,2014-09,2014-03
9/4/2014,2014,9,36,4,5,Thu,Thursday,3,Sep,September,2014-09,2014-03
9/5/2014,2014,9,36,5,6,Fri,Friday,3,Sep,September,2014-09,2014-03
9/6/2014,2014,9,36,6,7,Sat,Saturday,3,Sep,September,2014-09,2014-03
9/7/2014,2014,9,37,7,1,Sun,Sunday,3,Sep,September,2014-09,2014-03
9/8/2014,2014,9,37,8,2,Mon,Monday,3,Sep,September,2014-09,2014-03
9/9/2014,2014,9,37,9,3,Tue,Tuesday,3,Sep,September,2014-09,2014-03
9/10/2014,2014,9,37,10,4,Wed,Wednesday,3,Sep,September,2014-09,2014-03
9/11/2014,2014,9,37,11,5,Thu,Thursday,3,Sep,September,2014-09,2014-03
9/12/2014,2014,9,37,12,6,Fri,Friday,3,Sep,September,2014-09,2014-03
9/13/2014,2014,9,37,13,7,Sat,Saturday,3,Sep,September,2014-09,2014-03
9/14/2014,2014,9,38,14,1,Sun,Sunday,3,Sep,September,2014-09,2014-03
9/15/2014,2014,9,38,15,2,Mon,Monday,3,Sep,September,2014-09,2014-03
9/16/2014,2014,9,38,16,3,Tue,Tuesday,3,Sep,September,2014-09,2014-03
9/17/2014,2014,9,38,17,4,Wed,Wednesday,3,Sep,September,2014-09,2014-03
9/18/2014,2014,9,38,18,5,Thu,Thursday,3,Sep,September,2014-09,2014-03
9/19/2014,2014,9,38,19,6,Fri,Friday,3,Sep,September,2014-09,2014-03
9/20/2014,2014,9,38,20,7,Sat,Saturday,3,Sep,September,2014-09,2014-03
9/21/2014,2014,9,39,21,1,Sun,Sunday,3,Sep,September,2014-09,2014-03
9/22/2014,2014,9,39,22,2,Mon,Monday,3,Sep,September,2014-09,2014-03
9/23/2014,2014,9,39,23,3,Tue,Tuesday,3,Sep,September,2014-09,2014-03
9/24/2014,2014,9,39,24,4,Wed,Wednesday,3,Sep,September,2014-09,2014-03
9/25/2014,2014,9,39,25,5,Thu,Thursday,3,Sep,September,2014-09,2014-03
9/26/2014,2014,9,39,26,6,Fri,Friday,3,Sep,September,2014-09,2014-03
9/27/2014,2014,9,39,27,7,Sat,Saturday,3,Sep,September,2014-09,2014-03
9/28/2014,2014,9,40,28,1,Sun,Sunday,3,Sep,September,2014-09,2014-03
9/29/2014,2014,9,40,29,2,Mon,Monday,3,Sep,September,2014-09,2014-03
9/30/2014,2014,9,40,30,3,Tue,Tuesday,3,Sep,September,2014-09,2014-03
10/1/2014,2014,10,40,1,4,Wed,Wednesday,4,Oct,October,2014-10,2014-04
10/2/2014,2014,10,40,2,5,Thu,Thursday,4,Oct,October,2014-10,2014-04
10/3/2014,2014,10,40,3,6,Fri,Friday,4,Oct,October,2014-10,2014-04
10/4/2014,2014,10,40,4,7,Sat,Saturday,4,Oct,October,2014-10,2014-04
10/5/2014,2014,10,41,5,1,Sun,Sunday,4,Oct,October,2014-10,2014-04
10/6/2014,2014,10,41,6,2,Mon,Monday,4,Oct,October,2014-10,2014-04
10/7/2014,2014,10,41,7,3,Tue,Tuesday,4,Oct,October,2014-10,2014-04
10/8/2014,2014,10,41,8,4,Wed,Wednesday,4,Oct,October,2014-10,2014-04
10/9/2014,2014,10,41,9,5,Thu,Thursday,4,Oct,October,2014-10,2014-04
10/10/2014,2014,10,41,10,6,Fri,Friday,4,Oct,October,2014-10,2014-04
10/11/2014,2014,10,41,11,7,Sat,Saturday,4,Oct,October,2014-10,2014-04
10/12/2014,2014,10,42,12,1,Sun,Sunday,4,Oct,October,2014-10,2014-04
10/13/2014,2014,10,42,13,2,Mon,Monday,4,Oct,October,2014-10,2014-04
10/14/2014,2014,10,42,14,3,Tue,Tuesday,4,Oct,October,2014-10,2014-04
10/15/2014,2014,10,42,15,4,Wed,Wednesday,4,Oct,October,2014-10,2014-04
10/16/2014,2014,10,42,16,5,Thu,Thursday,4,Oct,October,2014-10,2014-04
10/17/2014,2014,10,42,17,6,Fri,Friday,4,Oct,October,2014-10,2014-04
10/18/2014,2014,10,42,18,7,Sat,Saturday,4,Oct,October,2014-10,2014-04
10/19/2014,2014,10,43,19,1,Sun,Sunday,4,Oct,October,2014-10,2014-04
10/20/2014,2014,10,43,20,2,Mon,Monday,4,Oct,October,2014-10,2014-04
10/21/2014,2014,10,43,21,3,Tue,Tuesday,4,Oct,October,2014-10,2014-04
10/22/2014,2014,10,43,22,4,Wed,Wednesday,4,Oct,October,2014-10,2014-04
10/23/2014,2014,10,43,23,5,Thu,Thursday,4,Oct,October,2014-10,2014-04
10/24/2014,2014,10,43,24,6,Fri,Friday,4,Oct,October,2014-10,2014-04
10/25/2014,2014,10,43,25,7,Sat,Saturday,4,Oct,October,2014-10,2014-04
10/26/2014,2014,10,44,26,1,Sun,Sunday,4,Oct,October,2014-10,2014-04
10/27/2014,2014,10,44,27,2,Mon,Monday,4,Oct,October,2014-10,2014-04
10/28/2014,2014,10,44,28,3,Tue,Tuesday,4,Oct,October,2014-10,2014-04
10/29/2014,2014,10,44,29,4,Wed,Wednesday,4,Oct,October,2014-10,2014-04
10/30/2014,2014,10,44,30,5,Thu,Thursday,4,Oct,October,2014-10,2014-04
10/31/2014,2014,10,44,31,6,Fri,Friday,4,Oct,October,2014-10,2014-04
11/1/2014,2014,11,44,1,7,Sat,Saturday,4,Nov,November,2014-11,2014-04
11/2/2014,2014,11,45,2,1,Sun,Sunday,4,Nov,November,2014-11,2014-04
11/3/2014,2014,11,45,3,2,Mon,Monday,4,Nov,November,2014-11,2014-04
11/4/2014,2014,11,45,4,3,Tue,Tuesday,4,Nov,November,2014-11,2014-04
11/5/2014,2014,11,45,5,4,Wed,Wednesday,4,Nov,November,2014-11,2014-04
11/6/2014,2014,11,45,6,5,Thu,Thursday,4,Nov,November,2014-11,2014-04
11/7/2014,2014,11,45,7,6,Fri,Friday,4,Nov,November,2014-11,2014-04
11/8/2014,2014,11,45,8,7,Sat,Saturday,4,Nov,November,2014-11,2014-04
11/9/2014,2014,11,46,9,1,Sun,Sunday,4,Nov,November,2014-11,2014-04
11/10/2014,2014,11,46,10,2,Mon,Monday,4,Nov,November,2014-11,2014-04
11/11/2014,2014,11,46,11,3,Tue,Tuesday,4,Nov,November,2014-11,2014-04
11/12/2014,2014,11,46,12,4,Wed,Wednesday,4,Nov,November,2014-11,2014-04
11/13/2014,2014,11,46,13,5,Thu,Thursday,4,Nov,November,2014-11,2014-04
11/14/2014,2014,11,46,14,6,Fri,Friday,4,Nov,November,2014-11,2014-04
11/15/2014,2014,11,46,15,7,Sat,Saturday,4,Nov,November,2014-11,2014-04
11/16/2014,2014,11,47,16,1,Sun,Sunday,4,Nov,November,2014-11,2014-04
11/17/2014,2014,11,47,17,2,Mon,Monday,4,Nov,November,2014-11,2014-04
11/18/2014,2014,11,47,18,3,Tue,Tuesday,4,Nov,November,2014-11,2014-04
11/19/2014,2014,11,47,19,4,Wed,Wednesday,4,Nov,November,2014-11,2014-04
11/20/2014,2014,11,47,20,5,Thu,Thursday,4,Nov,November,2014-11,2014-04
11/21/2014,2014,11,47,21,6,Fri,Friday,4,Nov,November,2014-11,2014-04
11/22/2014,2014,11,47,22,7,Sat,Saturday,4,Nov,November,2014-11,2014-04
11/23/2014,2014,11,48,23,1,Sun,Sunday,4,Nov,November,2014-11,2014-04
11/24/2014,2014,11,48,24,2,Mon,Monday,4,Nov,November,2014-11,2014-04
11/25/2014,2014,11,48,25,3,Tue,Tuesday,4,Nov,November,2014-11,2014-04
11/26/2014,2014,11,48,26,4,Wed,Wednesday,4,Nov,November,2014-11,2014-04
11/27/2014,2014,11,48,27,5,Thu,Thursday,4,Nov,November,2014-11,2014-04
11/28/2014,2014,11,48,28,6,Fri,Friday,4,Nov,November,2014-11,2014-04
11/29/2014,2014,11,48,29,7,Sat,Saturday,4,Nov,November,2014-11,2014-04
11/30/2014,2014,11,49,30,1,Sun,Sunday,4,Nov,November,2014-11,2014-04
12/1/2014,2014,12,49,1,2,Mon,Monday,4,Dec,December,2014-12,2014-04
12/2/2014,2014,12,49,2,3,Tue,Tuesday,4,Dec,December,2014-12,2014-04
12/3/2014,2014,12,49,3,4,Wed,Wednesday,4,Dec,December,2014-12,2014-04
12/4/2014,2014,12,49,4,5,Thu,Thursday,4,Dec,December,2014-12,2014-04
12/5/2014,2014,12,49,5,6,Fri,Friday,4,Dec,December,2014-12,2014-04
12/6/2014,2014,12,49,6,7,Sat,Saturday,4,Dec,December,2014-12,2014-04
12/7/2014,2014,12,50,7,1,Sun,Sunday,4,Dec,December,2014-12,2014-04
12/8/2014,2014,12,50,8,2,Mon,Monday,4,Dec,December,2014-12,2014-04
12/9/2014,2014,12,50,9,3,Tue,Tuesday,4,Dec,December,2014-12,2014-04
12/10/2014,2014,12,50,10,4,Wed,Wednesday,4,Dec,December,2014-12,2014-04
12/11/2014,2014,12,50,11,5,Thu,Thursday,4,Dec,December,2014-12,2014-04
12/12/2014,2014,12,50,12,6,Fri,Friday,4,Dec,December,2014-12,2014-04
12/13/2014,2014,12,50,13,7,Sat,Saturday,4,Dec,December,2014-12,2014-04
12/14/2014,2014,12,51,14,1,Sun,Sunday,4,Dec,December,2014-12,2014-04
12/15/2014,2014,12,51,15,2,Mon,Monday,4,Dec,December,2014-12,2014-04
12/16/2014,2014,12,51,16,3,Tue,Tuesday,4,Dec,December,2014-12,2014-04
12/17/2014,2014,12,51,17,4,Wed,Wednesday,4,Dec,December,2014-12,2014-04
12/18/2014,2014,12,51,18,5,Thu,Thursday,4,Dec,December,2014-12,2014-04
12/19/2014,2014,12,51,19,6,Fri,Friday,4,Dec,December,2014-12,2014-04
12/20/2014,2014,12,51,20,7,Sat,Saturday,4,Dec,December,2014-12,2014-04
12/21/2014,2014,12,52,21,1,Sun,Sunday,4,Dec,December,2014-12,2014-04
12/22/2014,2014,12,52,22,2,Mon,Monday,4,Dec,December,2014-12,2014-04
12/23/2014,2014,12,52,23,3,Tue,Tuesday,4,Dec,December,2014-12,2014-04
12/24/2014,2014,12,52,24,4,Wed,Wednesday,4,Dec,December,2014-12,2014-04
12/25/2014,2014,12,52,25,5,Thu,Thursday,4,Dec,December,2014-12,2014-04
12/26/2014,2014,12,52,26,6,Fri,Friday,4,Dec,December,2014-12,2014-04
12/27/2014,2014,12,52,27,7,Sat,Saturday,4,Dec,December,2014-12,2014-04
12/28/2014,2014,12,53,28,1,Sun,Sunday,4,Dec,December,2014-12,2014-04
12/29/2014,2014,12,53,29,2,Mon,Monday,4,Dec,December,2014-12,2014-04
12/30/2014,2014,12,53,30,3,Tue,Tuesday,4,Dec,December,2014-12,2014-04
12/31/2014,2014,12,53,31,4,Wed,Wednesday,4,Dec,December,2014-12,2014-04
1/1/2015,2015,1,1,1,5,Thu,Thursday,1,Jan,January,2015-01,2015-01
1/2/2015,2015,1,1,2,6,Fri,Friday,1,Jan,January,2015-01,2015-01
1/3/2015,2015,1,1,3,7,Sat,Saturday,1,Jan,January,2015-01,2015-01
1/4/2015,2015,1,2,4,1,Sun,Sunday,1,Jan,January,2015-01,2015-01
1/5/2015,2015,1,2,5,2,Mon,Monday,1,Jan,January,2015-01,2015-01
1/6/2015,2015,1,2,6,3,Tue,Tuesday,1,Jan,January,2015-01,2015-01
1/7/2015,2015,1,2,7,4,Wed,Wednesday,1,Jan,January,2015-01,2015-01
1/8/2015,2015,1,2,8,5,Thu,Thursday,1,Jan,January,2015-01,2015-01
1/9/2015,2015,1,2,9,6,Fri,Friday,1,Jan,January,2015-01,2015-01
1/10/2015,2015,1,2,10,7,Sat,Saturday,1,Jan,January,2015-01,2015-01
1/11/2015,2015,1,3,11,1,Sun,Sunday,1,Jan,January,2015-01,2015-01
1/12/2015,2015,1,3,12,2,Mon,Monday,1,Jan,January,2015-01,2015-01
