PrimaryKey,id,status,quantity,quantityUnitOfMeasure
HYDL3190413,HYDL3190413,Approved,890,g
HYDL3190414,HYDL3190414,Approved,822,g
HYDK3200407,HYDK3200407,Approved,464,g
HYDL3200405,HYDL3200405,Approved,859,g
HYDL3200406,HYDL3200406,Approved,862,g
HYDK3200408,HYDK3200408,Approved,545,g
HYDK3200409,HYDK3200409,Approved,554,g
HYDK3200400,HYDK3200400,Approved,530,g
HYDK3200401,HYDK3200401,Approved,533,g
HYDK3200402,HYDK3200402,Approved,459,g
HYDK3200403,HYDK3200403,Approved,456,g
HYDL3200400,HYDL3200400,Approved,912,g
HYDL3200401,HYDL3200401,Approved,918,g
HYDL3200402,HYDL3200402,Approved,850,g
HYDK3200404,HYDK3200404,Approved,543,g
HYDK3200410,HYDK3200410,Approved,472,g
HYDK3200411,HYDK3200411,Approved,473,g
HYDQ3110215,HYDQ3110215,Approved,394,g
HYDL3120201,HYDL3120201,Approved,667,g
HYDL3120202,HYDL3120202,Approved,355,g
HYDL3120203,HYDL3120203,Approved,340,g
HYDQ3120200,HYDQ3120200,Approved,626,g
HYDQ3120201,HYDQ3120201,Approved,620,g
HYDQ3120202,HYDQ3120202,Approved,380,g
HYDQ3120203,HYDQ3120203,Approved,387,g
HYDM3120200,HYDM3120200,Approved,1030,g
HYDM3120201,HYDM3120201,Approved,1010,g
HYDM3120202,HYDM3120202,Approved,1033,g
HYDM3120203,HYDM3120203,Approved,1035,g
HYDL3120208,HYDL3120208,Approved,6,RL
HYDL3120209,HYDL3120209,Approved,6,RL
HYDL3120210,HYDL3120210,Approved,6,RL
HYDM3120204,HYDM3120204,Approved,1002,g
HYDM3120205,HYDM3120205,Approved,1000,g
HYDQ3120208,HYDQ3120208,Approved,1374,g
HYDL3210204,HYDL3210204,Approved,621,g
HYDL3210205,HYDL3210205,Approved,621,g
HYDL3210206,HYDL3210206,Approved,446,g
HYDL3210207,HYDL3210207,Approved,452,g
HYDM3210202,HYDM3210202,Approved,380,g
HYDM3210205,HYDM3210205,Approved,320,g
HYDM3210206,HYDM3210206,Approved,534,g
HYDM3210207,HYDM3210207,Approved,538,g
HYDM3210208,HYDM3210208,Approved,461,g
HYDM3210209,HYDM3210209,Approved,467,g
HYDL3210210,HYDL3210210,Approved,487,g
HYDQ3210204,HYDQ3210204,Approved,708,g
HYDQ3210205,HYDQ3210205,Approved,710,g
HYDQ3210206,HYDQ3210206,Approved,365,g
HYDQ3210207,HYDQ3210207,Approved,366,g
HYDL3210212,HYDL3210212,Approved,545,g
HYDL3210213,HYDL3210213,Approved,545,g
HYDL3210214,HYDL3210214,Approved,466,g
HYDL3210215,HYDL3210215,Approved,466,g
HYDQ3210208,HYDQ3210208,Approved,658,g
HYDQ3210209,HYDQ3210209,Approved,660,g
HYDQ3210210,HYDQ3210210,Approved,345,g
HYDQ3210211,HYDQ3210211,Approved,348,g
HYDM3210210,HYDM3210210,Approved,433,g
HYDM3210211,HYDM3210211,Approved,452,g
HYDM3210212,HYDM3210212,Approved,386,g
HYDM3210213,HYDM3210213,Approved,392,g
HYDQ3210213,HYDQ3210213,Approved,579,g
HYDL3210216,HYDL3210216,Approved,1001,g
HYDL3210217,HYDL3210217,Approved,999,g
HYDM3010210,HYDM3010210,Approved,888,g
HYDM3010211,HYDM3010211,Approved,888,g
HYDK3020204,HYDK3020204,Approved,739,g
HYDK3020205,HYDK3020205,Approved,590,g
HYDK3020206,HYDK3020206,Approved,349,g
HYDK3020207,HYDK3020207,Approved,349,g
HYDK3020200,HYDK3020200,Approved,753,g
HYDK3020201,HYDK3020201,Approved,758,g
HYDK3020202,HYDK3020202,Approved,753,g
HYDK3020203,HYDK3020203,Approved,758,g
HYDQ3020200,HYDQ3020200,Approved,1459,g
HYDQ3020201,HYDQ3020201,Approved,1455,g
HYDK3020213,HYDK3020213,Approved,404,g
HYDK3020209,HYDK3020209,Approved,600,g
HYDK3020210,HYDK3020210,Approved,283,g
HYDK3020211,HYDK3020211,Approved,595,g
HYDK3020212,HYDK3020212,Approved,282,g
HYDK3020214,HYDK3020214,Approved,197,g
HYDQ3020203,HYDQ3020203,Approved,1393,g
HYDQ3020204,HYDQ3020204,Approved,1392,g
HYDK3020215,HYDK3020215,Approved,410,g
HYDK3020216,HYDK3020216,Approved,190,g
HYDM3100214,HYDM3100214,Approved,498,g
HYDM3100215,HYDM3100215,Approved,498,g
HYDM3100216,HYDM3100216,Approved,502,g
HYDM3100217,HYDM3100217,Approved,495,g
HYDM3100218,HYDM3100218,Approved,498,g
HYDM3100219,HYDM3100219,Approved,495,g
HYDL3110200,HYDL3110200,Approved,982,g
HYDL3110201,HYDL3110201,Approved,982,g
HYDQ3100216,HYDQ3100216,Approved,645,g
HYDQ3100217,HYDQ3100217,Approved,637,g
HYDQ3100218,HYDQ3100218,Approved,396,g
HYDQ3100219,HYDQ3100219,Approved,400,g
HYDQ3100220,HYDQ3100220,Approved,618,g
HYDQ3100221,HYDQ3100221,Approved,614,g
HYDQ3100222,HYDQ3100222,Approved,618,g
HYDQ3100223,HYDQ3100223,Approved,614,g
HYDL3110202,HYDL3110202,Approved,1033,g
HYDL3110203,HYDL3110203,Approved,1042,g
HYDM3110201,HYDM3110201,Approved,569,g
HYDM3110202,HYDM3110202,Approved,564,g
HYDM3110203,HYDM3110203,Approved,569,g
HYDL3110204,HYDL3110204,Approved,1020,g
HYDL3110205,HYDL3110205,Approved,1025,g
HYDM3110200,HYDM3110200,Approved,569,g
HYDQ3110201,HYDQ3110201,Approved,620,g
HYDQ3110202,HYDQ3110202,Approved,385,g
HYDQ3110203,HYDQ3110203,Approved,389,g
HYDQ3110200,HYDQ3110200,Approved,626,g
HYDL3110208,HYDL3110208,Approved,1030,g
HYDL3110209,HYDL3110209,Approved,1020,g
HYDQ3110204,HYDQ3110204,Approved,690,g
HYDQ3110205,HYDQ3110205,Approved,698,g
HYDL3110206,HYDL3110206,Approved,1030,g
HYDL3110207,HYDL3110207,Approved,1025,g
HYDM3110204,HYDM3110204,Approved,505,g
HYDM3110205,HYDM3110205,Approved,505,g
HYDM3110206,HYDM3110206,Approved,505,g
HYDM3110207,HYDM3110207,Approved,505,g
HYDQ3100512,HYDQ3100512,Approved,570,g
HYDQ3100513,HYDQ3100513,Approved,564,g
HYDQ3100514,HYDQ3100514,Approved,350,g
HYDQ3100515,HYDQ3100515,Approved,344,g
HYDM3100508,HYDM3100508,Approved,848,g
HYDM3100509,HYDM3100509,Approved,834,g
HYDK3100516,HYDK3100516,Approved,758,g
HYDK3100517,HYDK3100517,Approved,333,g
HYDK3100518,HYDK3100518,Approved,755,g
HYDK3100519,HYDK3100519,Approved,753,g
HYDK3100520,HYDK3100520,Approved,326,g
HYDK3100521,HYDK3100521,Approved,328,g
HYDQ3100516,HYDQ3100516,Approved,611,g
HYDQ3100517,HYDQ3100517,Approved,627,g
HYDQ3100518,HYDQ3100518,Approved,380,g
HYDQ3100519,HYDQ3100519,Approved,391,g
HYDL3100515,HYDL3100515,Approved,851,g
HYDL3100516,HYDL3100516,Approved,851,g
HYDM3110500,HYDM3110500,Approved,888,g
HYDM3110501,HYDM3110501,Approved,88,g
HYDL3100513,HYDL3100513,Approved,841,g
HYDL3100514,HYDL3100514,Approved,842,g
HYDM3100510,HYDM3100510,Approved,845,g
HYDM3100511,HYDM3100511,Approved,860,g
HYDQ3100520,HYDQ3100520,Approved,505,g
HYDQ3100521,HYDQ3100521,Approved,502,g
HYDQ3100522,HYDQ3100522,Approved,502,g
HYDQ3100523,HYDQ3100523,Approved,501,g
HYDL3130210,HYDL3130210,Approved,860,g
HYDL3130211,HYDL3130211,Approved,860,g
HYDM3130208,HYDM3130208,Approved,450,g
HYDL3130212,HYDL3130212,Approved,726,g
HYDL3130213,HYDL3130213,Approved,730,g
HYDM3130209,HYDM3130209,Approved,1005,g
HYDM3130210,HYDM3130210,Approved,545,g
HYDL3140200,HYDL3140200,Approved,804,g
HYDL3140201,HYDL3140201,Approved,830,g
HYDM3140200,HYDM3140200,Approved,1000,g
HYDM3140201,HYDM3140201,Approved,1006,g
HYDL3140206,HYDL3140206,Approved,761,g
HYDL3140207,HYDL3140207,Approved,753,g
HYDM3140204,HYDM3140204,Approved,981,g
HYDM3140205,HYDM3140205,Approved,978,g
HYDL3140208,HYDL3140208,Approved,782,g
HYDL3140209,HYDL3140209,Approved,785,g
HYDL3160211,HYDL3160211,Approved,1035,g
HYDM3170200,HYDM3170200,Approved,545,g
HYDM3170201,HYDM3170201,Approved,415,g
HYDM3170202,HYDM3170202,Approved,555,g
HYDM3170203,HYDM3170203,Approved,415,g
HYDL3160212,HYDL3160212,Approved,1030,g
HYDL3170200,HYDL3170200,Approved,1020,g
HYDL3170201,HYDL3170201,Approved,1020,g
HYDL3170202,HYDL3170202,Approved,1020,g
HYDL3170203,HYDL3170203,Approved,1020,g
HYDQ3170204,HYDQ3170204,Approved,668,g
HYDQ3170205,HYDQ3170205,Approved,670,g
HYDQ3170206,HYDQ3170206,Approved,412,g
HYDQ3170207,HYDQ3170207,Approved,412,g
HYDL3170204,HYDL3170204,Approved,1015,g
HYDM3170205,HYDM3170205,Approved,385,g
HYDM3170206,HYDM3170206,Approved,510,g
HYDM3170207,HYDM3170207,Approved,385,g
HYDM3170209,HYDM3170209,Approved,527,g
HYDM3170210,HYDM3170210,Approved,393,g
HYDM3170211,HYDM3170211,Approved,396,g
HYDM3170208,HYDM3170208,Approved,522,g
HYDL3170205,HYDL3170205,Approved,1021,g
HYDM3170212,HYDM3170212,Approved,542,g
HYDM3170213,HYDM3170213,Approved,539,g
HYDM3170214,HYDM3170214,Approved,403,g
HYDQ3170212,HYDQ3170212,Approved,786,g
HYDQ3170213,HYDQ3170213,Approved,822,g
HYDM3170215,HYDM3170215,Approved,402,g
HYDL3170208,HYDL3170208,Approved,1033,g
HYDL3170209,HYDL3170209,Approved,1026,g
HYDQ3180201,HYDQ3180201,Approved,1087,g
HYDM3180202,HYDM3180202,Approved,415,g
HYDM3180203,HYDM3180203,Approved,390,g
HYDQ3070200,HYDQ3070200,Approved,779,g
HYDQ3070201,HYDQ3070201,Approved,781,g
HYDQ3070202,HYDQ3070202,Approved,342,g
HYDQ3070203,HYDQ3070203,Approved,349,g
HYDK3070200,HYDK3070200,Approved,737,g
HYDK3070201,HYDK3070201,Approved,730,g
HYDK3070202,HYDK3070202,Approved,730,g
HYDK3070203,HYDK3070203,Approved,770,g
HYDK3070204,HYDK3070204,Approved,450,g
HYDK3070205,HYDK3070205,Approved,539,g
HYDQ3070209,HYDQ3070209,Approved,645,g
HYDQ3070210,HYDQ3070210,Approved,384,g
HYDK3070206,HYDK3070206,Approved,349,g
HYDK3070207,HYDK3070207,Approved,345,g
HYDK3070208,HYDK3070208,Approved,363,g
HYDK3070209,HYDK3070209,Approved,361,g
HYDK3070210,HYDK3070210,Approved,255,g
HYDK3070211,HYDK3070211,Approved,253,g
HYDM3070200,HYDM3070200,Approved,790,g
HYDM3070201,HYDM3070201,Approved,810,g
HYDK3070214,HYDK3070214,Approved,342,g
HYDK3070215,HYDK3070215,Approved,348,g
HYDL3040501,HYDL3040501,Approved,670,g
HYDL3040502,HYDL3040502,Approved,400,g
HYDL3040503,HYDL3040503,Approved,400,g
HYDL3040504,HYDL3040504,Approved,750,g
HYDL3040505,HYDL3040505,Approved,770,g
HYDL3040506,HYDL3040506,Approved,470,g
HYDL3040507,HYDL3040507,Approved,480,g
HYDL3040515,HYDL3040515,Approved,496,g
HYDQ3040509,HYDQ3040509,Approved,622,g
HYDQ3040510,HYDQ3040510,Approved,627,g
HYDQ3040511,HYDQ3040511,Approved,296,g
HYDQ3040512,HYDQ3040512,Approved,307,g
HYDQ3040513,HYDQ3040513,Approved,288,g
HYDQ3040514,HYDQ3040514,Approved,365,g
HYDQ3040515,HYDQ3040515,Approved,136,g
HYDQ3040516,HYDQ3040516,Approved,178,g
HYDM3040508,HYDM3040508,Approved,860,g
HYDM3040509,HYDM3040509,Approved,860,g
HYDL3040516,HYDL3040516,Approved,582,g
HYDL3040517,HYDL3040517,Approved,581,g
HYDL3040518,HYDL3040518,Approved,609,g
HYDL3040519,HYDL3040519,Approved,612,g
HYDK3040506,HYDK3040506,Approved,1111,g
HYDK3040507,HYDK3040507,Approved,1111,g
HYDL3040520,HYDL3040520,Approved,609,g
HYDQ3040517,HYDQ3040517,Approved,467,g
HYDQ3040518,HYDQ3040518,Approved,454,g
HYDQ3040519,HYDQ3040519,Approved,217,g
HYDQ3040520,HYDQ3040520,Approved,221,g
HYDL3200212,HYDL3200212,Approved,590,g
HYDL3200213,HYDL3200213,Approved,585,g
HYDL3200214,HYDL3200214,Approved,431,g
HYDL3200215,HYDL3200215,Approved,425,g
HYDM3200208,HYDM3200208,Approved,927,g
HYDM3200209,HYDM3200209,Approved,911,g
HYDM3200211,HYDM3200211,Approved,930,g
HYDQ3200205,HYDQ3200205,Approved,816,g
HYDQ3200206,HYDQ3200206,Approved,822,g
HYDL3110213,HYDL3110213,Approved,341,g
HYDQ3110208,HYDQ3110208,Approved,664,g
HYDQ3110209,HYDQ3110209,Approved,667,g
HYDQ3110206,HYDQ3110206,Approved,410,g
HYDQ3110207,HYDQ3110207,Approved,412,g
HYDL3110210,HYDL3110210,Approved,667,g
HYDL3110211,HYDL3110211,Approved,680,g
HYDL3110212,HYDL3110212,Approved,361,g
HYDQ3110210,HYDQ3110210,Approved,405,g
HYDQ3110211,HYDQ3110211,Approved,404,g
HYDM3110208,HYDM3110208,Approved,990,g
HYDM3110209,HYDM3110209,Approved,990,g
HYDL3110214,HYDL3110214,Approved,590,g
HYDL3110215,HYDL3110215,Approved,600,g
HYDL3110216,HYDL3110216,Approved,314,g
HYDL3110217,HYDL3110217,Approved,305,g
HYDQ3110212,HYDQ3110212,Approved,636,g
HYDQ3110213,HYDQ3110213,Approved,629,g
HYDQ3110214,HYDQ3110214,Approved,386,g
HYDM3110210,HYDM3110210,Approved,730,g
HYDM3110211,HYDM3110211,Approved,730,g
HYDM3110212,HYDM3110212,Approved,1000,g
HYDM3110213,HYDM3110213,Approved,1000,g
HYDL3120200,HYDL3120200,Approved,660,g
HYDL3110218,HYDL3110218,Approved,670,g
HYDL3110219,HYDL3110219,Approved,690,g
HYDL3110220,HYDL3110220,Approved,353,g
HYDL3110221,HYDL3110221,Approved,345,g
HYDL3120204,HYDL3120204,Approved,700,g
HYDL3120205,HYDL3120205,Approved,705,g
HYDL3120206,HYDL3120206,Approved,370,g
HYDL3120207,HYDL3120207,Approved,355,g
HYDQ3120204,HYDQ3120204,Approved,500,g
HYDQ3120205,HYDQ3120205,Approved,500,g
HYDQ3120206,HYDQ3120206,Approved,300,g
HYDQ3120207,HYDQ3120207,Approved,300,g
HYDM3030204,HYDM3030204,Approved,883,g
HYDM3030205,HYDM3030205,Approved,913,g
HYDM3030207,HYDM3030207,Approved,827,g
HYDM3030208,HYDM3030208,Approved,822,g
HYDM3040200,HYDM3040200,Approved,830,g
HYDM3040201,HYDM3040201,Approved,835,g
HYDQ3030204,HYDQ3030204,Approved,830,g
HYDQ3030205,HYDQ3030205,Approved,821,g
HYDK3030212,HYDK3030212,Approved,1033,g
HYDK3030213,HYDK3030213,Approved,1047,g
HYDK3030214,HYDK3030214,Approved,1083,g
HYDK3030215,HYDK3030215,Approved,1085,g
HYDQ3090214,HYDQ3090214,Approved,400,g
HYDQ3090215,HYDQ3090215,Approved,650,g
HYDQ3090216,HYDQ3090216,Approved,400,g
HYDQ3090217,HYDQ3090217,Approved,412,g
HYDK3090205,HYDK3090205,Approved,549,g
HYDK3090206,HYDK3090206,Approved,553,g
HYDK3090207,HYDK3090207,Approved,384,g
HYDK3090208,HYDK3090208,Approved,394,g
HYDK3090209,HYDK3090209,Approved,469,g
HYDK3090210,HYDK3090210,Approved,467,g
HYDK3090211,HYDK3090211,Approved,331,g
HYDK3090212,HYDK3090212,Approved,334,g
HYDQ3090218,HYDQ3090218,Approved,655,g
HYDQ3090219,HYDQ3090219,Approved,650,g
HYDQ3090220,HYDQ3090220,Approved,405,g
HYDQ3090221,HYDQ3090221,Approved,408,g
HYDM3090201,HYDM3090201,Approved,971,g
HYDM3090202,HYDM3090202,Approved,965,g
HYDQ3210405,HYDQ3210405,Approved,444,g
HYDL3220402,HYDL3220402,Approved,1265,g
HYDQ3220400,HYDQ3220400,Approved,561,g
HYDQ3220401,HYDQ3220401,Approved,573,g
HYDQ3220402,HYDQ3220402,Approved,411,g
HYDK3220400,HYDK3220400,Approved,1442,g
HYDK3220401,HYDK3220401,Approved,1419,g
HYDL3220400,HYDL3220400,Approved,915,g
HYDL3220401,HYDL3220401,Approved,980,g
HYDQ3220403,HYDQ3220403,Approved,415,g
HYDK3220402,HYDK3220402,Approved,1353,g
HYDK3220403,HYDK3220403,Approved,1363,g
HYDL3220403,HYDL3220403,Approved,1270,g
HYDQ3220408,HYDQ3220408,Approved,606,g
HYDQ3220409,HYDQ3220409,Approved,603,g
HYDQ3220410,HYDQ3220410,Approved,436,g
HYDQ3220404,HYDQ3220404,Approved,615,g
HYDL3220405,HYDL3220405,Approved,1280,g
HYDL3220406,HYDL3220406,Approved,1230,g
HYDK3220404,HYDK3220404,Approved,1386,g
HYDK3220405,HYDK3220405,Approved,1387,g
HYDK3210603,HYDK3210603,Approved,528,g
HYDM3210606,HYDM3210606,Approved,950,g
HYDM3210607,HYDM3210607,Approved,953,g
HYDK3210605,HYDK3210605,Approved,531,g
HYDL3210609,HYDL3210609,Approved,538,g
HYDL3210610,HYDL3210610,Approved,546,g
HYDL3210611,HYDL3210611,Approved,457,g
HYDL3210612,HYDL3210612,Approved,465,g
HYDL3210613,HYDL3210613,Approved,542,g
HYDL3210614,HYDL3210614,Approved,549,g
HYDL3210615,HYDL3210615,Approved,462,g
HYDL3210616,HYDL3210616,Approved,469,g
HYDK3210606,HYDK3210606,Approved,500,g
HYDK3210607,HYDK3210607,Approved,501,g
HYDK3210610,HYDK3210610,Approved,471,g
HYDK3210611,HYDK3210611,Approved,480,g
HYDK3210614,HYDK3210614,Approved,491,g
HYDK3210608,HYDK3210608,Approved,488,g
HYDK3210609,HYDK3210609,Approved,490,g
HYDM3210604,HYDM3210604,Approved,925,g
HYDM3210605,HYDM3210605,Approved,940,g
HYDK3210615,HYDK3210615,Approved,490,g
HYDK3210616,HYDK3210616,Approved,480,g
HYDK3210617,HYDK3210617,Approved,480,g
HYDL3210621,HYDL3210621,Approved,1016,g
HYDL3210622,HYDL3210622,Approved,1018,g
HYDL3170317,HYDL3170317,Approved,733,g
HYDL3170318,HYDL3170318,Approved,265,g
HYDL3170319,HYDL3170319,Approved,258,g
HYDQ3170308,HYDQ3170308,Approved,1049,g
HYDQ3170309,HYDQ3170309,Approved,1055,g
HYDK3170319,HYDK3170319,Approved,1327,g
HYDK3170320,HYDK3170320,Approved,1322,g
HYDL3170320,HYDL3170320,Approved,724,g
HYDL3170321,HYDL3170321,Approved,736,g
HYDK3180300,HYDK3180300,Approved,1356,g
HYDK3180301,HYDK3180301,Approved,1316,g
HYDL3170324,HYDL3170324,Approved,719,g
HYDL3170325,HYDL3170325,Approved,732,g
HYDL3170326,HYDL3170326,Approved,244,g
HYDL3170327,HYDL3170327,Approved,237,g
HYDK3180302,HYDK3180302,Approved,1347,g
HYDK3180303,HYDK3180303,Approved,1340,g
HYDL3180304,HYDL3180304,Approved,724,g
HYDL3180305,HYDL3180305,Approved,725,g
HYDL3180306,HYDL3180306,Approved,271,g
HYDL3180307,HYDL3180307,Approved,256,g
HYDL3180300,HYDL3180300,Approved,715,g
HYDL3180301,HYDL3180301,Approved,709,g
HYDL3180302,HYDL3180302,Approved,244,g
HYDL3180303,HYDL3180303,Approved,229,g
HYDL3220319,HYDL3220319,Approved,496,g
HYDL3220322,HYDL3220322,Approved,735,g
HYDL3220323,HYDL3220323,Approved,490,g
HYDL3220324,HYDL3220324,Approved,497,g
HYDK3230304,HYDK3230304,Approved,620,g
HYDK3230305,HYDK3230305,Approved,620,g
HYDK3230306,HYDK3230306,Approved,380,g
HYDL3220320,HYDL3220320,Approved,498,g
HYDK3230300,HYDK3230300,Approved,660,g
HYDK3230301,HYDK3230301,Approved,660,g
HYDK3230302,HYDK3230302,Approved,400,g
HYDK3230303,HYDK3230303,Approved,400,g
HYDK3230307,HYDK3230307,Approved,380,g
HYDK3230309,HYDK3230309,Approved,628,g
HYDK3220320,HYDK3220320,Approved,623,g
HYDK3220321,HYDK3220321,Approved,650,g
HYDK3220322,HYDK3220322,Approved,404,g
HYDK3220323,HYDK3220323,Approved,400,g
HYDQ3230300,HYDQ3230300,Approved,789,g
HYDQ3230301,HYDQ3230301,Approved,803,g
HYDQ3230302,HYDQ3230302,Approved,337,g
HYDQ3230303,HYDQ3230303,Approved,349,g
HYDL3230300,HYDL3230300,Approved,663,g
HYDL3230301,HYDL3230301,Approved,652,g
HYDL3230302,HYDL3230302,Approved,443,g
HYDL3230303,HYDL3230303,Approved,438,g
HYDL3230306,HYDL3230306,Approved,490,g
HYDL3230307,HYDL3230307,Approved,489,g
HYDL3230304,HYDL3230304,Approved,726,g
HYDL3230305,HYDL3230305,Approved,734,g
HYDK3230308,HYDK3230308,Approved,623,g
HYDK3240710,HYDK3240710,Approved,566,g
HYDK3240711,HYDK3240711,Approved,562,g
HYDK3240712,HYDK3240712,Approved,409,g
HYDK3240713,HYDK3240713,Approved,407,g
HYDM3240710,HYDM3240710,Approved,421,g
HYDK3240714,HYDK3240714,Approved,444,g
HYDK3240715,HYDK3240715,Approved,444,g
HYDK3240716,HYDK3240716,Approved,605,g
HYDK3240717,HYDK3240717,Approved,605,g
HYDK3240719,HYDK3240719,Approved,651,g
HYDM3240706,HYDM3240706,Approved,560,g
HYDM3240707,HYDM3240707,Approved,561,g
HYDM3240708,HYDM3240708,Approved,415,g
HYDL3240707,HYDL3240707,Approved,970,g
HYDL3240708,HYDL3240708,Approved,970,g
HYDK3240722,HYDK3240722,Approved,670,g
HYDK3240723,HYDK3240723,Approved,620,g
HYDK3240724,HYDK3240724,Approved,445,g
HYDL3240711,HYDL3240711,Approved,961,g
HYDL3240712,HYDL3240712,Approved,956,g
HYDK3240720,HYDK3240720,Approved,441,g
HYDK3240721,HYDK3240721,Approved,445,g
HYDL3240709,HYDL3240709,Approved,975,g
HYDL3240710,HYDL3240710,Approved,973,g
HYDM3240711,HYDM3240711,Approved,600,g
HYDK3190400,HYDK3190400,Approved,522,g
HYDK3190401,HYDK3190401,Approved,522,g
HYDK3190402,HYDK3190402,Approved,522,g
HYDK3190403,HYDK3190403,Approved,522,g
HYDL3190400,HYDL3190400,Approved,920,g
HYDL3190401,HYDL3190401,Approved,928,g
HYDK3190404,HYDK3190404,Approved,523,g
HYDK3190405,HYDK3190405,Approved,523,g
HYDK3190406,HYDK3190406,Approved,523,g
HYDK3190407,HYDK3190407,Approved,523,g
HYDQ3190404,HYDQ3190404,Approved,739,g
HYDQ3190405,HYDQ3190405,Approved,735,g
HYDQ3190406,HYDQ3190406,Approved,319,g
HYDQ3190407,HYDQ3190407,Approved,318,g
HYDL3190402,HYDL3190402,Approved,832,g
HYDL3190403,HYDL3190403,Approved,848,g
HYDK3190409,HYDK3190409,Approved,401,g
HYDK3190410,HYDK3190410,Approved,409,g
HYDK3190411,HYDK3190411,Approved,410,g
HYDQ3190408,HYDQ3190408,Approved,423,g
HYDQ3190409,HYDQ3190409,Approved,419,g
HYDQ3190410,HYDQ3190410,Approved,184,g
HYDQ3190411,HYDQ3190411,Approved,138,g
HYDK3190408,HYDK3190408,Approved,277,g
HYDK3190412,HYDK3190412,Approved,665,g
HYDK3190413,HYDK3190413,Approved,657,g
HYDK3210404,HYDK3210404,Approved,1349,g
HYDQ3210400,HYDQ3210400,Approved,270,g
HYDQ3210401,HYDQ3210401,Approved,450,g
HYDK3210407,HYDK3210407,Approved,1377,g
HYDK3210408,HYDK3210408,Approved,1375,g
HYDQ3210402,HYDQ3210402,Approved,603,g
HYDQ3210403,HYDQ3210403,Approved,614,g
HYDQ3210404,HYDQ3210404,Approved,440,g
HYDM3120708,HYDM3120708,Approved,925,g
HYDM3120709,HYDM3120709,Approved,932,g
HYDL3120725,HYDL3120725,Approved,678,g
HYDL3120726,HYDL3120726,Approved,681,g
HYDL3120727,HYDL3120727,Approved,416,g
HYDL3120728,HYDL3120728,Approved,419,g
HYDL3130700,HYDL3130700,Approved,733,g
HYDL3130701,HYDL3130701,Approved,733,g
HYDL3130702,HYDL3130702,Approved,456,g
HYDK3130700,HYDK3130700,Approved,1058,g
HYDK3130701,HYDK3130701,Approved,1070,g
HYDL3130703,HYDL3130703,Approved,448,g
HYDK3130702,HYDK3130702,Approved,862,g
HYDM3130700,HYDM3130700,Approved,890,g
HYDM3130701,HYDM3130701,Approved,885,g
HYDK3130703,HYDK3130703,Approved,912,g
HYDK3130705,HYDK3130705,Approved,1121,g
HYDL3130706,HYDL3130706,Approved,702,g
HYDL3130707,HYDL3130707,Approved,442,g
HYDM3130703,HYDM3130703,Approved,930,g
HYDK3130706,HYDK3130706,Approved,1155,g
HYDL3130705,HYDL3130705,Approved,719,g
HYDL3130708,HYDL3130708,Approved,431,g
HYDK3130707,HYDK3130707,Approved,1029,g
HYDK3130708,HYDK3130708,Approved,1028,g
HYDQ3240412,HYDQ3240412,Approved,707,g
HYDQ3240413,HYDQ3240413,Approved,713,g
HYDQ3240414,HYDQ3240414,Approved,358,g
HYDQ3240415,HYDQ3240415,Approved,368,g
HYDL3250400,HYDL3250400,Approved,800,g
HYDK3240415,HYDK3240415,Approved,646,g
HYDK3240416,HYDK3240416,Approved,643,g
HYDK3240417,HYDK3240417,Approved,397,g
HYDK3240418,HYDK3240418,Approved,390,g
HYDK3240419,HYDK3240419,Approved,640,g
HYDK3240420,HYDK3240420,Approved,640,g
HYDK3240421,HYDK3240421,Approved,390,g
HYDK3240422,HYDK3240422,Approved,387,g
HYDL3240400,HYDL3240400,Approved,1265,g
HYDL3240401,HYDL3240401,Approved,1290,g
HYDK3250400,HYDK3250400,Approved,653,g
HYDK3250401,HYDK3250401,Approved,653,g
HYDK3250402,HYDK3250402,Approved,403,g
HYDK3250403,HYDK3250403,Approved,399,g
HYDQ3250400,HYDQ3250400,Approved,655,g
HYDQ3250401,HYDQ3250401,Approved,646,g
HYDQ3250402,HYDQ3250402,Approved,330,g
HYDQ3250403,HYDQ3250403,Approved,331,g
HYDL3250401,HYDL3250401,Approved,775,g
HYDL3250402,HYDL3250402,Approved,490,g
HYDL3250403,HYDL3250403,Approved,470,g
HYDK3250404,HYDK3250404,Approved,627,g
HYDK3250405,HYDK3250405,Approved,649,g
HYDK3200416,HYDK3200416,Approved,1400,g
HYDK3200417,HYDK3200417,Approved,1400,g
HYDK3210400,HYDK3210400,Approved,1343,g
HYDK3210401,HYDK3210401,Approved,1342,g
HYDL3210400,HYDL3210400,Approved,654,g
HYDL3210401,HYDL3210401,Approved,654,g
HYDL3210402,HYDL3210402,Approved,409,g
HYDL3210403,HYDL3210403,Approved,406,g
HYDK3210402,HYDK3210402,Approved,1172,g
HYDK3210403,HYDK3210403,Approved,1184,g
HYDL3210405,HYDL3210405,Approved,660,g
HYDL3210406,HYDL3210406,Approved,660,g
HYDL3210407,HYDL3210407,Approved,410,g
HYDL3210408,HYDL3210408,Approved,410,g
HYDL3250413,HYDL3250413,Approved,711,g
HYDL3250414,HYDL3250414,Approved,705,g
HYDL3250415,HYDL3250415,Approved,445,g
HYDL3250416,HYDL3250416,Approved,705,g
HYDK3250421,HYDK3250421,Approved,621,g
HYDK3250422,HYDK3250422,Approved,620,g
HYDK3250423,HYDK3250423,Approved,379,g
HYDK3250424,HYDK3250424,Approved,377,g
