PrimaryKey,id,storageLocation,materialUse,quantity,quantityUnitOfMeasure
2834379Actual-ConsumedMaterialconsumed8.8984000000g,2834379Actual-Consumed,,Material consumed,8.8984000000,g
2834381Actual-ConsumedMaterialconsumed392.0000000000g,2834381Actual-Consumed,,Material consumed,392.0000000000,g
2834524Actual-ConsumedMaterialconsumed939.9900000000g,2834524Actual-Consumed,,Material consumed,939.9900000000,g
2834535Actual-ConsumedMaterialconsumed939.9900000000g,2834535Actual-Consumed,,Material consumed,939.9900000000,g
2834669Actual-ConsumedMaterialconsumed13.3932530000g,2834669Actual-Consumed,,Material consumed,13.3932530000,g
2834670Actual-ConsumedMaterialconsumed11.9402000000g,2834670Actual-Consumed,,Material consumed,11.9402000000,g
2834672Actual-ConsumedMaterialconsumed526.0000000000g,2834672Actual-Consumed,,Material consumed,526.0000000000,g
2834683Actual-ConsumedMaterialconsumed14.5136020000g,2834683Actual-Consumed,,Material consumed,14.5136020000,g
2834684Actual-ConsumedMaterialconsumed12.9390000000g,2834684Actual-Consumed,,Material consumed,12.9390000000,g
2834686Actual-ConsumedMaterialconsumed570.0000000000g,2834686Actual-Consumed,,Material consumed,570.0000000000,g
2834697Actual-ConsumedMaterialconsumed8.4026120000g,2834697Actual-Consumed,,Material consumed,8.4026120000,g
2834698Actual-ConsumedMaterialconsumed7.4910000000g,2834698Actual-Consumed,,Material consumed,7.4910000000,g
2834700Actual-ConsumedMaterialconsumed330.0000000000g,2834700Actual-Consumed,,Material consumed,330.0000000000,g
2834711Actual-ConsumedMaterialconsumed8.7081610000g,2834711Actual-Consumed,,Material consumed,8.7081610000,g
2834712Actual-ConsumedMaterialconsumed7.7634000000g,2834712Actual-Consumed,,Material consumed,7.7634000000,g
2834714Actual-ConsumedMaterialconsumed342.0000000000g,2834714Actual-Consumed,,Material consumed,342.0000000000,g
2835275Actual-ConsumedMaterialconsumed20.3699670000g,2835275Actual-Consumed,,Material consumed,20.3699670000,g
2835276Actual-ConsumedMaterialconsumed18.1600000000g,2835276Actual-Consumed,,Material consumed,18.1600000000,g
2835278Actual-ConsumedMaterialconsumed800.0000000000g,2835278Actual-Consumed,,Material consumed,800.0000000000,g
2835289Actual-ConsumedMaterialconsumed20.8030330000g,2835289Actual-Consumed,,Material consumed,20.8030330000,g
2835290Actual-ConsumedMaterialconsumed18.5460820000g,2835290Actual-Consumed,,Material consumed,18.5460820000,g
2835292Actual-ConsumedMaterialconsumed817.0080000000g,2835292Actual-Consumed,,Material consumed,817.0080000000,g
2835303Actual-ConsumedMaterialconsumed12.5527890000g,2835303Actual-Consumed,,Material consumed,12.5527890000,g
2835304Actual-ConsumedMaterialconsumed11.1909180000g,2835304Actual-Consumed,,Material consumed,11.1909180000,g
2835306Actual-ConsumedMaterialconsumed492.9920000000g,2835306Actual-Consumed,,Material consumed,492.9920000000,g
2835317Actual-ConsumedMaterialconsumed12.5018640000g,2835317Actual-Consumed,,Material consumed,12.5018640000,g
2835318Actual-ConsumedMaterialconsumed11.1455180000g,2835318Actual-Consumed,,Material consumed,11.1455180000,g
2835320Actual-ConsumedMaterialconsumed490.9920000000g,2835320Actual-Consumed,,Material consumed,490.9920000000,g
2835405Actual-ConsumedMaterialconsumed1120.0000000000g,2835405Actual-Consumed,,Material consumed,1120.0000000000,g
2835415Actual-ConsumedMaterialconsumed1120.0000000000g,2835415Actual-Consumed,,Material consumed,1120.0000000000,g
2835427Actual-ConsumedMaterialconsumed990.0000000000g,2835427Actual-Consumed,,Material consumed,990.0000000000,g
2835438Actual-ConsumedMaterialconsumed999.9900000000g,2835438Actual-Consumed,,Material consumed,999.9900000000,g
2835673Actual-ConsumedMaterialconsumed905.0100000000g,2835673Actual-Consumed,,Material consumed,905.0100000000,g
2835684Actual-ConsumedMaterialconsumed920.0100000000g,2835684Actual-Consumed,,Material consumed,920.0100000000,g
2835749Actual-ConsumedMaterialconsumed19.3771350000g,2835749Actual-Consumed,,Material consumed,19.3771350000,g
2835750Actual-ConsumedMaterialconsumed17.2748820000g,2835750Actual-Consumed,,Material consumed,17.2748820000,g
2835752Actual-ConsumedMaterialconsumed761.0080000000g,2835752Actual-Consumed,,Material consumed,761.0080000000,g
2835763Actual-ConsumedMaterialconsumed18.7660360000g,2835763Actual-Consumed,,Material consumed,18.7660360000,g
2835764Actual-ConsumedMaterialconsumed16.7300820000g,2835764Actual-Consumed,,Material consumed,16.7300820000,g
2835766Actual-ConsumedMaterialconsumed737.0080000000g,2835766Actual-Consumed,,Material consumed,737.0080000000,g
2835777Actual-ConsumedMaterialconsumed12.0692060000g,2835777Actual-Consumed,,Material consumed,12.0692060000,g
2835778Actual-ConsumedMaterialconsumed10.7598000000g,2835778Actual-Consumed,,Material consumed,10.7598000000,g
2835780Actual-ConsumedMaterialconsumed474.0000000000g,2835780Actual-Consumed,,Material consumed,474.0000000000,g
2835791Actual-ConsumedMaterialconsumed11.3819230000g,2835791Actual-Consumed,,Material consumed,11.3819230000,g
2835792Actual-ConsumedMaterialconsumed10.1470820000g,2835792Actual-Consumed,,Material consumed,10.1470820000,g
2835794Actual-ConsumedMaterialconsumed447.0080000000g,2835794Actual-Consumed,,Material consumed,447.0080000000,g
2835949Actual-ConsumedMaterialconsumed1203.0000000000g,2835949Actual-Consumed,,Material consumed,1203.0000000000,g
2835959Actual-ConsumedMaterialconsumed1203.0000000000g,2835959Actual-Consumed,,Material consumed,1203.0000000000,g
2836018Actual-ConsumedMaterialconsumed930.0000000000g,2836018Actual-Consumed,,Material consumed,930.0000000000,g
2836029Actual-ConsumedMaterialconsumed930.0000000000g,2836029Actual-Consumed,,Material consumed,930.0000000000,g
2836040Actual-ConsumedMaterialconsumed17.5947630000g,2836040Actual-Consumed,,Material consumed,17.5947630000,g
2836041Actual-ConsumedMaterialconsumed15.6858820000g,2836041Actual-Consumed,,Material consumed,15.6858820000,g
2836043Actual-ConsumedMaterialconsumed691.0080000000g,2836043Actual-Consumed,,Material consumed,691.0080000000,g
2836055Actual-ConsumedMaterialconsumed21.2104320000g,2836055Actual-Consumed,,Material consumed,21.2104320000,g
2836056Actual-ConsumedMaterialconsumed18.9092820000g,2836056Actual-Consumed,,Material consumed,18.9092820000,g
2836058Actual-ConsumedMaterialconsumed833.0080000000g,2836058Actual-Consumed,,Material consumed,833.0080000000,g
2836069Actual-ConsumedMaterialconsumed11.1268910000g,2836069Actual-Consumed,,Material consumed,11.1268910000,g
2836070Actual-ConsumedMaterialconsumed9.9197180000g,2836070Actual-Consumed,,Material consumed,9.9197180000,g
2836072Actual-ConsumedMaterialconsumed436.9920000000g,2836072Actual-Consumed,,Material consumed,436.9920000000,g
2836083Actual-ConsumedMaterialconsumed13.2914040000g,2836083Actual-Consumed,,Material consumed,13.2914040000,g
2836084Actual-ConsumedMaterialconsumed11.8494000000g,2836084Actual-Consumed,,Material consumed,11.8494000000,g
2836086Actual-ConsumedMaterialconsumed522.0000000000g,2836086Actual-Consumed,,Material consumed,522.0000000000,g
2836220Actual-ConsumedMaterialconsumed915.0000000000g,2836220Actual-Consumed,,Material consumed,915.0000000000,g
2836231Actual-ConsumedMaterialconsumed905.0100000000g,2836231Actual-Consumed,,Material consumed,905.0100000000,g
2836626Actual-ConsumedMaterialconsumed915.0000000000g,2836626Actual-Consumed,,Material consumed,915.0000000000,g
2836637Actual-ConsumedMaterialconsumed929.0100000000g,2836637Actual-Consumed,,Material consumed,929.0100000000,g
2836705Actual-ConsumedMaterialconsumed1400.0000000000g,2836705Actual-Consumed,,Material consumed,1400.0000000000,g
2836715Actual-ConsumedMaterialconsumed1388.0000000000g,2836715Actual-Consumed,,Material consumed,1388.0000000000,g
2837072Actual-ConsumedMaterialconsumed10.0069500000g,2837072Actual-Consumed,,Material consumed,10.0069500000,g
2837073Actual-ConsumedMaterialconsumed8.9212820000g,2837073Actual-Consumed,,Material consumed,8.9212820000,g
2837075Actual-ConsumedMaterialconsumed393.0080000000g,2837075Actual-Consumed,,Material consumed,393.0080000000,g
2837086Actual-ConsumedMaterialconsumed9.4977010000g,2837086Actual-Consumed,,Material consumed,9.4977010000,g
2837087Actual-ConsumedMaterialconsumed8.4672820000g,2837087Actual-Consumed,,Material consumed,8.4672820000,g
2837089Actual-ConsumedMaterialconsumed373.0080000000g,2837089Actual-Consumed,,Material consumed,373.0080000000,g
2837100Actual-ConsumedMaterialconsumed6.2380990000g,2837100Actual-Consumed,,Material consumed,6.2380990000,g
2837101Actual-ConsumedMaterialconsumed5.5613180000g,2837101Actual-Consumed,,Material consumed,5.5613180000,g
2837103Actual-ConsumedMaterialconsumed244.9920000000g,2837103Actual-Consumed,,Material consumed,244.9920000000,g
2837114Actual-ConsumedMaterialconsumed5.8563660000g,2837114Actual-Consumed,,Material consumed,5.8563660000,g
2837115Actual-ConsumedMaterialconsumed5.2210000000g,2837115Actual-Consumed,,Material consumed,5.2210000000,g
2837117Actual-ConsumedMaterialconsumed230.0000000000g,2837117Actual-Consumed,,Material consumed,230.0000000000,g
2837197Actual-ConsumedMaterialconsumed590.0000000000g,2837197Actual-Consumed,,Material consumed,590.0000000000,g
2837207Actual-ConsumedMaterialconsumed585.0000000000g,2837207Actual-Consumed,,Material consumed,585.0000000000,g
2837217Actual-ConsumedMaterialconsumed431.0000000000g,2837217Actual-Consumed,,Material consumed,431.0000000000,g
2837227Actual-ConsumedMaterialconsumed425.0000000000g,2837227Actual-Consumed,,Material consumed,425.0000000000,g
2837268Actual-ConsumedMaterialconsumed927.0000000000g,2837268Actual-Consumed,,Material consumed,927.0000000000,g
2837279Actual-ConsumedMaterialconsumed911.0100000000g,2837279Actual-Consumed,,Material consumed,911.0100000000,g
2837289Actual-ConsumedMaterialconsumed816.0000000000g,2837289Actual-Consumed,,Material consumed,816.0000000000,g
2837300Actual-ConsumedMaterialconsumed822.0000000000g,2837300Actual-Consumed,,Material consumed,822.0000000000,g
2837573Actual-ConsumedMaterialconsumed587.0000000000g,2837573Actual-Consumed,,Material consumed,587.0000000000,g
2837583Actual-ConsumedMaterialconsumed590.0000000000g,2837583Actual-Consumed,,Material consumed,590.0000000000,g
2837593Actual-ConsumedMaterialconsumed435.0000000000g,2837593Actual-Consumed,,Material consumed,435.0000000000,g
2837603Actual-ConsumedMaterialconsumed430.0000000000g,2837603Actual-Consumed,,Material consumed,430.0000000000,g
2837699Actual-ConsumedMaterialconsumed673.0320000000g,2837699Actual-Consumed,,Material consumed,673.0320000000,g
2837710Actual-ConsumedMaterialconsumed666.0320000000g,2837710Actual-Consumed,,Material consumed,666.0320000000,g
2837721Actual-ConsumedMaterialconsumed344.9640000000g,2837721Actual-Consumed,,Material consumed,344.9640000000,g
2837732Actual-ConsumedMaterialconsumed349.9640000000g,2837732Actual-Consumed,,Material consumed,349.9640000000,g
2837770Actual-ConsumedMaterialconsumed930.0000000000g,2837770Actual-Consumed,,Material consumed,930.0000000000,g
2837782Actual-ConsumedMaterialconsumed930.0000000000g,2837782Actual-Consumed,,Material consumed,930.0000000000,g
2838033Actual-ConsumedMaterialconsumed700.0000000000g,2838033Actual-Consumed,,Material consumed,700.0000000000,g
2838043Actual-ConsumedMaterialconsumed696.0000000000g,2838043Actual-Consumed,,Material consumed,696.0000000000,g
2838053Actual-ConsumedMaterialconsumed507.0000000000g,2838053Actual-Consumed,,Material consumed,507.0000000000,g
2838063Actual-ConsumedMaterialconsumed508.0000000000g,2838063Actual-Consumed,,Material consumed,508.0000000000,g
2838075Actual-ConsumedMaterialconsumed965.0100000000g,2838075Actual-Consumed,,Material consumed,965.0100000000,g
2838086Actual-ConsumedMaterialconsumed965.0100000000g,2838086Actual-Consumed,,Material consumed,965.0100000000,g
2838111Actual-ConsumedMaterialconsumed735.0360000000g,2838111Actual-Consumed,,Material consumed,735.0360000000,g
2838186Actual-ConsumedMaterialconsumed380.9640000000g,2838186Actual-Consumed,,Material consumed,380.9640000000,g
2838198Actual-ConsumedMaterialconsumed380.9640000000g,2838198Actual-Consumed,,Material consumed,380.9640000000,g
2838209Actual-ConsumedMaterialconsumed723.0360000000g,2838209Actual-Consumed,,Material consumed,723.0360000000,g
2838363Actual-ConsumedMaterialconsumed621.0000000000g,2838363Actual-Consumed,,Material consumed,621.0000000000,g
2838373Actual-ConsumedMaterialconsumed621.0000000000g,2838373Actual-Consumed,,Material consumed,621.0000000000,g
2838383Actual-ConsumedMaterialconsumed446.0000000000g,2838383Actual-Consumed,,Material consumed,446.0000000000,g
2838393Actual-ConsumedMaterialconsumed452.0000000000g,2838393Actual-Consumed,,Material consumed,452.0000000000,g
2838489Actual-ConsumedMaterialconsumed379.9980000000g,2838489Actual-Consumed,,Material consumed,379.9980000000,g
2838500Actual-ConsumedMaterialconsumed319.9980000000g,2838500Actual-Consumed,,Material consumed,319.9980000000,g
2838511Actual-ConsumedMaterialconsumed379.9980000000g,2838511Actual-Consumed,,Material consumed,379.9980000000,g
2838534Actual-ConsumedMaterialconsumed319.9980000000g,2838534Actual-Consumed,,Material consumed,319.9980000000,g
2838831Actual-ConsumedMaterialconsumed570.0000000000g,2838831Actual-Consumed,,Material consumed,570.0000000000,g
2838840Actual-ConsumedMaterialconsumed570.0000000000g,2838840Actual-Consumed,,Material consumed,570.0000000000,g
2838862Actual-ConsumedMaterialconsumed487.0000000000g,2838862Actual-Consumed,,Material consumed,487.0000000000,g
2838871Actual-ConsumedMaterialconsumed487.0000000000g,2838871Actual-Consumed,,Material consumed,487.0000000000,g
2838894Actual-ConsumedMaterialconsumed708.0360000000g,2838894Actual-Consumed,,Material consumed,708.0360000000,g
2838905Actual-ConsumedMaterialconsumed710.0360000000g,2838905Actual-Consumed,,Material consumed,710.0360000000,g
2838916Actual-ConsumedMaterialconsumed364.9640000000g,2838916Actual-Consumed,,Material consumed,364.9640000000,g
2838927Actual-ConsumedMaterialconsumed365.9640000000g,2838927Actual-Consumed,,Material consumed,365.9640000000,g
2838953Actual-ConsumedMaterialconsumed534.0000000000g,2838953Actual-Consumed,,Material consumed,534.0000000000,g
2838964Actual-ConsumedMaterialconsumed538.0020000000g,2838964Actual-Consumed,,Material consumed,538.0020000000,g
2838975Actual-ConsumedMaterialconsumed460.9980000000g,2838975Actual-Consumed,,Material consumed,460.9980000000,g
2838986Actual-ConsumedMaterialconsumed466.9980000000g,2838986Actual-Consumed,,Material consumed,466.9980000000,g
2839186Actual-ConsumedMaterialconsumed545.0000000000g,2839186Actual-Consumed,,Material consumed,545.0000000000,g
2839195Actual-ConsumedMaterialconsumed545.0000000000g,2839195Actual-Consumed,,Material consumed,545.0000000000,g
2839204Actual-ConsumedMaterialconsumed466.0000000000g,2839204Actual-Consumed,,Material consumed,466.0000000000,g
2839213Actual-ConsumedMaterialconsumed466.0000000000g,2839213Actual-Consumed,,Material consumed,466.0000000000,g
2839224Actual-ConsumedMaterialconsumed658.0320000000g,2839224Actual-Consumed,,Material consumed,658.0320000000,g
2839235Actual-ConsumedMaterialconsumed660.0320000000g,2839235Actual-Consumed,,Material consumed,660.0320000000,g
2839246Actual-ConsumedMaterialconsumed344.9640000000g,2839246Actual-Consumed,,Material consumed,344.9640000000,g
2839257Actual-ConsumedMaterialconsumed347.9640000000g,2839257Actual-Consumed,,Material consumed,347.9640000000,g
2839472Actual-ConsumedMaterialconsumed1001.0000000000g,2839472Actual-Consumed,,Material consumed,1001.0000000000,g
2839482Actual-ConsumedMaterialconsumed999.0000000000g,2839482Actual-Consumed,,Material consumed,999.0000000000,g
2839543Actual-ConsumedMaterialconsumed433.0020000000g,2839543Actual-Consumed,,Material consumed,433.0020000000,g
2839554Actual-ConsumedMaterialconsumed451.9980000000g,2839554Actual-Consumed,,Material consumed,451.9980000000,g
2839565Actual-ConsumedMaterialconsumed385.9980000000g,2839565Actual-Consumed,,Material consumed,385.9980000000,g
2839576Actual-ConsumedMaterialconsumed391.9980000000g,2839576Actual-Consumed,,Material consumed,391.9980000000,g
2839723Actual-ConsumedMaterialconsumed558.0000000000g,2839723Actual-Consumed,,Material consumed,558.0000000000,g
2839734Actual-ConsumedMaterialconsumed579.0000000000g,2839734Actual-Consumed,,Material consumed,579.0000000000,g
2839828Actual-ConsumedMaterialconsumed1010.0000000000g,2839828Actual-Consumed,,Material consumed,1010.0000000000,g
2839838Actual-ConsumedMaterialconsumed1015.0000000000g,2839838Actual-Consumed,,Material consumed,1015.0000000000,g
2839873Actual-ConsumedMaterialconsumed453.0000000000g,2839873Actual-Consumed,,Material consumed,453.0000000000,g
2839884Actual-ConsumedMaterialconsumed451.0020000000g,2839884Actual-Consumed,,Material consumed,451.0020000000,g
2839887Actual-ConsumedMaterialconsumed-61.9998000000g,2839887Actual-Consumed,,Material consumed,-61.9998000000,g
2839890Actual-ConsumedMaterialconsumed-58.0002000000g,2839890Actual-Consumed,,Material consumed,-58.0002000000,g
2839901Actual-ConsumedMaterialconsumed453.0000000000g,2839901Actual-Consumed,,Material consumed,453.0000000000,g
2839912Actual-ConsumedMaterialconsumed451.0020000000g,2839912Actual-Consumed,,Material consumed,451.0020000000,g
2840577Actual-ConsumedMaterialconsumed1043.0000000000g,2840577Actual-Consumed,,Material consumed,1043.0000000000,g
2840587Actual-ConsumedMaterialconsumed1040.0000000000g,2840587Actual-Consumed,,Material consumed,1040.0000000000,g
2840597Actual-ConsumedMaterialconsumed1033.0000000000g,2840597Actual-Consumed,,Material consumed,1033.0000000000,g
2840607Actual-ConsumedMaterialconsumed1029.0000000000g,2840607Actual-Consumed,,Material consumed,1029.0000000000,g
2840619Actual-ConsumedMaterialconsumed945.0000000000g,2840619Actual-Consumed,,Material consumed,945.0000000000,g
2840630Actual-ConsumedMaterialconsumed945.0000000000g,2840630Actual-Consumed,,Material consumed,945.0000000000,g
2840872Actual-ConsumedMaterialconsumed1082.0000000000g,2840872Actual-Consumed,,Material consumed,1082.0000000000,g
2840882Actual-ConsumedMaterialconsumed1085.0000000000g,2840882Actual-Consumed,,Material consumed,1085.0000000000,g
2840954Actual-ConsumedMaterialconsumed1051.0000000000g,2840954Actual-Consumed,,Material consumed,1051.0000000000,g
2840964Actual-ConsumedMaterialconsumed1044.0000000000g,2840964Actual-Consumed,,Material consumed,1044.0000000000,g
2841043Actual-ConsumedMaterialconsumed984.9980000000g,2841043Actual-Consumed,,Material consumed,984.9980000000,g
2841054Actual-ConsumedMaterialconsumed984.9980000000g,2841054Actual-Consumed,,Material consumed,984.9980000000,g
2841365Actual-ConsumedMaterialconsumed1044.0000000000g,2841365Actual-Consumed,,Material consumed,1044.0000000000,g
2841375Actual-ConsumedMaterialconsumed1027.0000000000g,2841375Actual-Consumed,,Material consumed,1027.0000000000,g
2841445Actual-ConsumedMaterialconsumed442.0000000000g,2841445Actual-Consumed,,Material consumed,442.0000000000,g
2841455Actual-ConsumedMaterialconsumed448.0000000000g,2841455Actual-Consumed,,Material consumed,448.0000000000,g
2841676Actual-ConsumedMaterialconsumed970.0040000000g,2841676Actual-Consumed,,Material consumed,970.0040000000,g
2841687Actual-ConsumedMaterialconsumed970.0040000000g,2841687Actual-Consumed,,Material consumed,970.0040000000,g
2841768Actual-ConsumedMaterialconsumed1047.0000000000g,2841768Actual-Consumed,,Material consumed,1047.0000000000,g
2841778Actual-ConsumedMaterialconsumed1021.0000000000g,2841778Actual-Consumed,,Material consumed,1021.0000000000,g
2841990Actual-ConsumedMaterialconsumed494.1600000000g,2841990Actual-Consumed,,Material consumed,494.1600000000,g
2842000Actual-ConsumedMaterialconsumed497.1680000000g,2842000Actual-Consumed,,Material consumed,497.1680000000,g
2842010Actual-ConsumedMaterialconsumed210.7920000000g,2842010Actual-Consumed,,Material consumed,210.7920000000,g
2842020Actual-ConsumedMaterialconsumed213.7680000000g,2842020Actual-Consumed,,Material consumed,213.7680000000,g
2842087Actual-ConsumedMaterialconsumed910.0000000000g,2842087Actual-Consumed,,Material consumed,910.0000000000,g
2842098Actual-ConsumedMaterialconsumed910.0000000000g,2842098Actual-Consumed,,Material consumed,910.0000000000,g
2842192Actual-ConsumedMaterialconsumed927.0000000000g,2842192Actual-Consumed,,Material consumed,927.0000000000,g
2842202Actual-ConsumedMaterialconsumed943.0000000000g,2842202Actual-Consumed,,Material consumed,943.0000000000,g
2842282Actual-ConsumedMaterialconsumed1046.0000000000g,2842282Actual-Consumed,,Material consumed,1046.0000000000,g
2842292Actual-ConsumedMaterialconsumed993.0000000000g,2842292Actual-Consumed,,Material consumed,993.0000000000,g
2842331Actual-ConsumedMaterialconsumed1040.0040000000g,2842331Actual-Consumed,,Material consumed,1040.0040000000,g
2842342Actual-ConsumedMaterialconsumed1070.0060000000g,2842342Actual-Consumed,,Material consumed,1070.0060000000,g
2842531Actual-ConsumedMaterialconsumed970.0000000000g,2842531Actual-Consumed,,Material consumed,970.0000000000,g
2842542Actual-ConsumedMaterialconsumed998.0000000000g,2842542Actual-Consumed,,Material consumed,998.0000000000,g
2842641Actual-ConsumedMaterialconsumed802.8880000000g,2842641Actual-Consumed,,Material consumed,802.8880000000,g
2842651Actual-ConsumedMaterialconsumed796.8720000000g,2842651Actual-Consumed,,Material consumed,796.8720000000,g
2842717Actual-ConsumedMaterialconsumed341.0400000000g,2842717Actual-Consumed,,Material consumed,341.0400000000,g
2842739Actual-ConsumedMaterialconsumed344.0240000000g,2842739Actual-Consumed,,Material consumed,344.0240000000,g
2842835Actual-ConsumedMaterialconsumed980.0000000000g,2842835Actual-Consumed,,Material consumed,980.0000000000,g
2842846Actual-ConsumedMaterialconsumed970.0040000000g,2842846Actual-Consumed,,Material consumed,970.0040000000,g
2842985Actual-ConsumedMaterialconsumed993.0000000000g,2842985Actual-Consumed,,Material consumed,993.0000000000,g
2842995Actual-ConsumedMaterialconsumed1008.0000000000g,2842995Actual-Consumed,,Material consumed,1008.0000000000,g
2843354Actual-ConsumedMaterialconsumed861.0240000000g,2843354Actual-Consumed,,Material consumed,861.0240000000,g
2843364Actual-ConsumedMaterialconsumed848.9920000000g,2843364Actual-Consumed,,Material consumed,848.9920000000,g
2843374Actual-ConsumedMaterialconsumed354.9600000000g,2843374Actual-Consumed,,Material consumed,354.9600000000,g
2843384Actual-ConsumedMaterialconsumed362.9120000000g,2843384Actual-Consumed,,Material consumed,362.9120000000,g
2843486Actual-ConsumedMaterialconsumed1020.0000000000g,2843486Actual-Consumed,,Material consumed,1020.0000000000,g
2843496Actual-ConsumedMaterialconsumed1014.0000000000g,2843496Actual-Consumed,,Material consumed,1014.0000000000,g
2843548Actual-ConsumedMaterialconsumed860.0060000000g,2843548Actual-Consumed,,Material consumed,860.0060000000,g
2843559Actual-ConsumedMaterialconsumed830.0040000000g,2843559Actual-Consumed,,Material consumed,830.0040000000,g
2843643Actual-ConsumedMaterialconsumed940.0000000000g,2843643Actual-Consumed,,Material consumed,940.0000000000,g
2843653Actual-ConsumedMaterialconsumed940.0000000000g,2843653Actual-Consumed,,Material consumed,940.0000000000,g
2843757Actual-ConsumedMaterialconsumed917.0454540000g,2843757Actual-Consumed,,Material consumed,917.0454540000,g
2843767Actual-ConsumedMaterialconsumed931.8136360000g,2843767Actual-Consumed,,Material consumed,931.8136360000,g
2844039Actual-ConsumedMaterialconsumed922.7318180000g,2844039Actual-Consumed,,Material consumed,922.7318180000,g
2844049Actual-ConsumedMaterialconsumed935.2227270000g,2844049Actual-Consumed,,Material consumed,935.2227270000,g
2844162Actual-ConsumedMaterialconsumed636.4960000000g,2844162Actual-Consumed,,Material consumed,636.4960000000,g
2844172Actual-ConsumedMaterialconsumed637.4960000000g,2844172Actual-Consumed,,Material consumed,637.4960000000,g
2844182Actual-ConsumedMaterialconsumed266.4720000000g,2844182Actual-Consumed,,Material consumed,266.4720000000,g
2844192Actual-ConsumedMaterialconsumed270.4480000000g,2844192Actual-Consumed,,Material consumed,270.4480000000,g
2844213Actual-ConsumedMaterialconsumed950.0000000000g,2844213Actual-Consumed,,Material consumed,950.0000000000,g
2844223Actual-ConsumedMaterialconsumed950.0000000000g,2844223Actual-Consumed,,Material consumed,950.0000000000,g
2844349Actual-ConsumedMaterialconsumed952.2681820000g,2844349Actual-Consumed,,Material consumed,952.2681820000,g
2844360Actual-ConsumedMaterialconsumed914.7681820000g,2844360Actual-Consumed,,Material consumed,914.7681820000,g
2844541Actual-ConsumedMaterialconsumed920.0000000000g,2844541Actual-Consumed,,Material consumed,920.0000000000,g
2844551Actual-ConsumedMaterialconsumed920.0000000000g,2844551Actual-Consumed,,Material consumed,920.0000000000,g
2844588Actual-ConsumedMaterialconsumed441.0000000000g,2844588Actual-Consumed,,Material consumed,441.0000000000,g
2844599Actual-ConsumedMaterialconsumed445.0000000000g,2844599Actual-Consumed,,Material consumed,445.0000000000,g
2844611Actual-ConsumedMaterialconsumed441.0000000000g,2844611Actual-Consumed,,Material consumed,441.0000000000,g
2844622Actual-ConsumedMaterialconsumed444.9900000000g,2844622Actual-Consumed,,Material consumed,444.9900000000,g
2844675Actual-ConsumedMaterialconsumed-445.0000000000g,2844675Actual-Consumed,,Material consumed,-445.0000000000,g
2844678Actual-ConsumedMaterialconsumed-441.0000000000g,2844678Actual-Consumed,,Material consumed,-441.0000000000,g
2844741Actual-ConsumedMaterialconsumed886.3636360000g,2844741Actual-Consumed,,Material consumed,886.3636360000,g
2844751Actual-ConsumedMaterialconsumed898.8681820000g,2844751Actual-Consumed,,Material consumed,898.8681820000,g
2845016Actual-ConsumedMaterialconsumed940.0000000000g,2845016Actual-Consumed,,Material consumed,940.0000000000,g
2845026Actual-ConsumedMaterialconsumed940.0000000000g,2845026Actual-Consumed,,Material consumed,940.0000000000,g
2845036Actual-ConsumedMaterialconsumed863.6318180000g,2845036Actual-Consumed,,Material consumed,863.6318180000,g
2845046Actual-ConsumedMaterialconsumed889.7727270000g,2845046Actual-Consumed,,Material consumed,889.7727270000,g
2845094Actual-ConsumedMaterialconsumed537.0000000000g,2845094Actual-Consumed,,Material consumed,537.0000000000,g
2845103Actual-ConsumedMaterialconsumed527.0000000000g,2845103Actual-Consumed,,Material consumed,527.0000000000,g
2845112Actual-ConsumedMaterialconsumed449.0000000000g,2845112Actual-Consumed,,Material consumed,449.0000000000,g
2845121Actual-ConsumedMaterialconsumed460.0000000000g,2845121Actual-Consumed,,Material consumed,460.0000000000,g
2845420Actual-ConsumedMaterialconsumed909.0954540000g,2845420Actual-Consumed,,Material consumed,909.0954540000,g
2845430Actual-ConsumedMaterialconsumed920.4545450000g,2845430Actual-Consumed,,Material consumed,920.4545450000,g
2845515Actual-ConsumedMaterialconsumed957.0000000000g,2845515Actual-Consumed,,Material consumed,957.0000000000,g
2845525Actual-ConsumedMaterialconsumed953.0000000000g,2845525Actual-Consumed,,Material consumed,953.0000000000,g
2845630Actual-ConsumedMaterialconsumed634.0000000000g,2845630Actual-Consumed,,Material consumed,634.0000000000,g
2845639Actual-ConsumedMaterialconsumed616.0000000000g,2845639Actual-Consumed,,Material consumed,616.0000000000,g
2845648Actual-ConsumedMaterialconsumed531.0000000000g,2845648Actual-Consumed,,Material consumed,531.0000000000,g
2845657Actual-ConsumedMaterialconsumed537.0000000000g,2845657Actual-Consumed,,Material consumed,537.0000000000,g
2845698Actual-ConsumedMaterialconsumed897.7227270000g,2845698Actual-Consumed,,Material consumed,897.7227270000,g
2845708Actual-ConsumedMaterialconsumed897.7227270000g,2845708Actual-Consumed,,Material consumed,897.7227270000,g
2845814Actual-ConsumedMaterialconsumed947.0000000000g,2845814Actual-Consumed,,Material consumed,947.0000000000,g
2845824Actual-ConsumedMaterialconsumed951.0000000000g,2845824Actual-Consumed,,Material consumed,951.0000000000,g
2845876Actual-ConsumedMaterialconsumed882.9545450000g,2845876Actual-Consumed,,Material consumed,882.9545450000,g
2845886Actual-ConsumedMaterialconsumed890.9045450000g,2845886Actual-Consumed,,Material consumed,890.9045450000,g
