PrimaryKey,id,description,effectiveTimestamp,operationsType,enterpriseFunction,category
154723-BREADBLAST05,154723-BREADBLAST05,Air Pocket Defect,2023-05-10T16:58:38,Maintenance,Maintenance management,Production Interruption
154758-BREADBLAST04,154758-BREADBLAST04,Air Pocket Defect,2023-05-10T22:22:19,Maintenance,Maintenance management,Production Interruption
154762-BREADBLAST04,154762-BREADBLAST04,Air Pocket Defect,2023-05-10T23:11:41,Maintenance,Maintenance management,Production Interruption
152304-BREADBLAST06,152304-BREADBLAST06,Air Pocket Defect,2023-04-25T06:58:04,Maintenance,Maintenance management,Production Interruption
152336-BREADBLAST06,152336-BREADBLAST06,Air Pocket Defect,2023-04-25T12:14:44,Maintenance,Maintenance management,Production Interruption
152351-BREADBLAST06,152351-BREADBLAST06,Air Pocket Defect,2023-04-25T15:31:38,Maintenance,Maintenance management,Production Interruption
152320-BREADBLAST07,152320-BREADBLAST07,Air Pocket Defect,2023-04-25T09:49:51,Maintenance,Maintenance management,Production Interruption
152337-BREADBLAST06,152337-BREADBLAST06,Air Pocket Defect,2023-04-25T12:35:09,Maintenance,Maintenance management,Production Interruption
152343-BREADBLAST06,152343-BREADBLAST06,Air Pocket Defect,2023-04-25T13:59:29,Maintenance,Maintenance management,Production Interruption
152344-BREADBLAST04,152344-BREADBLAST04,Production Planning,2023-04-25T12:00:00,Maintenance,Maintenance management,On Hold
152345-BREADBLAST04,152345-BREADBLAST04,Production Planning,2023-04-25T12:00:00,Maintenance,Maintenance management,On Hold
152346-BREADBLAST04,152346-BREADBLAST04,Production Planning,2023-04-25T12:00:00,Maintenance,Maintenance management,On Hold
152376-BREADBLAST07,152376-BREADBLAST07,Air Pocket Defect,2023-04-25T13:30:00,Maintenance,Maintenance management,Production Interruption
152358-BREADBLAST04,152358-BREADBLAST04,Production Planning,2023-04-24T12:00:00,Maintenance,Maintenance management,On Hold
152359-BREADBLAST04,152359-BREADBLAST04,Production Planning,2023-04-24T12:00:00,Maintenance,Maintenance management,On Hold
152360-BREADBLAST04,152360-BREADBLAST04,Production Planning,2023-04-24T12:00:00,Maintenance,Maintenance management,On Hold
152363-BREADBLAST06,152363-BREADBLAST06,Air Pocket Defect,2023-04-25T17:13:07,Maintenance,Maintenance management,Production Interruption
152375-BREADBLAST07,152375-BREADBLAST07,Air Pocket Defect,2023-04-25T20:30:00,Maintenance,Maintenance management,Production Interruption
152378-BREADBLAST06,152378-BREADBLAST06,Air Pocket Defect,2023-04-25T21:10:43,Maintenance,Maintenance management,Production Interruption
152385-BREADBLAST06,152385-BREADBLAST06,Air Pocket Defect,2023-04-25T21:59:47,Maintenance,Maintenance management,Production Interruption
152490-BREADBLAST06,152490-BREADBLAST06,Product/Size/Shape,2023-04-26T00:03:46,Maintenance,Maintenance management,Recipe Transition
152491-BREADBLAST06,152491-BREADBLAST06,Product/Size/Shape,2023-04-26T00:03:46,Maintenance,Maintenance management,Recipe Transition
152492-BREADBLAST06,152492-BREADBLAST06,Product/Size/Shape,2023-04-26T13:22:34,Maintenance,Maintenance management,Recipe Transition
152502-BREADBLAST06,152502-BREADBLAST06,Proofer Beam,2023-04-26T15:38:22,Maintenance,Maintenance management,Machine Malfunction
152507-BREADBLAST06,152507-BREADBLAST06,Proofer Beam,2023-04-26T15:59:11,Maintenance,Maintenance management,Machine Malfunction
152516-BREADBLAST07,152516-BREADBLAST07,Air Pocket Defect,2023-04-26T17:20:00,Maintenance,Maintenance management,Production Interruption
152510-BREADBLAST06,152510-BREADBLAST06,Proofer Beam,2023-04-26T16:22:13,Maintenance,Maintenance management,Machine Malfunction
152535-BREADBLAST05,152535-BREADBLAST05,Recipe Completion,2023-04-26T20:23:14,Maintenance,Maintenance management,Production Interruption
152524-BREADBLAST06,152524-BREADBLAST06,Proofer Beam,2023-04-26T18:28:14,Maintenance,Maintenance management,Machine Malfunction
152520-BREADBLAST06,152520-BREADBLAST06,Proofer Beam,2023-04-26T17:03:50,Maintenance,Maintenance management,Machine Malfunction
152531-BREADBLAST06,152531-BREADBLAST06,Rest Periods,2023-04-26T19:12:44,Maintenance,Maintenance management,Production Interruption
152532-BREADBLAST05,152532-BREADBLAST05,Oven Ventilation Check,2023-04-26T20:19:23,Maintenance,Maintenance management,Production Interruption
152544-BREADBLAST06,152544-BREADBLAST06,Proofer Beam,2023-04-26T21:03:13,Maintenance,Maintenance management,Machine Malfunction
152575-BREADBLAST06,152575-BREADBLAST06,Proofer Beam,2023-04-26T21:26:56,Maintenance,Maintenance management,Machine Malfunction
152579-BREADBLAST06,152579-BREADBLAST06,Proofer Beam,2023-04-26T22:04:34,Maintenance,Maintenance management,Machine Malfunction
152581-BREADBLAST04,152581-BREADBLAST04,Shift Start,2023-04-26T22:23:36,Maintenance,Maintenance management,Ready / Close Operations
152548-BREADBLAST04,152548-BREADBLAST04,Product/Size/Shape,2023-04-13T23:20:40,Maintenance,Maintenance management,Recipe Transition
152549-BREADBLAST04,152549-BREADBLAST04,Product/Size/Shape,2023-04-13T23:20:40,Maintenance,Maintenance management,Recipe Transition
152550-BREADBLAST04,152550-BREADBLAST04,Product/Size/Shape,2023-04-13T23:20:40,Maintenance,Maintenance management,Recipe Transition
152551-BREADBLAST04,152551-BREADBLAST04,Product/Size/Shape,2023-04-13T23:20:40,Maintenance,Maintenance management,Recipe Transition
152552-BREADBLAST04,152552-BREADBLAST04,Product/Size/Shape,2023-04-13T23:20:40,Maintenance,Maintenance management,Recipe Transition
152553-BREADBLAST04,152553-BREADBLAST04,Product/Size/Shape,2023-04-13T23:20:40,Maintenance,Maintenance management,Recipe Transition
152554-BREADBLAST04,152554-BREADBLAST04,Product/Size/Shape,2023-04-13T23:20:40,Maintenance,Maintenance management,Recipe Transition
152555-BREADBLAST04,152555-BREADBLAST04,Product/Size/Shape,2023-04-13T23:20:40,Maintenance,Maintenance management,Recipe Transition
152556-BREADBLAST04,152556-BREADBLAST04,Product/Size/Shape,2023-04-13T23:20:40,Maintenance,Maintenance management,Recipe Transition
152557-BREADBLAST04,152557-BREADBLAST04,Product/Size/Shape,2023-04-13T23:20:40,Maintenance,Maintenance management,Recipe Transition
152558-BREADBLAST04,152558-BREADBLAST04,Product/Size/Shape,2023-04-13T23:20:40,Maintenance,Maintenance management,Recipe Transition
154793-BREADBLAST06,154793-BREADBLAST06,Oven Ventilation Check,2023-05-11T04:11:33,Maintenance,Maintenance management,Production Interruption
154818-BREADBLAST07,154818-BREADBLAST07,Air Pocket Defect,2023-05-11T01:35:00,Maintenance,Maintenance management,Production Interruption
154819-BREADBLAST07,154819-BREADBLAST07,Air Pocket Defect,2023-05-11T10:25:00,Maintenance,Maintenance management,Production Interruption
154844-BREADBLAST04,154844-BREADBLAST04,Oven Ventilation Check,2023-05-11T13:19:13,Maintenance,Maintenance management,Production Interruption
154884-BREADBLAST05,154884-BREADBLAST05,Oven Ventilation Check,2023-05-11T19:47:51,Maintenance,Maintenance management,Production Interruption
152559-BREADBLAST04,152559-BREADBLAST04,Product/Size/Shape,2023-04-13T23:20:40,Maintenance,Maintenance management,Recipe Transition
152560-BREADBLAST04,152560-BREADBLAST04,Product/Size/Shape,2023-04-13T23:20:40,Maintenance,Maintenance management,Recipe Transition
152561-BREADBLAST04,152561-BREADBLAST04,Product/Size/Shape,2023-04-13T23:20:40,Maintenance,Maintenance management,Recipe Transition
152562-BREADBLAST04,152562-BREADBLAST04,Product/Size/Shape,2023-04-13T23:20:40,Maintenance,Maintenance management,Recipe Transition
152563-BREADBLAST04,152563-BREADBLAST04,Product/Size/Shape,2023-04-13T23:20:40,Maintenance,Maintenance management,Recipe Transition
152564-BREADBLAST04,152564-BREADBLAST04,Product/Size/Shape,2023-04-13T23:20:40,Maintenance,Maintenance management,Recipe Transition
152565-BREADBLAST04,152565-BREADBLAST04,Product/Size/Shape,2023-04-13T23:20:40,Maintenance,Maintenance management,Recipe Transition
152566-BREADBLAST04,152566-BREADBLAST04,Product/Size/Shape,2023-04-13T23:20:40,Maintenance,Maintenance management,Recipe Transition
152567-BREADBLAST04,152567-BREADBLAST04,Product/Size/Shape,2023-04-13T23:20:40,Maintenance,Maintenance management,Recipe Transition
152568-BREADBLAST04,152568-BREADBLAST04,Product/Size/Shape,2023-04-13T23:20:40,Maintenance,Maintenance management,Recipe Transition
152569-BREADBLAST04,152569-BREADBLAST04,Product/Size/Shape,2023-04-13T23:20:40,Maintenance,Maintenance management,Recipe Transition
152570-BREADBLAST04,152570-BREADBLAST04,Product/Size/Shape,2023-04-13T23:20:40,Maintenance,Maintenance management,Recipe Transition
152571-BREADBLAST04,152571-BREADBLAST04,Product/Size/Shape,2023-04-13T23:20:40,Maintenance,Maintenance management,Recipe Transition
152572-BREADBLAST04,152572-BREADBLAST04,Product/Size/Shape,2023-04-13T23:20:40,Maintenance,Maintenance management,Recipe Transition
152573-BREADBLAST04,152573-BREADBLAST04,Product/Size/Shape,2023-04-13T23:20:40,Maintenance,Maintenance management,Recipe Transition
152574-BREADBLAST04,152574-BREADBLAST04,Product/Size/Shape,2023-04-13T23:20:40,Maintenance,Maintenance management,Recipe Transition
152578-BREADBLAST04,152578-BREADBLAST04,Air Pocket Defect,2023-04-26T21:57:55,Maintenance,Maintenance management,Production Interruption
152582-BREADBLAST04,152582-BREADBLAST04,Mixer Motor Failure,2023-04-26T22:52:53,Maintenance,Maintenance management,Machine Malfunction
152583-BREADBLAST04,152583-BREADBLAST04,Mixer Motor Failure,2023-04-26T23:17:22,Maintenance,Maintenance management,Machine Malfunction
152588-BREADBLAST06,152588-BREADBLAST06,Proofer Beam,2023-04-26T22:26:00,Maintenance,Maintenance management,Machine Malfunction
152589-BREADBLAST06,152589-BREADBLAST06,Proofer Beam,2023-04-26T19:58:00,Maintenance,Maintenance management,Machine Malfunction
152590-BREADBLAST06,152590-BREADBLAST06,Proofer Beam,2023-04-26T13:26:00,Maintenance,Maintenance management,Machine Malfunction
152601-BREADBLAST04,152601-BREADBLAST04,Recipe Completion,2023-04-26T23:52:33,Maintenance,Maintenance management,Production Interruption
152602-BREADBLAST04,152602-BREADBLAST04,Recipe Completion,2023-04-26T23:52:33,Maintenance,Maintenance management,Production Interruption
152591-BREADBLAST04,152591-BREADBLAST04,Oven Prebaking,2023-04-26T23:25:49,Maintenance,Maintenance management,Machine Malfunction
152604-BREADBLAST04,152604-BREADBLAST04,Recipe Completion,2023-04-27T00:33:31,Maintenance,Maintenance management,Production Interruption
152592-BREADBLAST04,152592-BREADBLAST04,Oven Prebaking,2023-04-26T23:49:32,Maintenance,Maintenance management,Machine Malfunction
152620-BREADBLAST04,152620-BREADBLAST04,Proofer Beam,2023-04-27T03:11:27,Maintenance,Maintenance management,Machine Malfunction
152622-BREADBLAST04,152622-BREADBLAST04,Air Pocket Defect,2023-04-27T03:36:19,Maintenance,Maintenance management,Production Interruption
152626-BREADBLAST04,152626-BREADBLAST04,Air Pocket Defect,2023-04-27T04:32:28,Maintenance,Maintenance management,Production Interruption
152638-BREADBLAST05,152638-BREADBLAST05,Oven Ventilation Check,2023-04-27T07:34:33,Maintenance,Maintenance management,Production Interruption
152651-BREADBLAST07,152651-BREADBLAST07,Air Pocket Defect,2023-04-27T08:00:00,Maintenance,Maintenance management,Production Interruption
152655-BREADBLAST04,152655-BREADBLAST04,Air Pocket Defect,2023-04-27T11:13:32,Maintenance,Maintenance management,Production Interruption
152662-BREADBLAST04,152662-BREADBLAST04,Air Pocket Defect,2023-04-27T12:00:46,Maintenance,Maintenance management,Production Interruption
152686-BREADBLAST07,152686-BREADBLAST07,Air Pocket Defect,2023-04-27T13:50:00,Maintenance,Maintenance management,Production Interruption
152624-BREADBLAST04,152624-BREADBLAST04,Proofer Beam,2023-04-27T03:56:45,Maintenance,Maintenance management,Machine Malfunction
152639-BREADBLAST04,152639-BREADBLAST04,Air Pocket Defect,2023-04-27T07:42:05,Maintenance,Maintenance management,Production Interruption
151819-BREADBLAST06,151819-BREADBLAST06,Control System Fault,2023-04-21T18:08:44,Maintenance,Maintenance management,Machine Malfunction
151897-BREADBLAST06,151897-BREADBLAST06,Air Pocket Defect,2023-04-22T08:59:30,Maintenance,Maintenance management,Production Interruption
151877-BREADBLAST06,151877-BREADBLAST06,Air Pocket Defect,2023-04-22T04:25:59,Maintenance,Maintenance management,Production Interruption
151900-BREADBLAST06,151900-BREADBLAST06,Air Pocket Defect,2023-04-22T09:12:06,Maintenance,Maintenance management,Production Interruption
151901-BREADBLAST06,151901-BREADBLAST06,Air Pocket Defect,2023-04-22T09:17:44,Maintenance,Maintenance management,Production Interruption
151926-BREADBLAST06,151926-BREADBLAST06,Air Pocket Defect,2023-04-22T12:47:42,Maintenance,Maintenance management,Production Interruption
164614-BREADBLAST06,164614-BREADBLAST06,Oven Ventilation Check,2023-07-08T00:14:05,Maintenance,Maintenance management,Production Interruption
164629-BREADBLAST06,164629-BREADBLAST06,Oven Ventilation Check,2023-07-08T03:43:53,Maintenance,Maintenance management,Production Interruption
164660-BREADBLAST04,164660-BREADBLAST04,Air Pocket Defect,2023-07-08T10:22:52,Maintenance,Maintenance management,Production Interruption
164663-BREADBLAST04,164663-BREADBLAST04,Air Pocket Defect,2023-07-08T10:49:46,Maintenance,Maintenance management,Production Interruption
164639-BREADBLAST04,164639-BREADBLAST04,Air Pocket Defect,2023-07-08T05:52:44,Maintenance,Maintenance management,Production Interruption
164646-BREADBLAST04,164646-BREADBLAST04,Air Pocket Defect,2023-07-08T07:16:37,Maintenance,Maintenance management,Production Interruption
164647-BREADBLAST04,164647-BREADBLAST04,Air Pocket Defect,2023-07-08T07:39:22,Maintenance,Maintenance management,Production Interruption
164640-BREADBLAST04,164640-BREADBLAST04,Air Pocket Defect,2023-07-08T06:14:53,Maintenance,Maintenance management,Production Interruption
153623-BREADBLAST05,153623-BREADBLAST05,Air Pocket Defect,2023-05-04T02:18:10,Maintenance,Maintenance management,Production Interruption
153633-BREADBLAST05,153633-BREADBLAST05,Air Pocket Defect,2023-05-04T03:23:48,Maintenance,Maintenance management,Production Interruption
153640-BREADBLAST05,153640-BREADBLAST05,Air Pocket Defect,2023-05-04T04:07:54,Maintenance,Maintenance management,Production Interruption
153625-BREADBLAST05,153625-BREADBLAST05,Air Pocket Defect,2023-05-04T02:38:48,Maintenance,Maintenance management,Production Interruption
153626-BREADBLAST06,153626-BREADBLAST06,Product/Size/Shape,2023-05-04T02:58:29,Maintenance,Maintenance management,Recipe Transition
153627-BREADBLAST06,153627-BREADBLAST06,Product/Size/Shape,2023-05-04T03:00:51,Maintenance,Maintenance management,Recipe Transition
153630-BREADBLAST05,153630-BREADBLAST05,Air Pocket Defect,2023-05-04T02:59:48,Maintenance,Maintenance management,Production Interruption
153643-BREADBLAST05,153643-BREADBLAST05,Air Pocket Defect,2023-05-04T04:30:01,Maintenance,Maintenance management,Production Interruption
153644-BREADBLAST05,153644-BREADBLAST05,Air Pocket Defect,2023-05-04T04:54:20,Maintenance,Maintenance management,Production Interruption
153667-BREADBLAST06,153667-BREADBLAST06,Product/Size/Shape,2023-05-04T08:31:33,Maintenance,Maintenance management,Recipe Transition
153668-BREADBLAST07,153668-BREADBLAST07,Air Pocket Defect,2023-05-04T01:48:00,Maintenance,Maintenance management,Production Interruption
153697-BREADBLAST06,153697-BREADBLAST06,Oven Ventilation Check,2023-05-04T12:55:42,Maintenance,Maintenance management,Production Interruption
153708-BREADBLAST05,153708-BREADBLAST05,Product/Size/Shape,2023-05-04T14:06:31,Maintenance,Maintenance management,Recipe Transition
153710-BREADBLAST05,153710-BREADBLAST05,Product/Size/Shape,2023-05-04T14:51:56,Maintenance,Maintenance management,Recipe Transition
153709-BREADBLAST05,153709-BREADBLAST05,Product/Size/Shape,2023-05-04T14:39:21,Maintenance,Maintenance management,Recipe Transition
153741-BREADBLAST06,153741-BREADBLAST06,Oven Ventilation Check,2023-05-04T20:24:12,Maintenance,Maintenance management,Production Interruption
153743-BREADBLAST06,153743-BREADBLAST06,Oven Ventilation Check,2023-05-04T20:33:55,Maintenance,Maintenance management,Production Interruption
153748-BREADBLAST05,153748-BREADBLAST05,Air Pocket Defect,2023-05-04T20:41:09,Maintenance,Maintenance management,Production Interruption
153750-BREADBLAST05,153750-BREADBLAST05,Air Pocket Defect,2023-05-04T21:03:39,Maintenance,Maintenance management,Production Interruption
153723-BREADBLAST06,153723-BREADBLAST06,Oven Ventilation Check,2023-05-04T17:25:35,Maintenance,Maintenance management,Production Interruption
153735-BREADBLAST05,153735-BREADBLAST05,Air Pocket Defect,2023-05-04T19:22:37,Maintenance,Maintenance management,Production Interruption
153736-BREADBLAST05,153736-BREADBLAST05,Air Pocket Defect,2023-05-04T19:44:22,Maintenance,Maintenance management,Production Interruption
153738-BREADBLAST06,153738-BREADBLAST06,Oven Ventilation Check,2023-05-04T19:56:45,Maintenance,Maintenance management,Production Interruption
153180-BREADBLAST05,153180-BREADBLAST05,Recipe Completion,2023-05-01T00:40:01,Maintenance,Maintenance management,Production Interruption
153223-BREADBLAST06,153223-BREADBLAST06,Oven Ventilation Check,2023-05-01T09:27:18,Maintenance,Maintenance management,Production Interruption
153278-BREADBLAST05,153278-BREADBLAST05,Oven Ventilation Check,2023-05-01T19:07:19,Maintenance,Maintenance management,Production Interruption
153259-BREADBLAST06,153259-BREADBLAST06,Product/Size/Shape,2023-05-01T14:36:10,Maintenance,Maintenance management,Recipe Transition
153265-BREADBLAST07,153265-BREADBLAST07,Air Pocket Defect,2023-05-01T16:10:00,Maintenance,Maintenance management,Production Interruption
153276-BREADBLAST05,153276-BREADBLAST05,Oven Ventilation Check,2023-05-01T18:41:50,Maintenance,Maintenance management,Production Interruption
153287-BREADBLAST04,153287-BREADBLAST04,Oven Ventilation Check,2023-05-01T20:25:49,Maintenance,Maintenance management,Production Interruption
149927-BREADBLAST05,149927-BREADBLAST05,Shift Start,2023-04-14T20:09:49,Maintenance,Maintenance management,Ready / Close Operations
149954-BREADBLAST07,149954-BREADBLAST07,Air Pocket Defect,2023-04-15T07:54:00,Maintenance,Maintenance management,Production Interruption
149974-BREADBLAST06,149974-BREADBLAST06,Oven Ventilation Check,2023-04-15T12:44:03,Maintenance,Maintenance management,Production Interruption
150000-BREADBLAST05,150000-BREADBLAST05,Oven Ventilation Check,2023-04-15T17:38:46,Maintenance,Maintenance management,Production Interruption
152848-BREADBLAST04,152848-BREADBLAST04,Air Pocket Defect,2023-04-28T19:05:22,Maintenance,Maintenance management,Production Interruption
152849-BREADBLAST06,152849-BREADBLAST06,Proofer Beam,2023-04-26T22:25:18,Maintenance,Maintenance management,Machine Malfunction
152850-BREADBLAST06,152850-BREADBLAST06,Proofer Beam,2023-04-26T22:25:18,Maintenance,Maintenance management,Machine Malfunction
152851-BREADBLAST06,152851-BREADBLAST06,Proofer Beam,2023-04-26T22:25:18,Maintenance,Maintenance management,Machine Malfunction
152852-BREADBLAST06,152852-BREADBLAST06,Proofer Beam,2023-04-26T22:25:18,Maintenance,Maintenance management,Machine Malfunction
152853-BREADBLAST06,152853-BREADBLAST06,Proofer Beam,2023-04-26T22:25:18,Maintenance,Maintenance management,Machine Malfunction
152866-BREADBLAST04,152866-BREADBLAST04,Air Pocket Defect,2023-04-28T21:20:58,Maintenance,Maintenance management,Production Interruption
152863-BREADBLAST04,152863-BREADBLAST04,Air Pocket Defect,2023-04-28T20:51:49,Maintenance,Maintenance management,Production Interruption
152879-BREADBLAST04,152879-BREADBLAST04,Sieve Change,2023-04-28T23:17:31,Maintenance,Maintenance management,Production Interruption
152902-BREADBLAST06,152902-BREADBLAST06,Proofer Beam,2023-04-29T01:57:01,Maintenance,Maintenance management,Machine Malfunction
152903-BREADBLAST06,152903-BREADBLAST06,Proofer Beam,2023-04-29T02:01:10,Maintenance,Maintenance management,Machine Malfunction
152905-BREADBLAST04,152905-BREADBLAST04,Control System Fault,2023-04-29T01:12:38,Maintenance,Maintenance management,Machine Malfunction
152912-BREADBLAST06,152912-BREADBLAST06,Air Pocket Defect,2023-04-29T02:43:48,Maintenance,Maintenance management,Production Interruption
152918-BREADBLAST04,152918-BREADBLAST04,Air Pocket Defect,2023-04-29T03:04:28,Maintenance,Maintenance management,Production Interruption
152874-BREADBLAST07,152874-BREADBLAST07,Air Pocket Defect,2023-04-28T21:00:00,Maintenance,Maintenance management,Production Interruption
152878-BREADBLAST04,152878-BREADBLAST04,Sieve Change,2023-04-28T21:35:08,Maintenance,Maintenance management,Production Interruption
152882-BREADBLAST04,152882-BREADBLAST04,Air Pocket Defect,2023-04-28T23:39:50,Maintenance,Maintenance management,Production Interruption
152923-BREADBLAST06,152923-BREADBLAST06,Air Pocket Defect,2023-04-29T03:44:28,Maintenance,Maintenance management,Production Interruption
152925-BREADBLAST06,152925-BREADBLAST06,Air Pocket Defect,2023-04-29T03:49:55,Maintenance,Maintenance management,Production Interruption
152926-BREADBLAST04,152926-BREADBLAST04,Air Pocket Defect,2023-04-29T03:28:59,Maintenance,Maintenance management,Production Interruption
152900-BREADBLAST04,152900-BREADBLAST04,Mixer Motor Failure,2023-04-29T00:29:23,Maintenance,Maintenance management,Machine Malfunction
152906-BREADBLAST06,152906-BREADBLAST06,Air Pocket Defect,2023-04-29T02:04:30,Maintenance,Maintenance management,Production Interruption
152921-BREADBLAST06,152921-BREADBLAST06,Air Pocket Defect,2023-04-29T03:33:16,Maintenance,Maintenance management,Production Interruption
152949-BREADBLAST05,152949-BREADBLAST05,Oven Ventilation Check,2023-04-29T07:30:21,Maintenance,Maintenance management,Production Interruption
155061-BREADBLAST07,155061-BREADBLAST07,Air Pocket Defect,2023-05-13T03:40:00,Maintenance,Maintenance management,Production Interruption
155106-BREADBLAST04,155106-BREADBLAST04,Air Pocket Defect,2023-05-13T12:44:16,Maintenance,Maintenance management,Production Interruption
155100-BREADBLAST04,155100-BREADBLAST04,Ingredient Waste,2023-05-13T11:44:46,Maintenance,Maintenance management,Production Interruption
155101-BREADBLAST04,155101-BREADBLAST04,Ingredient Waste,2023-05-13T11:44:46,Maintenance,Maintenance management,Production Interruption
155105-BREADBLAST04,155105-BREADBLAST04,Air Pocket Defect,2023-05-13T12:23:45,Maintenance,Maintenance management,Production Interruption
155108-BREADBLAST06,155108-BREADBLAST06,Proofer Beam,2023-05-13T12:00:00,Maintenance,Maintenance management,Machine Malfunction
155109-BREADBLAST06,155109-BREADBLAST06,Proofer Beam,2023-05-13T12:00:00,Maintenance,Maintenance management,Machine Malfunction
155110-BREADBLAST06,155110-BREADBLAST06,Proofer Beam,2023-05-13T12:00:00,Maintenance,Maintenance management,Machine Malfunction
155115-BREADBLAST07,155115-BREADBLAST07,Air Pocket Defect,2023-05-13T13:54:44,Maintenance,Maintenance management,Production Interruption
155136-BREADBLAST07,155136-BREADBLAST07,Air Pocket Defect,2023-05-13T18:13:39,Maintenance,Maintenance management,Production Interruption
155142-BREADBLAST05,155142-BREADBLAST05,Oven Ventilation Check,2023-05-13T19:01:10,Maintenance,Maintenance management,Production Interruption
155143-BREADBLAST05,155143-BREADBLAST05,Air Pocket Defect,2023-05-13T19:28:56,Maintenance,Maintenance management,Production Interruption
153293-BREADBLAST04,153293-BREADBLAST04,Air Pocket Defect,2023-05-01T21:30:30,Maintenance,Maintenance management,Production Interruption
153294-BREADBLAST04,153294-BREADBLAST04,Air Pocket Defect,2023-05-01T21:55:38,Maintenance,Maintenance management,Production Interruption
153302-BREADBLAST04,153302-BREADBLAST04,Air Pocket Defect,2023-05-01T20:23:43,Maintenance,Maintenance management,Production Interruption
153313-BREADBLAST05,153313-BREADBLAST05,Air Pocket Defect,2023-05-01T23:57:50,Maintenance,Maintenance management,Production Interruption
153314-BREADBLAST05,153314-BREADBLAST05,Air Pocket Defect,2023-05-01T23:57:50,Maintenance,Maintenance management,Production Interruption
153322-BREADBLAST05,153322-BREADBLAST05,Air Pocket Defect,2023-05-02T00:50:22,Maintenance,Maintenance management,Production Interruption
153324-BREADBLAST05,153324-BREADBLAST05,Air Pocket Defect,2023-05-02T01:18:41,Maintenance,Maintenance management,Production Interruption
153301-BREADBLAST05,153301-BREADBLAST05,Air Pocket Defect,2023-05-01T23:09:23,Maintenance,Maintenance management,Production Interruption
153303-BREADBLAST05,153303-BREADBLAST05,Air Pocket Defect,2023-05-01T23:33:22,Maintenance,Maintenance management,Production Interruption
153318-BREADBLAST05,153318-BREADBLAST05,Air Pocket Defect,2023-05-02T00:22:31,Maintenance,Maintenance management,Production Interruption
153331-BREADBLAST05,153331-BREADBLAST05,Air Pocket Defect,2023-05-02T02:37:30,Maintenance,Maintenance management,Production Interruption
153330-BREADBLAST05,153330-BREADBLAST05,Air Pocket Defect,2023-05-02T02:14:02,Maintenance,Maintenance management,Production Interruption
153334-BREADBLAST05,153334-BREADBLAST05,Air Pocket Defect,2023-05-02T02:48:07,Maintenance,Maintenance management,Production Interruption
153344-BREADBLAST05,153344-BREADBLAST05,Air Pocket Defect,2023-05-02T04:11:07,Maintenance,Maintenance management,Production Interruption
153342-BREADBLAST05,153342-BREADBLAST05,Air Pocket Defect,2023-05-02T03:44:49,Maintenance,Maintenance management,Production Interruption
153360-BREADBLAST06,153360-BREADBLAST06,Oven Ventilation Check,2023-05-02T07:16:45,Maintenance,Maintenance management,Production Interruption
153363-BREADBLAST05,153363-BREADBLAST05,Air Pocket Defect,2023-05-02T07:33:57,Maintenance,Maintenance management,Production Interruption
152769-BREADBLAST04,152769-BREADBLAST04,Air Pocket Defect,2023-04-28T07:13:37,Maintenance,Maintenance management,Production Interruption
152777-BREADBLAST04,152777-BREADBLAST04,Air Pocket Defect,2023-04-28T08:47:46,Maintenance,Maintenance management,Production Interruption
152802-BREADBLAST04,152802-BREADBLAST04,Air Pocket Defect,2023-04-28T12:08:53,Maintenance,Maintenance management,Production Interruption
152804-BREADBLAST06,152804-BREADBLAST06,Proofer Beam,2023-04-27T12:00:00,Maintenance,Maintenance management,Machine Malfunction
152805-BREADBLAST06,152805-BREADBLAST06,Proofer Beam,2023-04-27T12:00:00,Maintenance,Maintenance management,Machine Malfunction
152806-BREADBLAST06,152806-BREADBLAST06,Proofer Beam,2023-04-27T12:00:00,Maintenance,Maintenance management,Machine Malfunction
152807-BREADBLAST06,152807-BREADBLAST06,Proofer Beam,2023-04-28T12:00:00,Maintenance,Maintenance management,Machine Malfunction
152808-BREADBLAST06,152808-BREADBLAST06,Proofer Beam,2023-04-28T12:00:00,Maintenance,Maintenance management,Machine Malfunction
152772-BREADBLAST04,152772-BREADBLAST04,Air Pocket Defect,2023-04-28T07:37:23,Maintenance,Maintenance management,Production Interruption
152775-BREADBLAST04,152775-BREADBLAST04,Air Pocket Defect,2023-04-28T07:58:00,Maintenance,Maintenance management,Production Interruption
152781-BREADBLAST06,152781-BREADBLAST06,Proofer Beam,2023-04-28T00:00:00,Maintenance,Maintenance management,Machine Malfunction
152784-BREADBLAST07,152784-BREADBLAST07,Air Pocket Defect,2023-04-28T01:40:00,Maintenance,Maintenance management,Production Interruption
152787-BREADBLAST05,152787-BREADBLAST05,Oven Ventilation Check,2023-04-28T11:11:37,Maintenance,Maintenance management,Production Interruption
152785-BREADBLAST07,152785-BREADBLAST07,Air Pocket Defect,2023-04-28T03:25:00,Maintenance,Maintenance management,Production Interruption
152786-BREADBLAST07,152786-BREADBLAST07,Air Pocket Defect,2023-04-28T08:08:00,Maintenance,Maintenance management,Production Interruption
152791-BREADBLAST04,152791-BREADBLAST04,Air Pocket Defect,2023-04-28T11:42:57,Maintenance,Maintenance management,Production Interruption
152792-BREADBLAST04,152792-BREADBLAST04,Air Pocket Defect,2023-04-28T11:42:57,Maintenance,Maintenance management,Production Interruption
152809-BREADBLAST06,152809-BREADBLAST06,Proofer Beam,2023-04-28T12:00:00,Maintenance,Maintenance management,Machine Malfunction
